#x   y   Raman_zz
              -5.50003000               -6.19660400               0.00634982
              -5.50003000               -5.19660400               0.00625304
              -5.50003000               -4.19660400               0.00501823
              -5.50003000               -3.19660400               0.00668659
              -5.50003000               -2.19660400               0.00581242
              -5.50003000               -1.19660400               0.00529379
              -5.50003000               -0.19660400               0.00596394
              -5.50003000                0.80339600               0.00633255
              -5.50003000                1.80339600               0.00903697
              -5.50003000                2.80339600               0.00638276
              -5.50003000                3.80339600               0.00441414
              -4.50003000               -7.19660400               0.00497252
              -4.50003000               -6.19660400               0.00485239
              -4.50003000               -5.19660400               0.00497612
              -4.50003000               -4.19660400               0.00496934
              -4.50003000               -3.19660400               0.00661674
              -4.50003000               -1.19660400               0.00353315
              -4.50003000               -0.19660400               0.00610985
              -4.50003000                0.80339600               0.00712843
              -4.50003000                1.80339600               0.00720882
              -4.50003000                2.80339600               0.00559563
              -4.50003000                3.80339600               0.00312872
              -3.50003000               -7.19660400               0.00480937
              -3.50003000               -6.19660400               0.00393745
              -3.50003000               -5.19660400               0.00461909
              -3.50003000               -4.19660400               0.00547162
              -3.50003000               -2.19660400               0.00364103
              -3.50003000               -1.19660400               0.00302994
              -3.50003000               -0.19660400               0.00569360
              -3.50003000                0.80339600               0.00660423
              -3.50003000                1.80339600               0.00648221
              -3.50003000                2.80339600               0.00554246
              -3.50003000                3.80339600               0.00393363
              -2.50003000               -7.19660400               0.00542068
              -2.50003000               -6.19660400               0.00406678
              -2.50003000               -5.19660400               0.00481019
              -2.50003000               -4.19660400               0.00621641
              -2.50003000               -3.19660400               0.00633396
              -2.50003000               -2.19660400               0.00289809
              -2.50003000               -1.19660400               0.00309763
              -2.50003000               -0.19660400               0.00524602
              -2.50003000                0.80339600               0.00540110
              -2.50003000                1.80339600               0.00537183
              -2.50003000                2.80339600               0.00416241
              -1.50003000               -7.19660400               0.00520435
              -1.50003000               -6.19660400               0.00470295
              -1.50003000               -5.19660400               0.00607610
              -1.50003000               -4.19660400               0.00295441
              -1.50003000               -3.19660400               0.00788196
              -1.50003000               -2.19660400               0.00388324
              -1.50003000               -1.19660400               0.00360611
              -1.50003000               -0.19660400               0.00518317
              -1.50003000                0.80339600               0.00444643
              -1.50003000                1.80339600               0.00448457
              -1.50003000                2.80339600               0.00236777
              -1.50003000                3.80339600               0.00563773
              -0.50003000               -7.19660400               0.00460488
              -0.50003000               -6.19660400               0.00448979
              -0.50003000               -5.19660400               0.00611158
              -0.50003000               -4.19660400               0.00245923
              -0.50003000               -3.19660400               0.00866826
              -0.50003000               -2.19660400               0.00515838
              -0.50003000               -1.19660400               0.00468065
              -0.50003000               -0.19660400               0.00612482
              -0.50003000                0.80339600               0.00481930
              -0.50003000                1.80339600               0.00491088
              -0.50003000                2.80339600               0.00341407
              -0.50003000                3.80339600               0.00553261
               0.49997000               -7.19660400               0.00875309
               0.49997000               -6.19660400               0.00873369
               0.49997000               -5.19660400               0.01273385
               0.49997000               -4.19660400               0.00729305
               0.49997000               -3.19660400               0.01778836
               0.49997000               -1.19660400               0.01579302
               0.49997000               -0.19660400               0.02045073
               0.49997000                0.80339600               0.01757516
               0.49997000                1.80339600               0.01650024
               0.49997000                2.80339600               0.01520872
               0.49997000                3.80339600               0.01353587
               1.49997000               -7.19660400               0.00296008
               1.49997000               -6.19660400               0.00183316
               1.49997000               -5.19660400               0.00474003
               1.49997000               -3.19660400               0.00573510
               1.49997000               -2.19660400               0.00540202
               1.49997000               -1.19660400               0.00399887
               1.49997000               -0.19660400               0.00569139
               1.49997000                0.80339600               0.00455348
               1.49997000                1.80339600               0.00411653
               1.49997000                2.80339600               0.00327429
               1.49997000                3.80339600               0.00289063
               2.49997000               -7.19660400               0.00494072
               2.49997000               -6.19660400               0.00438586
               2.49997000               -5.19660400               0.00772528
               2.49997000               -4.19660400               0.00227891
               2.49997000               -3.19660400               0.00821703
               2.49997000               -1.19660400               0.00581861
               2.49997000               -0.19660400               0.00613848
               2.49997000                0.80339600               0.00566669
               2.49997000                1.80339600               0.00566432
               2.49997000                2.80339600               0.00489466
               2.49997000                3.80339600               0.00486010
               3.49997000               -7.19660400               0.00740189
               3.49997000               -6.19660400               0.00636839
               3.49997000               -5.19660400               0.00865785
               3.49997000               -4.19660400               0.00271313
               3.49997000               -3.19660400               0.00978355
               3.49997000               -1.19660400               0.00802637
               3.49997000               -0.19660400               0.00846745
               3.49997000                0.80339600               0.00824938
               3.49997000                1.80339600               0.00000000
               3.49997000                2.80339600               0.00723399
               3.49997000                3.80339600               0.00728869
               4.49997000               -7.19660400               0.00962978
               4.49997000               -6.19660400               0.00675615
               4.49997000               -5.19660400               0.00703972
               4.49997000               -4.19660400               0.00158488
               4.49997000               -3.19660400               0.00843294
               4.49997000               -2.19660400               0.00838849
               4.49997000                0.80339600               0.00702758
               4.49997000                1.80339600               0.00681188
               4.49997000                2.80339600               0.00664749
