# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the chemical potential, mu =       -5.509688 eV
#  aims_uuid : 2BC3280D-C9EC-4A0A-A213-7D6925359AD4                                                                                                                                                        
#    Energy (eV)      DOS(spin up)   DOS(spin down)
         -4.49031238         37.44457202         37.44426531
         -4.48531238         34.04785112         34.04759208
         -4.48031238         30.65113021         30.65091885
         -4.47531238         27.25440931         27.25424561
         -4.47031238         23.85768840         23.85757238
         -4.46531238         20.46096750         20.46089914
         -4.46031238         17.06424659         17.06422591
         -4.45531238         13.66752569         13.66755267
         -4.45031238         12.61587459         12.61584484
         -4.44531238         15.08713039         15.08711484
         -4.44031238         17.55838620         17.55838484
         -4.43531238         20.02964200         20.02965484
         -4.43031238         22.50089780         22.50092484
         -4.42531238         24.97215361         24.97219484
         -4.42031238         27.44340941         27.44346484
         -4.41531238         29.91466521         29.91473484
         -4.41031238         13.51177221         13.51180352
         -4.40531238         14.79957577         14.79961029
         -4.40031238         16.08737933         16.08741705
         -4.39531238         17.37518289         17.37522382
         -4.39031238        142.89139208        142.88305149
         -4.38531238         26.33105672         26.33117736
         -4.38031238         21.20252748         21.20253842
         -4.37531238         16.07399824         16.07389948
         -4.37031238         10.94546899         10.94526055
         -4.36531238          5.81693975          5.81662161
         -4.36031238          3.83671636          3.83672849
         -4.35531238          3.90935462          3.90936651
         -4.35031238          3.98199288          3.98200453
         -4.34531238          4.05463115          4.05464255
         -4.34031238          7.58974934          7.58976147
         -4.33531238          7.94497558          7.94498830
         -4.33031238          8.30020182          8.30021513
         -4.32531238          8.65542806          8.65544195
         -4.32031238          9.01065431          9.01066878
         -4.31531238          9.36588055          9.36589561
         -4.31031238          9.72110679          9.72112243
         -4.30531238         10.07633303         10.07634926
         -4.30031238         10.43155928         10.43157609
         -4.29531238         10.78678552         10.78680292
         -4.29031238         11.14201176         11.14202974
         -4.28531238         11.49723801         11.49725657
         -4.28031238         11.85246425         11.85248340
         -4.27531238         12.20769049         12.20771022
         -4.27031238         12.56291673         12.56293705
         -4.26531238         12.91814298         12.91816388
         -4.26031238         13.27336922         13.27339070
         -4.25531238         13.62859546         13.62861753
         -4.25031238         13.98382170         13.98384436
         -4.24531238         14.33904795         14.33907119
         -4.24031238         14.69427419         14.69429801
         -4.23531238         15.04950043         15.04952484
         -4.23031238         15.40472667         15.40475167
         -4.22531238         15.75995292         15.75997849
         -4.22031238         16.11517916         16.11520532
         -4.21531238         16.47040540         16.47043215
         -4.21031238         16.82563164         16.82565898
         -4.20531238         17.18085789         17.18088580
         -4.20031238         17.53608413         17.53611263
         -4.19531238         17.89131037         17.89133946
         -4.19031238         18.24653661         18.24656628
         -4.18531238         18.60176286         18.60179311
         -4.18031238          9.94173359          9.94169738
         -4.17531238          9.25032318          9.25029001
         -4.17031238          8.55891278          8.55888265
         -4.16531238          7.86750237          7.86747528
         -4.16031238          7.17609196          7.17606791
         -4.15531238          6.48468155          6.48466054
         -4.15031238          5.79327115          5.79325318
         -4.14531238          5.10186074          5.10184581
         -4.14031238          6.06060524          6.05985235
         -4.13531238         20.22939871         20.22931474
         -4.13031238         24.34334964         24.34326738
         -4.12531238         28.45730058         28.45722001
         -4.12031238         32.90384766         32.90369469
         -4.11531238         38.44877688         38.44834317
         -4.11031238          0.09818788          0.09820721
         -4.10531238          0.46849994          0.46851798
         -4.10031238          0.83881201          0.83882875
         -4.09531238          1.20912407          1.20913951
         -4.09031238          1.57943613          1.57945028
         -4.08531238          1.94974820          1.94976105
         -4.08031238          2.32006026          2.32007181
         -4.07531238          2.77214152          2.77215399
         -4.07031238          3.37015824          3.37016984
         -4.06531238          3.96817497          3.96818569
         -4.06031238          4.56619169          4.56620153
         -4.05531238          5.16420842          5.16421738
         -4.05031238          5.76222515          5.76223322
         -4.04531238          6.36024187          6.36024907
         -4.04031238          6.95825860          6.95826492
         -4.03531238          7.55627532          7.55628076
         -4.03031238          8.15429205          8.15429661
         -4.02531238          8.75230877          8.75231246
         -4.02031238          9.35032550          9.35032830
         -4.01531238          9.94834222          9.94834415
         -4.01031238         10.54635895         10.54635999
         -4.00531238         11.14437568         11.14437584
         -4.00031238         11.74239240         11.74239169
         -3.99531238         12.34040913         12.34040753
         -3.99031238         12.93842585         12.93842338
         -3.98531238         10.55616771         10.55617237
         -3.98031238         11.04771909         11.04772414
         -3.97531238         11.53927046         11.53927590
         -3.97031238         12.03082184         12.03082767
         -3.96531238         12.52237321         12.52237943
         -3.96031238         13.01392459         13.01393120
         -3.95531238         13.50547596         13.50548296
         -3.95031238         13.99702734         13.99703473
         -3.94531238         14.48857871         14.48858650
         -3.94031238         14.98013009         14.98013826
         -3.93531238         15.47168146         15.47169003
         -3.93031238         15.96323284         15.96324179
         -3.92531238         16.45478421         16.45479356
         -3.92031238         30.20167024         30.20173468
         -3.91531238         28.12499388         28.12506084
         -3.91031238         26.04831752         26.04838700
         -3.90531238         34.48971503         34.49269087
         -3.90031238         37.95355387         37.95337952
         -3.89531238         32.35284267         32.35274869
         -3.89031238         26.75213148         26.75211786
         -3.88531238         70.23201633         70.22983296
         -3.88031238         25.97443996         25.97549586
         -3.87531238         33.27302453         33.27294426
         -3.87031238         32.67589108         32.67580788
         -3.86531238         32.07875764         32.07867149
         -3.86031238         31.48162419         31.48153511
         -3.85531238         30.88449074         30.88439872
         -3.85031238         30.28735730         30.28726234
         -3.84531238         29.69022385         29.69012595
         -3.84031238         29.09309040         29.09298957
         -3.83531238         28.49595696         28.49585318
         -3.83031238         27.89882351         27.89871680
         -3.82531238         23.55109011         23.55105961
         -3.82031238         24.41497997         24.41494873
         -3.81531238         25.27886984         25.27883785
         -3.81031238         26.14275970         26.14272697
         -3.80531238         29.48026220         29.47955473
         -3.80031238         89.75594603         89.75514732
         -3.79531238         89.94793914         89.89748519
         -3.79031238         39.65315260         39.65324659
         -3.78531238         37.69674545         37.69683078
         -3.78031238         35.74033830         35.74041498
         -3.77531238         33.78393115         33.78399918
         -3.77031238         31.82752401         31.82758337
         -3.76531238         29.87111686         29.87116757
         -3.76031238         27.91470971         27.91475176
         -3.75531238         25.95830256         25.95833596
         -3.75031238         10.34335979         10.34338329
         -3.74531238          9.78926974          9.78929025
         -3.74031238         95.26169718         95.26251454
         -3.73531238         75.28067841         75.28127502
         -3.73031238         83.39318221         83.39305812
         -3.72531238         90.45819014         90.45865822
         -3.72031238        620.32427972        620.25222240
         -3.71531238        102.72227064        102.72064995
         -3.71031238        108.10656468        108.10667007
         -3.70531238         87.85486633         87.85509215
         -3.70031238         67.60316799         67.60351423
         -3.69531238         58.83789845         58.68868430
         -3.69031238         42.77470219         42.77466925
         -3.68531238         34.71441695         34.71437718
         -3.68031238         46.37744370         46.37736814
         -3.67531238         46.88623733         46.88625553
         -3.67031238         47.44495859         47.44505252
         -3.66531238         48.00367985         48.00384951
         -3.66031238         48.56240111         48.56264650
         -3.65531238         49.12112238         49.12144350
         -3.65031238         67.23563923         67.23599799
         -3.64531238         71.55239231         71.55282587
         -3.64031238         74.97745935         74.97789431
         -3.63531238         72.37153795         72.37204654
         -3.63031238         66.74236643         66.74217290
         -3.62531238         40.29946291         40.29938250
         -3.62031238         44.41856605         44.41848072
         -3.61531238         48.53766918         48.53757895
         -3.61031238         52.65677232         52.65667717
         -3.60531238         18.79722120         18.79758667
         -3.60031238         17.60120996         17.60151319
         -3.59531238         16.40519872         16.40543971
         -3.59031238         15.20918748         15.20936623
         -3.58531238         14.01317624         14.01329275
         -3.58031238         12.81716499         12.81721927
         -3.57531238         11.62115375         11.62114579
         -3.57031238         14.48888261         14.48884452
         -3.56531238         13.54413232         13.54409777
         -3.56031238         12.59938203         12.59935101
         -3.55531238         11.65463174         11.65460425
         -3.55031238         22.14887704         22.14861322
         -3.54531238         30.22848109         30.22839648
         -3.54031238         37.31732593         37.31716012
         -3.53531238         44.40617078         44.40592375
         -3.53031238         51.49501562         51.49468739
         -3.52531238         62.24800529         62.24643893
         -3.52031238        117.26256975        117.24735812
         -3.51531238        181.43213097        181.43367708
         -3.51031238         34.81672626         34.81679408
         -3.50531238         31.75076076         31.75082003
         -3.50031238         28.68479527         28.68484598
         -3.49531238         25.61882977         25.61887193
         -3.49031238         22.55286427         22.55289788
         -3.48531238         19.48689877         19.48692383
         -3.48031238         16.42093328         16.42094978
         -3.47531238         14.28972299         14.28975271
         -3.47031238         13.21344528         13.21347654
         -3.46531238         12.13716756         12.13720037
         -3.46031238         11.06088984         11.06092421
         -3.45531238          9.98461212          9.98464804
         -3.45031238          8.90833440          8.90837187
         -3.44531238          7.83205669          7.83209571
         -3.44031238          6.75577897          6.75581954
         -3.43531238          5.67950125          5.67954337
         -3.43031238          4.60322353          4.60326720
         -3.42531238          3.52694582          3.52699104
         -3.42031238          2.45066810          2.45071487
         -3.41531238         37.27806105         37.28395313
         -3.41031238         45.65918007         45.60720744
         -3.40531238         30.47912478         30.47892923
         -3.40031238         35.54715243         35.54671309
         -3.39531238         40.61518008         40.61449695
         -3.39031238         45.68320773         45.68228081
         -3.38531238         50.75123538         50.75006467
         -3.38031238        125.86729346        125.86392650
         -3.37531238         82.79194017         82.77187994
         -3.37031238         36.89508013         36.89508304
         -3.36531238         34.93266768         34.93268249
         -3.36031238         32.97025523         32.97028194
         -3.35531238          2.68690816          2.68690227
