# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the vacuum level
#  aims_uuid : B77457EE-DB39-4A95-A38D-9D45932B4AA1                                                                                                                                                        
#    Energy (eV)      DOS(spin up)   DOS(spin down)
        -10.00000000         34.49889569         34.49810325
         -9.99500000         25.53837500         25.53763791
         -9.99000000         16.57785431         16.57717257
         -9.98500000         14.13915461         14.13902687
         -9.98000000         14.07903503         14.08145061
         -9.97500000         47.47651821         47.47955745
         -9.97000000        109.24139476        109.24704920
         -9.96500000         36.16028396         36.15512735
         -9.96000000         22.83475859         22.83566889
         -9.95500000         35.75659196         35.75716145
         -9.95000000         77.47410500         77.48502689
         -9.94500000         36.92529841         36.91312675
         -9.94000000         17.22629310         17.22736149
         -9.93500000         81.33563122         81.34088960
         -9.93000000         95.69113494         95.69175583
         -9.92500000          3.94932638          3.94957973
         -9.92000000         11.90939126         11.91057622
         -9.91500000         38.73819181         38.73997861
         -9.91000000         68.92591788         68.92822777
         -9.90500000         86.26326667         86.26508840
         -9.90000000         19.67698117         19.67808225
         -9.89500000         35.42122142         35.42217072
         -9.89000000         95.73609817         95.73487228
         -9.88500000         52.86337671         52.86054313
         -9.88000000         10.92579371         10.92597276
         -9.87500000         61.76941563         61.77254552
         -9.87000000         86.20766032         86.20460157
         -9.86500000         35.98623378         35.98514029
         -9.86000000         12.34555418         12.34457622
         -9.85500000         35.40593550         35.40665432
         -9.85000000         50.38511224         50.38575066
         -9.84500000         75.65674769         75.65796722
         -9.84000000         55.12093039         55.12041371
         -9.83500000        150.15228328        150.16697410
         -9.83000000         65.84884830         65.84623655
         -9.82500000         65.69873357         65.70068588
         -9.82000000         68.69883607         68.69742478
         -9.81500000         91.39337704         91.39143348
         -9.81000000         64.43598419         64.43498662
         -9.80500000         48.15629103         48.15655649
         -9.80000000         54.27224284         54.27261705
         -9.79500000         72.94599660         72.94347477
         -9.79000000         32.10590491         32.10499794
         -9.78500000         67.23458888         67.23533547
         -9.78000000        113.38810962        113.39231885
         -9.77500000         35.26634878         35.26389085
         -9.77000000          7.22333317          7.22312305
         -9.76500000         30.52368700         30.52834627
         -9.76000000         92.04183000         92.04149478
         -9.75500000         82.33961688         82.33824525
         -9.75000000         27.23617128         27.23657375
         -9.74500000         36.51367278         36.51565497
         -9.74000000         71.71710280         71.71910307
         -9.73500000         28.51426661         28.51229472
         -9.73000000         46.32492266         46.32560449
         -9.72500000         63.28049496         63.27970295
         -9.72000000         55.65840320         55.65800581
         -9.71500000         48.81677228         48.81631506
         -9.71000000         46.76043898         46.76038253
         -9.70500000         44.53568792         44.53535322
         -9.70000000         38.51973432         38.51975420
         -9.69500000         29.25023162         29.24973013
         -9.69000000         15.12547651         15.12604697
         -9.68500000         42.05428394         42.05573237
         -9.68000000         60.32087461         60.32131827
         -9.67500000         50.03427014         50.03257391
         -9.67000000         21.31638101         21.31617914
         -9.66500000         34.59747247         34.59862927
         -9.66000000         55.03415769         55.03736373
         -9.65500000         54.57903086         54.57887859
         -9.65000000         51.37065451         51.37048077
         -9.64500000         48.35802844         48.35785999
         -9.64000000         33.64784925         33.64870114
         -9.63500000         46.90351545         46.90284528
         -9.63000000         38.68526316         38.68475776
         -9.62500000         32.43444200         32.43400635
         -9.62000000         22.16783869         22.16482418
         -9.61500000         11.39678559         11.39666769
         -9.61000000          9.05680416          9.05668664
         -9.60500000         30.98764301         30.98934515
         -9.60000000         28.93535443         28.93538559
         -9.59500000         26.82655436         26.82658370
         -9.59000000         29.78767330         29.78795812
         -9.58500000         36.64160503         36.64170628
         -9.58000000         16.76566430         16.76538878
         -9.57500000         12.22139957         12.22115569
         -9.57000000          6.91865336          6.91865257
         -9.56500000          6.17155607          6.17154639
         -9.56000000         23.49142068         23.49141741
         -9.55500000         21.84958078         21.84956161
         -9.55000000         20.20774089         20.20770582
         -9.54500000         18.56590099         18.56585002
         -9.54000000         16.92406109         16.92399422
         -9.53500000         21.88667254         21.88689476
         -9.53000000         27.16684234         27.16716435
         -9.52500000         23.43063436         23.43060286
         -9.52000000         23.65128352         23.65133797
         -9.51500000         24.06671040         24.06677009
         -9.51000000         24.48213729         24.48220221
         -9.50500000         23.27700883         23.27681317
         -9.50000000         20.15919861         20.15895601
         -9.49500000         17.16078498         17.16107770
         -9.49000000         20.96277500         20.96314348
         -9.48500000         25.32695606         25.32717971
         -9.48000000         41.61967680         41.62149473
         -9.47500000         50.12361153         50.12337611
         -9.47000000         61.44082954         61.43776668
         -9.46500000         27.36400203         27.36362342
         -9.46000000         22.22628479         22.22593766
         -9.45500000         17.08856755         17.08825190
         -9.45000000         11.95085031         11.95056615
         -9.44500000         31.30072110         31.30038714
         -9.44000000         26.64346871         26.64320998
         -9.43500000         23.78568267         23.78566338
         -9.43000000         22.90449105         22.90457219
         -9.42500000         22.58807733         22.58816781
         -9.42000000         28.29003923         28.29208735
         -9.41500000          9.00544445          9.00538888
         -9.41000000          7.98019550          7.98013407
         -9.40500000          8.74218932          8.74225064
         -9.40000000         10.11702551         10.11705740
         -9.39500000         11.49186171         11.49186416
         -9.39000000         12.86669790         12.86667092
         -9.38500000         31.16572999         31.16534029
         -9.38000000         25.62542911         25.62506271
         -9.37500000         20.21972891         20.21941189
         -9.37000000         15.35865167         15.35873605
         -9.36500000         17.75459754         17.75489726
         -9.36000000         21.27662104         21.27691887
         -9.35500000         24.79864455         24.79894049
         -9.35000000         26.25695789         26.25646067
         -9.34500000         20.35271136         20.35222209
         -9.34000000          7.31281049          7.31287569
         -9.33500000          8.50251302          8.50257573
         -9.33000000         10.10478603         10.10488308
         -9.32500000         12.02220196         12.02233877
         -9.32000000         14.33146969         14.33160473
         -9.31500000         16.64073742         16.64087070
         -9.31000000         27.49489419         27.49607336
         -9.30500000         40.49451349         40.49398103
         -9.30000000         31.80129569         31.80075127
