# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the chemical potential, mu =       -5.243052 eV
#  aims_uuid : B77457EE-DB39-4A95-A38D-9D45932B4AA1                                                                                                                                                        
#    Energy (eV)      DOS(spin up)   DOS(spin down)
         -4.75694775         34.49889569         34.49810325
         -4.75194775         25.53837500         25.53763791
         -4.74694775         16.57785431         16.57717257
         -4.74194775         14.13915461         14.13902687
         -4.73694775         14.07903503         14.08145061
         -4.73194775         47.47651821         47.47955745
         -4.72694775        109.24139476        109.24704920
         -4.72194775         36.16028396         36.15512735
         -4.71694775         22.83475859         22.83566889
         -4.71194775         35.75659196         35.75716145
         -4.70694775         77.47410500         77.48502689
         -4.70194775         36.92529841         36.91312675
         -4.69694775         17.22629310         17.22736149
         -4.69194775         81.33563122         81.34088960
         -4.68694775         95.69113494         95.69175583
         -4.68194775          3.94932638          3.94957973
         -4.67694775         11.90939126         11.91057622
         -4.67194775         38.73819181         38.73997861
         -4.66694775         68.92591788         68.92822777
         -4.66194775         86.26326667         86.26508840
         -4.65694775         19.67698117         19.67808225
         -4.65194775         35.42122142         35.42217072
         -4.64694775         95.73609817         95.73487228
         -4.64194775         52.86337671         52.86054313
         -4.63694775         10.92579371         10.92597276
         -4.63194775         61.76941563         61.77254552
         -4.62694775         86.20766032         86.20460157
         -4.62194775         35.98623378         35.98514029
         -4.61694775         12.34555418         12.34457622
         -4.61194775         35.40593550         35.40665432
         -4.60694775         50.38511224         50.38575066
         -4.60194775         75.65674769         75.65796722
         -4.59694775         55.12093039         55.12041371
         -4.59194775        150.15228328        150.16697410
         -4.58694775         65.84884830         65.84623655
         -4.58194775         65.69873357         65.70068588
         -4.57694775         68.69883607         68.69742478
         -4.57194775         91.39337704         91.39143348
         -4.56694775         64.43598419         64.43498662
         -4.56194775         48.15629103         48.15655649
         -4.55694775         54.27224284         54.27261705
         -4.55194775         72.94599660         72.94347477
         -4.54694775         32.10590491         32.10499794
         -4.54194775         67.23458888         67.23533547
         -4.53694775        113.38810962        113.39231885
         -4.53194775         35.26634878         35.26389085
         -4.52694775          7.22333317          7.22312305
         -4.52194775         30.52368700         30.52834627
         -4.51694775         92.04183000         92.04149478
         -4.51194775         82.33961688         82.33824525
         -4.50694775         27.23617128         27.23657375
         -4.50194775         36.51367278         36.51565497
         -4.49694775         71.71710280         71.71910307
         -4.49194775         28.51426661         28.51229472
         -4.48694775         46.32492266         46.32560449
         -4.48194775         63.28049496         63.27970295
         -4.47694775         55.65840320         55.65800581
         -4.47194775         48.81677228         48.81631506
         -4.46694775         46.76043898         46.76038253
         -4.46194775         44.53568792         44.53535322
         -4.45694775         38.51973432         38.51975420
         -4.45194775         29.25023162         29.24973013
         -4.44694775         15.12547651         15.12604697
         -4.44194775         42.05428394         42.05573237
         -4.43694775         60.32087461         60.32131827
         -4.43194775         50.03427014         50.03257391
         -4.42694775         21.31638101         21.31617914
         -4.42194775         34.59747247         34.59862927
         -4.41694775         55.03415769         55.03736373
         -4.41194775         54.57903086         54.57887859
         -4.40694775         51.37065451         51.37048077
         -4.40194775         48.35802844         48.35785999
         -4.39694775         33.64784925         33.64870114
         -4.39194775         46.90351545         46.90284528
         -4.38694775         38.68526316         38.68475776
         -4.38194775         32.43444200         32.43400635
         -4.37694775         22.16783869         22.16482418
         -4.37194775         11.39678559         11.39666769
         -4.36694775          9.05680416          9.05668664
         -4.36194775         30.98764301         30.98934515
         -4.35694775         28.93535443         28.93538559
         -4.35194775         26.82655436         26.82658370
         -4.34694775         29.78767330         29.78795812
         -4.34194775         36.64160503         36.64170628
         -4.33694775         16.76566430         16.76538878
         -4.33194775         12.22139957         12.22115569
         -4.32694775          6.91865336          6.91865257
         -4.32194775          6.17155607          6.17154639
         -4.31694775         23.49142068         23.49141741
         -4.31194775         21.84958078         21.84956161
         -4.30694775         20.20774089         20.20770582
         -4.30194775         18.56590099         18.56585002
         -4.29694775         16.92406109         16.92399422
         -4.29194775         21.88667254         21.88689476
         -4.28694775         27.16684234         27.16716435
         -4.28194775         23.43063436         23.43060286
         -4.27694775         23.65128352         23.65133797
         -4.27194775         24.06671040         24.06677009
         -4.26694775         24.48213729         24.48220221
         -4.26194775         23.27700883         23.27681317
         -4.25694775         20.15919861         20.15895601
         -4.25194775         17.16078498         17.16107770
         -4.24694775         20.96277500         20.96314348
         -4.24194775         25.32695606         25.32717971
         -4.23694775         41.61967680         41.62149473
         -4.23194775         50.12361153         50.12337611
         -4.22694775         61.44082954         61.43776668
         -4.22194775         27.36400203         27.36362342
         -4.21694775         22.22628479         22.22593766
         -4.21194775         17.08856755         17.08825190
         -4.20694775         11.95085031         11.95056615
         -4.20194775         31.30072110         31.30038714
         -4.19694775         26.64346871         26.64320998
         -4.19194775         23.78568267         23.78566338
         -4.18694775         22.90449105         22.90457219
         -4.18194775         22.58807733         22.58816781
         -4.17694775         28.29003923         28.29208735
         -4.17194775          9.00544445          9.00538888
         -4.16694775          7.98019550          7.98013407
         -4.16194775          8.74218932          8.74225064
         -4.15694775         10.11702551         10.11705740
         -4.15194775         11.49186171         11.49186416
         -4.14694775         12.86669790         12.86667092
         -4.14194775         31.16572999         31.16534029
         -4.13694775         25.62542911         25.62506271
         -4.13194775         20.21972891         20.21941189
         -4.12694775         15.35865167         15.35873605
