# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the vacuum level
#  aims_uuid : 220F562A-3D23-4936-A189-EACB0EFA4810                                                                                                                                                        
#    Energy (eV)      DOS(spin up)   DOS(spin down)
        -10.00000000         29.03249933         29.03270277
         -9.99500000         26.31351655         26.31353995
         -9.99000000         42.56877604         42.56381979
         -9.98500000        139.08040990        139.06303356
         -9.98000000         48.48867546         48.48944425
         -9.97500000         48.97255477         48.97380464
         -9.97000000         46.10534087         46.10702674
         -9.96500000         50.89609159         50.89668441
         -9.96000000         69.82677651         69.83078361
         -9.95500000         14.31078190         14.31069549
         -9.95000000         91.78155178         91.78637226
         -9.94500000         90.29649242         90.30366088
         -9.94000000         24.19967314         24.19954054
         -9.93500000         24.95245591         24.95230266
         -9.93000000         25.70523868         25.70506478
         -9.92500000         39.05270888         39.05276111
         -9.92000000         32.82013739         32.82035376
         -9.91500000         59.47800025         59.47720104
         -9.91000000         71.91892001         71.91827888
         -9.90500000         45.95151421         45.95368784
         -9.90000000         52.87744964         52.87872562
         -9.89500000         40.63328237         40.63304993
         -9.89000000         65.55539897         65.55731317
         -9.88500000         21.98387149         21.98676732
         -9.88000000          4.85979510          4.85979254
         -9.87500000         73.69927860         73.69930484
         -9.87000000         35.68841805         35.68881691
         -9.86500000        156.45182265        156.42633017
         -9.86000000         58.20733823         58.20846012
         -9.85500000         51.10080271         51.10174412
         -9.85000000         43.99426719         43.99502812
         -9.84500000         63.74887081         63.74742001
         -9.84000000         66.72888849         66.72731302
         -9.83500000         42.60223116         42.60408983
         -9.83000000         17.34719367         17.34953857
         -9.82500000         63.52246393         63.51506939
         -9.82000000         45.05404908         45.05534303
         -9.81500000         37.54092032         37.54204956
         -9.81000000         60.72825086         60.73334794
         -9.80500000         43.25612657         43.25752877
         -9.80000000         32.70401722         32.70500600
         -9.79500000         22.15190788         22.15248323
         -9.79000000        112.38013950        112.38061229
         -9.78500000         26.82550060         26.82532687
         -9.78000000         29.44075980         29.44051106
         -9.77500000         32.05601901         32.05569526
         -9.77000000         34.67127821         34.67087945
         -9.76500000         37.28653742         37.28606365
         -9.76000000         46.86672469         46.86752724
         -9.75500000         27.39991689         27.40002499
         -9.75000000         26.81768807         26.81781005
         -9.74500000         26.23545925         26.23559511
         -9.74000000         25.65323043         25.65338017
         -9.73500000         25.07100160         25.07116523
         -9.73000000         24.48877278         24.48895029
         -9.72500000         24.11322638         24.11338559
         -9.72000000         64.34522986         64.34499643
         -9.71500000         45.00695304         45.00686809
