# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the chemical potential, mu =       -5.572183 eV
#  aims_uuid : 1CCE88FD-D296-4DFF-AE0E-CA193C301DB0                                                                                                                                                        
#    Energy (eV)      DOS(spin up)   DOS(spin down)
         -4.42781702         28.91763766         28.91818777
         -4.42281702         86.78005650         86.80398162
         -4.41781702          0.00000000          0.00000000
         -4.41281702         41.16815617         41.16589455
         -4.40781702         22.27381522         22.27171134
         -4.40281702         12.09471721         12.09458754
         -4.39781702         10.84424424         10.84410734
         -4.39281702          9.59377126          9.59362714
         -4.38781702          8.34329829          8.34314695
         -4.38281702          7.09282531          7.09266675
         -4.37781702          5.84235234          5.84218655
         -4.37281702          4.70010509          4.70008962
         -4.36781702          6.79515694          6.79515904
         -4.36281702          6.95015676          6.95018579
         -4.35781702          7.16663972          7.16666870
         -4.35281702          9.21800447          9.21804757
         -4.34781702          9.57158559          9.57162880
         -4.34281702          9.92516672          9.92521002
         -4.33781702         10.27874784         10.27879124
         -4.33281702         10.63232897         10.63237247
         -4.32781702         10.98591009         10.98595369
         -4.32281702         11.33949122         11.33953491
         -4.31781702         11.69307234         11.69311614
         -4.31281702         12.04665346         12.04669736
         -4.30781702         12.40023459         12.40027858
         -4.30281702         12.75381571         12.75385981
         -4.29781702         13.10739684         13.10744103
         -4.29281702         13.46097796         13.46102225
         -4.28781702         13.81455908         13.81460348
         -4.28281702         14.16814021         14.16818470
         -4.27781702         14.52172133         14.52176592
         -4.27281702         14.87530246         14.87534715
         -4.26781702         15.22888358         15.22892837
         -4.26281702         15.58246470         15.58250959
         -4.25781702         15.93604583         15.93609082
         -4.25281702         16.28962695         16.28967204
         -4.24781702         16.64320808         16.64325326
         -4.24281702         16.99678920         16.99683449
         -4.23781702         17.35037033         17.35041571
         -4.23281702         17.70395145         17.70399693
         -4.22781702         18.05753257         18.05757816
         -4.22281702         18.41111370         18.41115938
         -4.21781702         13.11356789         13.11346991
         -4.21281702         12.31237797         12.31228298
         -4.20781702         11.61175146         11.61167604
         -4.20281702         10.95603634         10.95596395
         -4.19781702         10.30032122         10.30025186
         -4.19281702          5.56345016          5.56340824
         -4.18781702          5.23485183          5.23481045
         -4.18281702          4.90625351          4.90621266
         -4.17781702          4.57765518          4.57761487
         -4.17281702          4.24905686          4.24901707
         -4.16781702         25.89246026         25.89241710
         -4.16281702         25.20859580         25.20855152
         -4.15781702         24.52473134         24.52468594
         -4.15281702         44.75255253         44.75119882
         -4.14781702         31.07963806         31.07825839
         -4.14281702         17.40672359         17.40531796
         -4.13781702          3.99140158          3.99000828
         -4.13281702          0.00000000          0.00000000
         -4.12781702          0.03228550          0.03233847
         -4.12281702          0.57119706          0.57125062
         -4.11781702          1.11010862          1.11016277
         -4.11281702          1.75595179          1.75603473
         -4.10781702          2.53122491          2.53130834
         -4.10281702          3.34169445          3.34179829
