# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the vacuum level
#  aims_uuid : 08759CB5-7EE6-41C9-A572-971218397572                                                                                                                                                        
#    Energy (eV)      DOS(spin up)   DOS(spin down)
        -10.00000000          4.41214671          4.41200401
         -9.99500000          5.82445138          5.82431247
         -9.99000000          7.35371718          7.35351256
         -9.98500000          9.39091160          9.39071465
         -9.98000000         19.26090489         19.25970758
         -9.97500000         30.57521981         30.57390926
         -9.97000000         43.05650171         43.05524603
         -9.96500000         54.99503283         54.99598350
         -9.96000000         45.99313455         45.99401538
         -9.95500000         55.56669939         55.56695530
         -9.95000000         47.51301036         47.51198365
         -9.94500000         58.50981992         58.50885548
         -9.94000000        120.24037279        120.22689317
         -9.93500000        111.15220322        111.17536256
         -9.93000000         52.45766508         52.45813609
         -9.92500000         92.56473198         92.43510064
         -9.92000000         90.18199074         90.18388028
         -9.91500000        103.08202141        103.08575318
         -9.91000000         89.60749101         89.61088699
         -9.90500000         80.69122127         80.69483215
         -9.90000000         54.93918178         54.94070922
         -9.89500000         35.41010261         35.41126107
         -9.89000000         77.86493236         77.86641919
         -9.88500000         88.01741644         88.01921160
         -9.88000000         68.79198379         68.79364447
         -9.87500000         50.81971076         50.82092263
         -9.87000000          0.00000000          0.00000000
         -9.86500000         36.09144059         36.08974690
         -9.86000000         59.13352899         59.13128504
         -9.85500000        140.48202288        140.47857454
         -9.85000000         75.87352837         75.87614351
         -9.84500000        106.11532812        106.12114518
         -9.84000000         54.42043167         54.42185572
         -9.83500000         36.72052845         36.72190583
         -9.83000000         29.53732016         29.53749927
         -9.82500000         27.47440018         27.47457600
         -9.82000000         36.16232688         36.16215123
         -9.81500000         38.26498217         38.26481699
         -9.81000000         40.36763745         40.36748276
         -9.80500000         50.72404793         50.72380400
         -9.80000000         53.95938534         53.95915091
         -9.79500000         52.37665277         52.37634965
         -9.79000000         44.90124159         44.90225276
         -9.78500000         31.21127296         31.21239822
         -9.78000000         25.81623239         25.81624338
         -9.77500000         25.40559216         25.40560050
         -9.77000000         24.99495193         24.99495762
         -9.76500000         24.58431170         24.58431475
         -9.76000000         24.17367147         24.17367187
         -9.75500000         53.69923046         53.68301315
         -9.75000000        213.27506558        213.23673369
         -9.74500000         29.78198130         29.78146784
         -9.74000000         36.41989660         36.41941554
         -9.73500000         43.45415754         43.45367906
         -9.73000000         19.37857263         19.37890330
         -9.72500000         16.96680788         16.96689080
         -9.72000000         16.24354955         16.24362913
         -9.71500000         15.52029121         15.52036747
         -9.71000000         14.79703287         14.79710580
         -9.70500000         14.07377453         14.07384414
         -9.70000000          7.41913802          7.41915692
         -9.69500000         35.15899269         35.15835386
         -9.69000000         42.73887781         42.73848431
         -9.68500000         50.31876292         50.31861476
         -9.68000000         66.88936813         66.89114446
         -9.67500000         41.56090123         41.56006228
         -9.67000000         50.56837898         50.56764152
         -9.66500000         59.57585672         59.57522077
         -9.66000000         11.92703749         11.93071850
         -9.65500000          9.69055785          9.69064657
         -9.65000000          8.56249916          8.56259498
         -9.64500000          7.43444048          7.43454340
         -9.64000000         31.38254971         31.38347568
         -9.63500000         19.80204743         19.80293418
         -9.63000000         10.89894661         10.89898810
         -9.62500000         10.20283866         10.20288372
         -9.62000000          9.84714051          9.84711500
         -9.61500000          9.99217340          9.99215108
         -9.61000000         10.13720628         10.13718715
         -9.60500000         10.28223917         10.28222322
         -9.60000000         10.42727205         10.42725930
         -9.59500000         10.57230494         10.57229537
         -9.59000000         10.89115922         10.89111537
         -9.58500000         11.30948592         11.30944297
         -9.58000000         12.05584727         12.05569690
         -9.57500000         13.38682908         13.38667726
         -9.57000000         14.71781088         14.71765762
         -9.56500000         16.04879269         16.04863798
         -9.56000000         17.37977449         17.37961834
         -9.55500000         12.72204896         12.72196474
         -9.55000000         13.18755760         13.18747197
         -9.54500000         13.65306623         13.65297920
         -9.54000000         14.11857486         14.11848642
         -9.53500000         15.13272246         15.13198182
         -9.53000000         26.18682176         26.18593701
         -9.52500000         37.24092105         37.23989219
         -9.52000000         48.29502035         48.29384737
         -9.51500000         17.13018521         17.13013989
         -9.51000000         16.98865755         16.98861435
         -9.50500000         16.84712990         16.84708880
         -9.50000000         16.70560224         16.70556326
         -9.49500000         16.56407458         16.56403772
         -9.49000000         17.65778269         17.65763532
         -9.48500000         18.81717211         18.81701434
         -9.48000000         11.32051299         11.32038130
         -9.47500000         12.31958032         12.31943874
         -9.47000000         13.31864765         13.31849619
         -9.46500000         14.31771498         14.31755363
         -9.46000000        120.39496659        120.36364701
         -9.45500000         30.48491142         30.48284289
         -9.45000000         21.01205914         21.01227932
         -9.44500000         18.83908076         18.83931106
         -9.44000000         16.66610238         16.66634280
         -9.43500000         16.24846712         16.24840477
         -9.43000000         16.33422948         16.33419168
         -9.42500000         20.30083684         20.29980085
         -9.42000000         28.08379822         28.08288741
         -9.41500000         35.86675960         35.86597397
         -9.41000000         19.71234739         19.71257271
         -9.40500000         18.05827011         18.05849201
         -9.40000000         21.81613826         21.81430870
         -9.39500000         42.66737747         42.66353884
         -9.39000000         76.70166329         76.69831932
         -9.38500000         33.52716662         33.52727643
         -9.38000000         32.74289778         32.74300175
         -9.37500000         31.95862894         31.95872707
         -9.37000000         31.17436010         31.17445239
         -9.36500000         25.56443936         25.56433126
         -9.36000000         25.29614156         25.29624690
         -9.35500000         24.54623393         24.54608124
         -9.35000000         27.29748145         27.29718023
         -9.34500000         30.12286328         30.12255075
         -9.34000000         32.94824511         32.94792126
         -9.33500000         26.75008801         26.75033428
         -9.33000000         25.07365147         25.07389028
         -9.32500000         23.39721492         23.39744627
         -9.32000000         48.55549278         48.55555681
         -9.31500000         48.90727752         48.90749250
         -9.31000000         48.72710455         48.72812956
         -9.30500000         40.65688837         40.65786198
         -9.30000000         34.07538756         34.07409229
         -9.29500000         40.45800673         40.45570386
         -9.29000000         68.84254325         68.83851367
         -9.28500000         41.14122778         41.14179999
         -9.28000000         42.75179573         42.74831267
         -9.27500000         72.22042244         72.21752008
         -9.27000000         36.74702070         36.74687459
         -9.26500000         38.61487369         38.61469106
         -9.26000000         40.48272668         40.48250754
         -9.25500000         42.35057967         42.35032402
         -9.25000000        266.65504382        266.76908109
         -9.24500000         37.45700943         37.45616310
         -9.24000000         69.67320713         69.66753478
         -9.23500000         65.82667301         65.82335514
         -9.23000000         92.61258420         92.61142236
         -9.22500000         65.94229402         65.94185186
         -9.22000000         78.98063782         78.97773095
         -9.21500000         47.28721469         47.28672101
         -9.21000000         48.90002858         48.89945369
         -9.20500000         87.89445593         88.03574004
         -9.20000000        266.75563595        265.48503462
         -9.19500000        102.63697154        102.72236601
         -9.19000000         38.74293335         38.74263208
         -9.18500000         64.45505608         64.45390194
         -9.18000000        174.96507532        174.86701966
         -9.17500000         82.26281045         82.26401337
         -9.17000000         66.81569746         66.81753848
         -9.16500000         52.74429192         52.74608636
         -9.16000000         38.67288638         38.67463424
         -9.15500000         46.89063924         46.88907248
         -9.15000000         18.10176755         18.10400817
         -9.14500000          2.92086935          2.92155188
         -9.14000000         44.85614704         44.86191449
         -9.13500000         15.27861791         15.27897967
         -9.13000000         20.54227583         20.54173654
         -9.12500000         25.06093788         25.06063640
         -9.12000000         29.57959992         29.57953625
         -9.11500000         34.09826197         34.09843611
         -9.11000000         38.61692401         38.61733597
         -9.10500000        145.84762686        145.90663176
         -9.10000000         50.09504674         50.09553251
         -9.09500000         47.62457608         47.62471034
         -9.09000000         43.59955258         43.59973257
         -9.08500000         39.57452909         39.57475480
         -9.08000000         35.54950559         35.54977703
