# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the chemical potential, mu =       -5.285521 eV
#  aims_uuid : 08759CB5-7EE6-41C9-A572-971218397572                                                                                                                                                        
#    Energy (eV)      DOS(spin up)   DOS(spin down)
         -4.71447886          4.41214671          4.41200401
         -4.70947886          5.82445138          5.82431247
         -4.70447886          7.35371718          7.35351256
         -4.69947886          9.39091160          9.39071465
         -4.69447886         19.26090489         19.25970758
         -4.68947886         30.57521981         30.57390926
         -4.68447886         43.05650171         43.05524603
         -4.67947886         54.99503283         54.99598350
         -4.67447886         45.99313455         45.99401538
         -4.66947886         55.56669939         55.56695530
         -4.66447886         47.51301036         47.51198365
         -4.65947886         58.50981992         58.50885548
         -4.65447886        120.24037279        120.22689317
         -4.64947886        111.15220322        111.17536256
         -4.64447886         52.45766508         52.45813609
         -4.63947886         92.56473198         92.43510064
         -4.63447886         90.18199074         90.18388028
         -4.62947886        103.08202141        103.08575318
         -4.62447886         89.60749101         89.61088699
         -4.61947886         80.69122127         80.69483215
         -4.61447886         54.93918178         54.94070922
         -4.60947886         35.41010261         35.41126107
         -4.60447886         77.86493236         77.86641919
         -4.59947886         88.01741644         88.01921160
         -4.59447886         68.79198379         68.79364447
         -4.58947886         50.81971076         50.82092263
         -4.58447886          0.00000000          0.00000000
         -4.57947886         36.09144059         36.08974690
         -4.57447886         59.13352899         59.13128504
         -4.56947886        140.48202288        140.47857454
         -4.56447886         75.87352837         75.87614351
         -4.55947886        106.11532812        106.12114518
         -4.55447886         54.42043167         54.42185572
         -4.54947886         36.72052845         36.72190583
         -4.54447886         29.53732016         29.53749927
         -4.53947886         27.47440018         27.47457600
         -4.53447886         36.16232688         36.16215123
         -4.52947886         38.26498217         38.26481699
         -4.52447886         40.36763745         40.36748276
         -4.51947886         50.72404793         50.72380400
         -4.51447886         53.95938534         53.95915091
         -4.50947886         52.37665277         52.37634965
         -4.50447886         44.90124159         44.90225276
         -4.49947886         31.21127296         31.21239822
         -4.49447886         25.81623239         25.81624338
         -4.48947886         25.40559216         25.40560050
         -4.48447886         24.99495193         24.99495762
         -4.47947886         24.58431170         24.58431475
         -4.47447886         24.17367147         24.17367187
         -4.46947886         53.69923046         53.68301315
         -4.46447886        213.27506558        213.23673369
         -4.45947886         29.78198130         29.78146784
         -4.45447886         36.41989660         36.41941554
         -4.44947886         43.45415754         43.45367906
         -4.44447886         19.37857263         19.37890330
         -4.43947886         16.96680788         16.96689080
         -4.43447886         16.24354955         16.24362913
         -4.42947886         15.52029121         15.52036747
         -4.42447886         14.79703287         14.79710580
         -4.41947886         14.07377453         14.07384414
         -4.41447886          7.41913802          7.41915692
         -4.40947886         35.15899269         35.15835386
         -4.40447886         42.73887781         42.73848431
         -4.39947886         50.31876292         50.31861476
         -4.39447886         66.88936813         66.89114446
         -4.38947886         41.56090123         41.56006228
         -4.38447886         50.56837898         50.56764152
         -4.37947886         59.57585672         59.57522077
         -4.37447886         11.92703749         11.93071850
         -4.36947886          9.69055785          9.69064657
         -4.36447886          8.56249916          8.56259498
         -4.35947886          7.43444048          7.43454340
         -4.35447886         31.38254971         31.38347568
         -4.34947886         19.80204743         19.80293418
         -4.34447886         10.89894661         10.89898810
         -4.33947886         10.20283866         10.20288372
         -4.33447886          9.84714051          9.84711500
         -4.32947886          9.99217340          9.99215108
         -4.32447886         10.13720628         10.13718715
         -4.31947886         10.28223917         10.28222322
         -4.31447886         10.42727205         10.42725930
         -4.30947886         10.57230494         10.57229537
         -4.30447886         10.89115922         10.89111537
         -4.29947886         11.30948592         11.30944297
         -4.29447886         12.05584727         12.05569690
         -4.28947886         13.38682908         13.38667726
         -4.28447886         14.71781088         14.71765762
         -4.27947886         16.04879269         16.04863798
         -4.27447886         17.37977449         17.37961834
         -4.26947886         12.72204896         12.72196474
         -4.26447886         13.18755760         13.18747197
         -4.25947886         13.65306623         13.65297920
         -4.25447886         14.11857486         14.11848642
         -4.24947886         15.13272246         15.13198182
         -4.24447886         26.18682176         26.18593701
         -4.23947886         37.24092105         37.23989219
         -4.23447886         48.29502035         48.29384737
         -4.22947886         17.13018521         17.13013989
         -4.22447886         16.98865755         16.98861435
         -4.21947886         16.84712990         16.84708880
         -4.21447886         16.70560224         16.70556326
         -4.20947886         16.56407458         16.56403772
         -4.20447886         17.65778269         17.65763532
         -4.19947886         18.81717211         18.81701434
         -4.19447886         11.32051299         11.32038130
         -4.18947886         12.31958032         12.31943874
         -4.18447886         13.31864765         13.31849619
         -4.17947886         14.31771498         14.31755363
         -4.17447886        120.39496659        120.36364701
