# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the vacuum level
#  aims_uuid : 69029A74-F708-4058-AFEF-6DCFC5246A93                                                                                                                                                        
#    Energy (eV)      DOS(spin up)   DOS(spin down)
        -10.00000000         28.66146917         28.66138780
         -9.99500000         35.85248476         35.85561067
         -9.99000000         72.93895546         72.94225695
         -9.98500000         61.97239070         61.97209346
         -9.98000000         59.41949037         59.41914326
         -9.97500000         17.38873740         17.38889164
         -9.97000000         17.59573966         17.59589243
         -9.96500000         17.80274192         17.80289323
         -9.96000000         18.00974418         18.00989402
         -9.95500000         18.21674643         18.21689482
         -9.95000000         18.42374869         18.42389561
         -9.94500000         18.63075095         18.63089640
         -9.94000000         18.83775321         18.83789720
         -9.93500000         19.04475547         19.04489799
         -9.93000000         19.25175772         19.25189879
         -9.92500000         19.45875998         19.45889958
         -9.92000000          7.99792743          7.99776200
         -9.91500000          6.96922173          6.96904101
         -9.91000000          6.18976579          6.18980844
         -9.90500000          6.34291828          6.34296016
         -9.90000000          6.49607076          6.49611187
         -9.89500000          6.64922325          6.64926358
         -9.89000000          6.80237574          6.80241530
         -9.88500000          6.95552823          6.95556701
         -9.88000000          7.10868072          7.10871872
         -9.87500000          7.26183321          7.26187043
         -9.87000000          7.41498570          7.41502215
         -9.86500000          7.56813818          7.56817386
         -9.86000000          7.72129067          7.72132557
         -9.85500000          7.87444316          7.87447729
         -9.85000000          8.02759565          8.02762900
         -9.84500000          8.18074814          8.18078071
         -9.84000000          8.33390063          8.33393243
         -9.83500000          8.48705311          8.48708414
         -9.83000000          8.64020560          8.64023585
         -9.82500000          8.79335809          8.79338756
         -9.82000000          8.94651058          8.94653928
         -9.81500000          9.09966307          9.09969099
         -9.81000000          9.25281556          9.25284270
         -9.80500000          9.40596804          9.40599442
         -9.80000000         13.19365562         13.19379322
         -9.79500000         14.11178567         14.11192065
         -9.79000000         15.02991573         15.03004807
         -9.78500000         15.94804578         15.94817550
         -9.78000000         16.86617584         16.86630292
         -9.77500000         17.78430589         17.78443035
         -9.77000000         18.70243594         18.70255777
         -9.76500000         19.62056600         19.62068520
         -9.76000000         20.53869605         20.53881262
         -9.75500000         11.99140370         11.99150262
         -9.75000000         12.80356989         12.80366677
         -9.74500000         13.61573608         13.61583092
         -9.74000000         14.42790228         14.42799507
         -9.73500000         15.24006847         15.24015923
         -9.73000000         16.05223466         16.05232338
         -9.72500000         16.86440085         16.86448753
         -9.72000000         17.67656704         17.67665168
         -9.71500000         18.48873324         18.48881583
         -9.71000000          9.72689121          9.72684706
         -9.70500000          9.37160974          9.37156522
         -9.70000000          9.01632827          9.01628339
         -9.69500000          8.66104681          8.66100155
         -9.69000000          8.30576534          8.30571972
         -9.68500000          7.95048387          7.95043788
         -9.68000000          7.59520240          7.59515605
         -9.67500000          7.23992093          7.23987421
         -9.67000000          6.88463946          6.88459238
         -9.66500000          6.52935799          6.52931054
         -9.66000000          6.17407653          6.17402871
         -9.65500000          5.81879506          5.81874687
         -9.65000000          5.46351359          5.46346504
         -9.64500000          5.10823212          5.10818320
         -9.64000000          4.75295065          4.75290137
         -9.63500000          4.39766918          4.39761953
         -9.63000000          4.04238771          4.04233770
         -9.62500000          3.68710625          3.68705586
         -9.62000000          3.33182478          3.33177403
         -9.61500000          2.97654331          2.97649219
         -9.61000000          2.62126184          2.62121036
         -9.60500000          2.26598037          2.26592852
         -9.60000000          1.91069890          1.91064669
         -9.59500000          1.55541743          1.55536485
         -9.59000000          1.20013597          1.20008302
         -9.58500000          0.84485450          0.84480118
         -9.58000000          7.78480273          7.78480065
         -9.57500000          7.80438698          7.80438491
         -9.57000000          7.82397122          7.82396917
         -9.56500000          7.84355547          7.84355343
         -9.56000000          7.86313972          7.86313768
         -9.55500000          7.88272396          7.88272194
         -9.55000000          7.90230821          7.90230620
         -9.54500000          7.92189246          7.92189046
         -9.54000000          7.94147670          7.94147472
         -9.53500000          7.96106095          7.96105898
         -9.53000000          7.98064520          7.98064324
         -9.52500000          8.00022944          8.00022749
         -9.52000000          8.01981369          8.01981175
         -9.51500000          8.03939794          8.03939601
         -9.51000000          8.05898218          8.05898027
         -9.50500000          8.07856643          8.07856453
         -9.50000000          8.09815068          8.09814879
         -9.49500000          8.11773492          8.11773305
         -9.49000000          8.13731917          8.13731730
         -9.48500000          8.15690342          8.15690156
         -9.48000000          8.17648766          8.17648582
         -9.47500000          8.19607191          8.19607008
         -9.47000000          8.21565616          8.21565434
         -9.46500000          8.23524040          8.23523860
         -9.46000000          8.25482465          8.25482286
         -9.45500000          8.27440890          8.27440711
         -9.45000000          8.29399314          8.29399137
         -9.44500000          8.31357739          8.31357563
         -9.44000000          8.33316164          8.33315989
         -9.43500000          8.35274588          8.35274415
         -9.43000000          8.37233013          8.37232841
         -9.42500000          8.39191438          8.39191267
         -9.42000000          8.41149862          8.41149692
         -9.41500000          8.43108287          8.43108118
         -9.41000000          8.45066712          8.45066544
         -9.40500000         31.31708341         31.31660507
         -9.40000000         27.40098266         27.40049530
         -9.39500000         23.48488190         23.48438553
         -9.39000000         19.56878115         19.56827576
         -9.38500000         15.65268040         15.65216599
         -9.38000000          9.41807347          9.41801939
         -9.37500000          8.91310376          8.91304970
         -9.37000000          8.40813404          8.40808001
         -9.36500000          7.90316433          7.90311033
         -9.36000000          7.39819462          7.39814064
         -9.35500000          6.89322490          6.89317095
         -9.35000000          6.38825519          6.38820126
         -9.34500000          5.88328548          5.88323157
         -9.34000000          5.37831576          5.37826188
         -9.33500000          4.87334605          4.87329220
         -9.33000000          4.36837634          4.36832251
         -9.32500000          3.86340662          3.86335282
         -9.32000000          3.68334179          3.68338653
         -9.31500000          4.02128585          4.02132941
         -9.31000000          4.35922991          4.35927228
         -9.30500000          4.69717396          4.69721515
         -9.30000000          5.03511802          5.03515803
         -9.29500000          5.37306208          5.37310090
         -9.29000000          5.71100613          5.71104378
         -9.28500000          6.04895019          6.04898665
         -9.28000000         11.67484748         11.67462414
         -9.27500000         11.29450956         11.29430048
         -9.27000000         10.91417163         10.91397683
         -9.26500000         10.53383370         10.53365317
         -9.26000000         10.15349578         10.15332951
         -9.25500000          9.77315785          9.77300586
         -9.25000000          9.39281992          9.39268220
         -9.24500000          9.01248200          9.01235855
         -9.24000000          8.63214407          8.63203489
         -9.23500000          8.25180615          8.25171124
         -9.23000000          7.87146822          7.87138758
         -9.22500000          7.49113029          7.49106392
         -9.22000000          7.11079237          7.11074027
         -9.21500000          6.73045444          6.73041661
         -9.21000000        371.73287027        371.50554398
         -9.20500000          0.00000000          0.00000000
         -9.20000000          0.00000000          0.00000000
         -9.19500000        108.83132771        108.83910306
         -9.19000000        206.19833905        206.20892918
         -9.18500000        132.17942620        132.17477160
         -9.18000000         51.15132770         51.15226234
         -9.17500000         50.29074306         50.29091511
         -9.17000000         87.01866184         87.01244721
         -9.16500000         63.26421084         63.25957534
         -9.16000000        125.50501313        125.50034395
         -9.15500000         86.95237651         86.95044584
         -9.15000000         67.74360947         67.74391986
         -9.14500000        258.73775411        258.87918628
         -9.14000000        116.03837979        116.03958420
         -9.13500000        103.98624927        103.98562430
         -9.13000000         96.74425614         96.74347147
         -9.12500000         59.90823069         59.90768687
