#  aims_uuid : 83F7D469-8782-44E5-A187-A01CD9231FC7                                
# spin_dn angular momentum projected density of states for species S as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.013905 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
       -4.98609481       44.90230185        0.88994199       41.58348461        2.17908172        0.24979352
       -4.98489469       54.85429096        1.01096728       50.89960209        2.62580361        0.31791798
       -4.98369457       66.27613961        1.14688515       61.71566182        3.04939133        0.36420131
       -4.98249445       49.21754057        0.85431692       45.83451755        2.26053171        0.26817440
       -4.98129433       53.27361700        0.87331726       49.61941120        2.46246665        0.31842188
       -4.98009421       47.87004939        0.75357789       44.61963867        2.20558957        0.29124326
       -4.97889409       47.82995233        0.71608131       44.61853364        2.19955918        0.29577821
       -4.97769397       45.74851117        0.68971953       42.67554798        2.10173067        0.28151299
       -4.97649385       42.32564911        0.64249727       39.47682775        1.94943239        0.25689170
       -4.97529373       42.60403937        0.58605075       39.76818845        1.97381233        0.27598785
       -4.97409361       44.07159760        0.58309962       41.15593026        2.04500896        0.28755875
       -4.97289349       43.65772314        0.53044852       40.80270229        2.03114700        0.29342532
       -4.97169337       41.38729559        0.54450383       38.64395524        1.93138460        0.26745192
       -4.97049325       43.59508812        0.59082361       40.63204630        2.08164348        0.29057474
       -4.96929313       43.69281961        0.63731554       40.62352885        2.13362220        0.29835302
       -4.96809301       43.89488605        0.63442690       40.75925442        2.18409639        0.31710833
       -4.96689289       57.49144088        0.80408746       53.37979174        2.88013044        0.42743124
       -4.96569277       45.47130121        0.63535133       42.15018191        2.34048720        0.34528077
       -4.96449265       53.75174199        0.73485317       49.76723715        2.82242078        0.42723090
       -4.96329253       42.08543105        0.61655486       38.96424024        2.18472871        0.31990723
       -4.96209241       41.43773902        0.60282333       38.35180017        2.16369066        0.31942485
       -4.96089229       36.54007288        0.53897192       33.79014230        1.92344044        0.28751823
       -4.95969217       42.55957508        0.59382561       39.39019107        2.23973591        0.33582250
       -4.95849205       52.86066241        0.67887624       48.88956797        2.84379663        0.44842158
       -4.95729193       35.43445318        0.48008967       32.81381179        1.87055200        0.26999972
       -4.95609181       36.64482263        0.47038940       33.94621150        1.94483677        0.28338496
       -4.95489169       38.86520012        0.46579900       36.04179880        2.06009214        0.29751019
       -4.95369157       42.00296458        0.47631368       39.02901837        2.18929775        0.30833477
       -4.95249145       51.20421004        0.55215536       47.60074409        2.67683516        0.37447543
       -4.95129133       50.95472061        0.55553484       47.37077256        2.66139638        0.36701683
       -4.95009121       46.06916720        0.48777995       42.85499130        2.40182754        0.32456840
       -4.94889109       50.27253523        0.51455733       46.77199293        2.63191721        0.35406776
       -4.94769097       58.85563722        0.58154397       54.75449911        3.10331936        0.41627478
       -4.94649085       47.04599889        0.52400065       43.67805946        2.49633647        0.34760231
       -4.94529073       54.30926225        0.67176363       50.31432965        2.93190745        0.39126153
       -4.94409061       47.43977092        0.60435524       43.85035834        2.62021627        0.36484106
