          Energy                up                   down
         -7.33300000         64.36164950         64.36319199
         -7.33000000         57.69208461         57.69373842
         -7.32700000         45.03237308         45.03215528
         -7.32400000         55.70189805         55.70016529
         -7.32100000         63.39719881         63.39511107
         -7.31800000         83.12418437         83.12077943
         -7.31500000         97.25601796         97.24554409
         -7.31200000         53.63411295         53.62881160
         -7.30900000         72.98198129         72.97682493
         -7.30600000         92.41876619         92.41408842
         -7.30300000         49.06216300         49.06356619
         -7.30000000         46.88655503         46.88627922
         -7.29700000         47.77304021         47.77275251
         -7.29400000         48.65952538         48.65922579
         -7.29100000         49.54601055         49.54569908
         -7.28800000         46.86950863         46.87018157
         -7.28500000         44.65980546         44.66050361
         -7.28200000         42.45010230         42.45082565
         -7.27900000         40.24039913         40.24114769
         -7.27600000         38.05786558         38.05838942
         -7.27300000         57.14299724         57.12693392
         -7.27000000        237.02475879        236.92431894
         -7.26700000         34.01385114         34.01028665
         -7.26400000         46.07451483         46.07098080
         -7.26100000         58.13517851         58.13167494
         -7.25800000         70.19584220         70.19236909
         -7.25500000        130.66523996        130.63550304
         -7.25200000         50.97391738         50.97161120
         -7.24900000         58.66812105         58.66581611
         -7.24600000        117.35695211        117.37787021
         -7.24300000         52.82255259         52.84116497
         -7.24000000         46.99751664         46.99265542
         -7.23700000         64.43179233         64.42689174
         -7.23400000         81.86606801         81.86112806
         -7.23100000        117.66290415        117.67420989
         -7.22800000         73.94694210         73.95911370
         -7.22500000         53.37621801         53.37117536
         -7.22200000         70.90463574         70.89955815
         -7.21900000         88.43305348         88.42794095
         -7.21600000         51.47019178         51.46674156
         -7.21300000         63.33606629         63.33258976
         -7.21000000         75.20194080         75.19843795
         -7.20700000         15.11810562         15.11747059
         -7.20400000         17.17548195         17.17484078
         -7.20100000         19.57544414         19.57406131
         -7.19800000         24.32602442         24.32462479
         -7.19500000         29.07660470         29.07518828
         -7.19200000         33.82718499         33.82575177
         -7.18900000         38.57776527         38.57631525
         -7.18600000         66.58119681         66.58736646
         -7.18300000         46.54331055         46.54955763
         -7.18000000         19.19501352         19.19420342
         -7.17700000         21.88821747         21.88739672
         -7.17400000         62.22701954         62.23010031
         -7.17100000        108.12550239        108.13039509
         -7.16800000         91.83598656         91.84084040
         -7.16500000         75.54647073         75.55128570
         -7.16200000         59.25695490         59.26173100
         -7.15900000         35.37644260         35.37902849
         -7.15600000         54.51009242         54.50963125
         -7.15300000         59.65240102         59.65002559
         -7.15000000         67.64650313         67.64399484
         -7.14700000         82.88488334         82.88573529
         -7.14400000         79.52787014         79.52875201
         -7.14100000         65.85106161         65.85114716
         -7.13800000         65.16450292         65.16460944
         -7.13500000         86.74413808         86.74399003
         -7.13200000         59.75385368         59.75433568
         -7.12900000         58.11231514         58.11279240
         -7.12600000         56.47077659         56.47124912
         -7.12300000         54.82923805         54.82970584
         -7.12000000         53.18769951         53.18816256
         -7.11700000         51.54616097         51.54661928
         -7.11400000         31.75255382         31.75232639
         -7.11100000        133.30846744        133.35520365
         -7.10800000         59.48962546         59.48449022
         -7.10500000         77.02446564         77.01903467
         -7.10200000         87.94011440         87.94171806
         -7.09900000         82.00394561         82.00588745
         -7.09600000          9.61763482          9.61825059
         -7.09300000         28.05799504         28.00110839
         -7.09000000        206.78501871        206.73683525
         -7.08700000        102.14373468        102.14647940
         -7.08400000         44.88437348         44.89688168
         -7.08100000          1.90839642          1.91922537
         -7.07800000          0.00000000          0.00000000
         -7.07500000          0.00000000          0.00000000
         -7.07200000        122.54585131        122.50718716
         -7.06900000        262.37217828        262.32353202
         -7.06600000         11.04914009         11.04963739
         -7.06300000        102.07902759        102.05205631
         -7.06000000         56.59706059         56.59906544
         -7.05700000         50.54313999         50.54505691
         -7.05400000         44.48921938         44.49104837
         -7.05100000         75.42724974         75.44290445
         -7.04800000         50.79947265         50.81480869
         -7.04500000         87.45341413         87.47050946
         -7.04200000         50.67028779         50.67136232
         -7.03900000         47.34684480         47.34790844
         -7.03600000         48.98049163         48.97070519
         -7.03300000        136.95152663        136.92291051
         -7.03000000         79.80501246         79.80373538
         -7.02700000        136.62769668        136.63210137
         -7.02400000        124.75402518        124.75808314
         -7.02100000         98.15302166         98.15346050
         -7.01800000         63.22629233         63.22715482
         -7.01500000        127.32628238        127.29706231
         -7.01200000         73.37596365         73.37695370
         -7.00900000         70.64409445         70.64507163
         -7.00600000         67.91222525         67.91318955
         -7.00300000         65.18035605         65.18130748
         -7.00000000         60.45650825         60.51935901
         -6.99700000         51.98560553         51.98616836
         -6.99400000         47.17729411         47.17751922
         -6.99100000         46.53067001         46.53090204
         -6.98800000         63.89736416         63.89721662
         -6.98500000         64.52193466         64.52179606
         -6.98200000         64.06744326         64.06722058
         -6.97900000         64.92315111         64.92294374
         -6.97600000         88.26194163         88.26125325
         -6.97300000         90.84376697         90.84308990
         -6.97000000        110.40125315        110.40151442
         -6.96700000        109.63011712        109.63169022
         -6.96400000        128.69623638        128.69796445
         -6.96100000        123.39721858        123.39886161
         -6.95800000        112.67325090        112.67666414
         -6.95500000        102.11166462        102.11442626
         -6.95200000         91.77074263         91.77270696
         -6.94900000         82.33856326         82.34177647
         -6.94600000         69.87529298         69.87777029
         -6.94300000         61.06717582         61.06973227
         -6.94000000         56.92225093         56.92138381
         -6.93700000         63.71293590         63.71116399
         -6.93400000         74.75957195         74.75646298
         -6.93100000         86.00854373         86.00496243
         -6.92800000         56.86409483         56.85924062
         -6.92500000         86.39333325         86.38588388
         -6.92200000        118.55265744        118.54681762
         -6.91900000         65.16961108         65.17142266
         -6.91600000         77.16151448         77.16348100
         -6.91300000         70.09977967         70.10170617
         -6.91000000         70.10331484         70.04455034
         -6.90700000         61.45754793         61.46103314
         -6.90400000         50.55011498         50.55335847
         -6.90100000         39.96155477         39.96429422
         -6.89800000         29.97940575         29.98190904
         -6.89500000         34.44675248         34.44637203
         -6.89200000         60.62915969         60.62284644
         -6.88900000         83.94294132         83.93699057
         -6.88600000        107.25672295        107.25113471
         -6.88300000         70.08977588         70.08748401
         -6.88000000         80.94426051         80.94212342
         -6.87700000         58.84285806         58.84130195
         -6.87400000         66.36612894         66.36461132
         -6.87100000         48.82689551         48.82330231
         -6.86800000         62.60355980         62.60050287
         -6.86500000         88.22491471         88.22210268
         -6.86200000         42.94193329         42.94246505
         -6.85900000         40.91356084         40.91395282
         -6.85600000         52.69815767         52.69832256
         -6.85300000         51.87502993         51.87519319
         -6.85000000         51.05190218         51.05206381
         -6.84700000         50.22877444         50.22893443
         -6.84400000         50.91146602         50.91114039
         -6.84100000         52.31653439         52.31620744
         -6.83800000         54.36879065         54.36804498
         -6.83500000         57.87971726         57.87897651
         -6.83200000         59.30895679         59.31022381
         -6.82900000         54.20915676         54.21121586
         -6.82600000         41.72191673         41.86154203
         -6.82300000         30.57295110         30.57172222
         -6.82000000         37.60489327         37.60302087
         -6.81700000         45.89873356         45.89686118
         -6.81400000         38.74452214         38.74197357
         -6.81100000         77.92482699         77.92429097
         -6.80800000         83.03024490         83.02964843
         -6.80500000         88.13566282         88.13500588
         -6.80200000        121.18593078        121.18753718
         -6.79900000        115.71478543        115.71629195
         -6.79600000        173.92781336        173.93475447
         -6.79300000        168.04428396        168.05140351
         -6.79000000        161.70653211        161.71432306
         -6.78700000        153.72488487        153.72951879
         -6.78400000        132.77080471        132.77531679
         -6.78100000        111.81672456        111.82111479
         -6.77800000         77.41070996         77.41333125
         -6.77500000        181.19032425        181.21522393
         -6.77200000         79.44595170         79.44017196
         -6.76900000        104.67291140        104.66649624
         -6.76600000        115.49201223        115.53738260
         -6.76300000         93.16714613         93.16596608
         -6.76000000         98.58782470         98.58677715
         -6.75700000        103.52798523        103.52688687
         -6.75400000         93.65229971         93.65115481
         -6.75100000        100.15034524        100.14889126
         -6.74800000        106.95595131        106.95452925
         -6.74500000        113.53193184        113.53048396
         -6.74200000        375.65986086        405.57051227
         -6.73900000         80.40743146         80.40560134
         -6.73600000         90.04747412         90.04530986
         -6.73300000         78.84788220         78.84416432
         -6.73000000         96.30209321         96.29819847
         -6.72700000         76.71595359         76.71184010
         -6.72400000         61.52590191         61.52278029
         -6.72100000       1441.06750849       1471.71205066
         -6.71800000        165.74107476        165.74688436
         -6.71500000        128.91835982        128.92581503
         -6.71200000         92.47683699         92.47983575
         -6.70900000         72.09430342         72.09796271
         -6.70600000         56.86567297         56.86574854
         -6.70300000         55.45331431         55.45341254
         -6.70000000         54.04095565         54.04107655
         -6.69700000         52.62859699         52.62874055
         -6.69400000         51.21623833         51.21640455
         -6.69100000         49.80387967         49.80406855
         -6.68800000         71.92711757         71.92969885
         -6.68500000         69.35070334         69.35375089
         -6.68200000         55.02743406         55.03046828
         -6.67900000         40.70416478         40.70718566
         -6.67600000         43.78531609         43.78622528
         -6.67300000         63.57137395         63.56994192
         -6.67000000         71.08264553         71.08120680
         -6.66700000         78.59391710         78.59247168
         -6.66400000         86.10518867         86.10373656
         -6.66100000         93.61646025         93.61500144
         -6.65800000        101.12773182        101.12626632
         -6.65500000         96.30242739         96.41886713
         -6.65200000        159.13790544        159.12020698
         -6.64900000        200.85863602        200.82941349
         -6.64600000        200.15487292        200.16736936
         -6.64300000         19.82539814         19.59033246
         -6.64000000         92.28285121         92.28076196
         -6.63700000         89.49945964         89.50327048
         -6.63400000         63.40450258         63.40926465
         -6.63100000        143.73349492        149.90570695
         -6.62800000         57.11384915         57.11072572
         -6.62500000         77.28254478         77.27846958
         -6.62200000         43.97148286         43.97155106
         -6.61900000         44.87504463         44.87453587
         -6.61600000         47.18039471         47.17985982
         -6.61300000         49.48574478         49.48518376
         -6.61000000         53.17529065         53.17407128
         -6.60700000         59.83669915         59.83538111
         -6.60400000         46.43314975         46.43286063
         -6.60100000         48.71195172         48.71159296
         -6.59800000         51.82434884         51.82279331
         -6.59500000         58.58467111         58.58312563
         -6.59200000         65.34499339         65.34345796
         -6.58900000         53.79154508         53.79113933
         -6.58600000         58.58252314         58.58012550
         -6.58300000         72.73470319         72.73173630
         -6.58000000         59.95716859         59.95400437
         -6.57700000         75.84990934         75.84686961
         -6.57400000         91.94676914         91.94385756
         -6.57100000         78.12223376         78.12110792
         -6.56800000         84.03261412         84.03150383
         -6.56500000         98.59045095         98.58752672
         -6.56200000        113.21416717        113.21134472
         -6.55900000        127.83788339        127.83516272
         -6.55600000        126.94188922        126.93947189
         -6.55300000        127.76857398        127.76694130
         -6.55000000        106.78497866        106.78475020
         -6.54700000        107.62256731        107.62211213
         -6.54400000        121.51814023        121.51616402
         -6.54100000        113.41761702        113.41819827
         -6.53800000         86.84177473         86.84243786
         -6.53500000         84.90230345         84.90294234
         -6.53200000         83.92314820         83.92337270
         -6.52900000         70.91737248         70.91911465
         -6.52600000         63.50883938         63.51020577
         -6.52300000         59.34619438         59.34611560
         -6.52000000         60.20155869         60.20149570
         -6.51700000         49.95481219         49.95594936
         -6.51400000         66.19413603         66.19520670
         -6.51100000         60.30449254         60.30558164
         -6.50800000         54.41484906         54.41595659
         -6.50500000         48.52520558         48.52633153
         -6.50200000         42.91240342         42.91299675
         -6.49900000         39.52025146         39.52085419
         -6.49600000         36.12809950         36.12871162
         -6.49300000         32.73594755         32.73656906
         -6.49000000         29.77332180         29.77342855
         -6.48700000         52.94612314         52.95232987
         -6.48400000         24.35232638         24.35864102
         -6.48100000         40.74163406         40.73510696
         -6.47800000         73.17597510         73.17013072
         -6.47500000        105.61031613        105.60515448
         -6.47200000         69.55080470         69.55982890
         -6.46900000         21.14135658         21.15071733
         -6.46600000         10.87449142         10.87585807
         -6.46300000          3.38242807          3.38386552
         -6.46000000        198.76106101        198.76460935
         -6.45700000        138.41723225        138.42504871
         -6.45400000         34.55954200         34.55032683
         -6.45100000         76.01430730         76.01230829
         -6.44800000        197.70389746        197.67347126
         -6.44500000        131.34197738        131.34016338
         -6.44200000         93.14487177         93.14612703
         -6.43900000         83.79071730         83.79232392
         -6.43600000         74.43656282         74.43852080
         -6.43300000         48.54198130         48.54343005
         -6.43000000         59.34736625         59.34500364
         -6.42700000         64.40154478         64.39823554
         -6.42400000         41.07910562         41.07812670
         -6.42100000         45.95609392         45.95505811
         -6.41800000         50.83308221         50.83198952
         -6.41500000         55.71007051         55.70892094
         -6.41200000         60.58705881         60.58585235
         -6.40900000         65.46404710         65.46278376
         -6.40600000         70.34103540         70.33971518
         -6.40300000         68.67097332         68.66924477
         -6.40000000         58.45890683         58.45734881
         -6.39700000         65.41969136         65.41986594
         -6.39400000         65.72186875         65.72201601
         -6.39100000         66.21957559         66.21976405
         -6.38800000         42.35826561         42.35826676
         -6.38500000         43.19270774         43.19270191
         -6.38200000         44.02714987         44.02713706
         -6.37900000         44.86159200         44.86157221
         -6.37600000         45.69603414         45.69600736
         -6.37300000         46.53047627         46.53044251
         -6.37000000         47.36491840         47.36487766
         -6.36700000         48.19936053         48.19931281
         -6.36400000         73.16442562         73.16448946
         -6.36100000         73.58626339         73.58631619
         -6.35800000         74.00810115         74.00814292
         -6.35500000         65.83203201         65.83185863
         -6.35200000         67.27769277         67.27751422
         -6.34900000         68.72335354         68.72316982
         -6.34600000        181.28161592        181.29323962
         -6.34300000        109.57247531        109.57623083
         -6.34000000       1050.14374220       1056.87019106
         -6.33700000         89.24091285         89.24374649
         -6.33400000         74.82773089         74.82824855
         -6.33100000         71.09248436         71.09302307
         -6.32800000         79.45710544         79.45802015
         -6.32500000         73.36137395         73.36233598
         -6.32200000         67.26564246         67.26665181
         -6.31900000         61.16991097         61.17096763
         -6.31600000         55.07417947         55.07528346
         -6.31300000         48.97844798         48.97959929
         -6.31000000         42.88271649         42.88391512
         -6.30700000         36.78698500         36.78823095
         -6.30400000         30.69125351         30.69254678
         -6.30100000         27.66265047         27.66240270
         -6.29800000         43.10755918         43.09555719
         -6.29500000        103.61543583        103.61027699
         -6.29200000         10.85220045         10.85214662
         -6.28900000         27.22233822         27.22308619
         -6.28600000         23.30809864         23.30883419
         -6.28300000         41.39021103         41.38884882
         -6.28000000         48.47731900         48.47587282
         -6.27700000         55.56442697         55.56289683
         -6.27400000         62.65153493         62.64992083
         -6.27100000         69.73864290         69.73694484
         -6.26800000         32.75092384         32.75464866
         -6.26500000         15.66226768         15.66512980
         -6.26200000          5.24295771          5.24189176
         -6.25900000         11.76743087         11.76638941
         -6.25600000         18.29190402         18.29088706
         -6.25300000         24.81637718         24.81538471
         -6.25000000         31.34085033         31.33988236
         -6.24700000         49.78403815         49.78001885
         -6.24400000        146.12705205        144.97058063
         -6.24100000         80.78715131         80.78346035
         -6.23800000         56.33388203         56.33343245
         -6.23500000         55.42125760         55.42075310
         -6.23200000         54.50863317         54.50807375
         -6.22900000        101.48588352        101.47782254
         -6.22600000         57.21038432         57.20861420
         -6.22300000         49.38164021         49.38027154
         -6.22000000         63.33060713         63.32849819
         -6.21700000         80.27644183         80.27421475
         -6.21400000         52.01398189         52.01323263
         -6.21100000         58.08318575         58.08102265
         -6.20800000         72.75830227         72.75539719
         -6.20500000         87.43341879         87.42977173
         -6.20200000         77.28996667         77.28728703
         -6.19900000         51.54659587         51.54693786
         -6.19600000         49.24869953         49.24904863
         -6.19300000         46.95080319         46.95115939
         -6.19000000         44.65290684         44.65327016
         -6.18700000         42.35501050         42.35538092
         -6.18400000         40.15321113         40.15355384
         -6.18100000         38.01292917         38.01327900
         -6.17800000         74.99830304         75.00850419
         -6.17500000         27.06030573         27.06039414
         -6.17200000         81.90407577         81.88743670
         -6.16900000         21.16571000         21.16519226
         -6.16600000         23.21147418         23.21096503
         -6.16300000         25.25723836         25.25673780
         -6.16000000         27.30300253         27.30251056
         -6.15700000         29.34876671         29.34828333
         -6.15400000         31.39453089         31.39405610
         -6.15100000          7.49012088          7.49017577
         -6.14800000          7.22838592          7.22844447
         -6.14500000          7.82721250          7.82737496
         -6.14200000         10.58475263         10.58324192
         -6.13900000         17.46812616         17.46677515
         -6.13600000         26.90756650         26.90403510
         -6.13300000         44.40259538         44.39963482
         -6.13000000         87.37028281         87.36975107
         -6.12700000        116.86525857        116.86762530
         -6.12400000        101.89991135        101.90234547
         -6.12100000         86.93456414         86.93706564
         -6.11800000         71.96921692         71.97178581
         -6.11500000         96.18748464         96.19054426
         -6.11200000         70.03127286         70.03301895
         -6.10900000         60.44793150         60.44956862
         -6.10600000         42.02466866         42.02536813
         -6.10300000         37.96277191         37.96339411
         -6.10000000         69.66675014         69.67050708
         -6.09700000         67.19454995         67.19815435
         -6.09400000         46.43530898         46.43935939
         -6.09100000         26.29540784         26.29498753
         -6.08800000         28.39707610         28.39641872
         -6.08500000         32.09757787         32.09627622
         -6.08200000         39.62036156         39.61886277
         -6.07900000         46.54413527         46.54467458
         -6.07600000         51.20544165         51.20555339
         -6.07300000         50.29041463         50.29037417
         -6.07000000         49.37538761         49.37519495
         -6.06700000         13.94775216         13.94749600
         -6.06400000         15.76444271         15.76420610
         -6.06100000         18.50165596         18.50120924
         -6.05800000         21.42567845         21.42527339
         -6.05500000         24.34970095         24.34933755
         -6.05200000         27.27372344         27.27340170
         -6.04900000         30.19774593         30.19746586
         -6.04600000         33.12176843         33.12153001
         -6.04300000         36.04579092         36.04559417
         -6.04000000         38.96981341         38.96965832
         -6.03700000         23.34956624         23.34983133
         -6.03400000         22.53325126         22.53352541
         -6.03100000         16.89926679         16.89938126
         -6.02800000         16.49071106         16.49081323
         -6.02500000         16.08215532         16.08224520
         -6.02200000         15.67359959         15.67367716
         -6.01900000         15.26504386         15.26510913
         -6.01600000         14.85648812         14.85654110
         -6.01300000         16.26671970         16.26654704
         -6.01000000         17.78181089         17.78163899
         -6.00700000         17.29567268         17.29574406
         -6.00400000         16.70721966         16.70729077
         -6.00100000         16.11876664         16.11883747
         -5.99800000         15.53031362         15.53038418
         -5.99500000         14.94186060         14.94193088
         -5.99200000         14.35340758         14.35347759
         -5.98900000         13.76495456         13.76502429
         -5.98600000         13.17650154         13.17657100
         -5.98300000         12.58804852         12.58811770
         -5.98000000         11.99959550         11.99966441
         -5.97700000         11.41114248         11.41121111
         -5.97400000          0.00000000          0.00000000
         -5.97100000          0.00000000          0.00000000
         -5.96800000          0.00000000          0.00000000
         -5.96500000          0.00000000          0.00000000
         -5.96200000          0.00000000          0.00000000
         -5.95900000          0.00000000          0.00000000
         -5.95600000          0.00000000          0.00000000
         -5.95300000          0.00000000          0.00000000
         -5.95000000          0.00000000          0.00000000
         -5.94700000          0.00000000          0.00000000
         -5.94400000          0.00000000          0.00000000
         -5.94100000          0.00000000          0.00000000
         -5.93800000          0.00000000          0.00000000
         -5.93500000          0.00000000          0.00000000
         -5.93200000          0.00000000          0.00000000
         -5.92900000          0.00000000          0.00000000
         -5.92600000          0.00000000          0.00000000
         -5.92300000          0.00000000          0.00000000
         -5.92000000          0.00000000          0.00000000
         -5.91700000          0.00000000          0.00000000
         -5.91400000          0.00000000          0.00000000
         -5.91100000          0.00000000          0.00000000
         -5.90800000          0.00000000          0.00000000
         -5.90500000          0.00000000          0.00000000
         -5.90200000          0.00000000          0.00000000
         -5.89900000          0.00000000          0.00000000
         -5.89600000          0.00000000          0.00000000
         -5.89300000          0.00000000          0.00000000
         -5.89000000          0.00000000          0.00000000
         -5.88700000          0.00000000          0.00000000
         -5.88400000          0.00000000          0.00000000
         -5.88100000          0.00000000          0.00000000
         -5.87800000          0.00000000          0.00000000
         -5.87500000          0.00000000          0.00000000
         -5.87200000          0.00000000          0.00000000
         -5.86900000          0.00000000          0.00000000
         -5.86600000          0.00000000          0.00000000
         -5.86300000          0.00000000          0.00000000
         -5.86000000          0.00000000          0.00000000
         -5.85700000          0.00000000          0.00000000
         -5.85400000          0.00000000          0.00000000
         -5.85100000          0.00000000          0.00000000
         -5.84800000          0.00000000          0.00000000
         -5.84500000          0.00000000          0.00000000
         -5.84200000          0.00000000          0.00000000
         -5.83900000          0.00000000          0.00000000
         -5.83600000          0.00000000          0.00000000
         -5.83300000          0.00000000          0.00000000
         -5.83000000          0.00000000          0.00000000
         -5.82700000          0.00000000          0.00000000
         -5.82400000          0.00000000          0.00000000
         -5.82100000          0.00000000          0.00000000
         -5.81800000          0.00000000          0.00000000
         -5.81500000          0.00000000          0.00000000
         -5.81200000          0.00000000          0.00000000
         -5.80900000          0.00000000          0.00000000
         -5.80600000          0.00000000          0.00000000
         -5.80300000          0.00000000          0.00000000
         -5.80000000          0.00000000          0.00000000
         -5.79700000          0.00000000          0.00000000
         -5.79400000          0.00000000          0.00000000
         -5.79100000          0.00000000          0.00000000
         -5.78800000          0.00000000          0.00000000
         -5.78500000          0.00000000          0.00000000
         -5.78200000          0.00000000          0.00000000
         -5.77900000          0.00000000          0.00000000
         -5.77600000          0.00000000          0.00000000
         -5.77300000          0.00000000          0.00000000
         -5.77000000          0.00000000          0.00000000
         -5.76700000          0.00000000          0.00000000
         -5.76400000          0.00000000          0.00000000
         -5.76100000          0.00000000          0.00000000
         -5.75800000          0.00000000          0.00000000
         -5.75500000          0.00000000          0.00000000
         -5.75200000          0.00000000          0.00000000
         -5.74900000          0.00000000          0.00000000
         -5.74600000          0.00000000          0.00000000
         -5.74300000          0.00000000          0.00000000
         -5.74000000          0.00000000          0.00000000
         -5.73700000          0.00000000          0.00000000
         -5.73400000          0.00000000          0.00000000
         -5.73100000          0.00000000          0.00000000
         -5.72800000          0.00000000          0.00000000
         -5.72500000          0.00000000          0.00000000
         -5.72200000          0.00000000          0.00000000
         -5.71900000          0.00000000          0.00000000
         -5.71600000          0.00000000          0.00000000
         -5.71300000          0.00000000          0.00000000
         -5.71000000          0.00000000          0.00000000
         -5.70700000          0.00000000          0.00000000
         -5.70400000          0.00000000          0.00000000
         -5.70100000          0.00000000          0.00000000
         -5.69800000          0.00000000          0.00000000
         -5.69500000          0.00000000          0.00000000
         -5.69200000          0.00000000          0.00000000
         -5.68900000          0.00000000          0.00000000
         -5.68600000          0.00000000          0.00000000
         -5.68300000          0.00000000          0.00000000
         -5.68000000          0.00000000          0.00000000
         -5.67700000          0.00000000          0.00000000
         -5.67400000          0.00000000          0.00000000
         -5.67100000          0.00000000          0.00000000
         -5.66800000          0.00000000          0.00000000
         -5.66500000          0.00000000          0.00000000
         -5.66200000          0.00000000          0.00000000
         -5.65900000          0.00000000          0.00000000
         -5.65600000          0.00000000          0.00000000
         -5.65300000          0.00000000          0.00000000
         -5.65000000          0.00000000          0.00000000
         -5.64700000          0.00000000          0.00000000
         -5.64400000          0.00000000          0.00000000
         -5.64100000          0.00000000          0.00000000
         -5.63800000          0.00000000          0.00000000
         -5.63500000          0.00000000          0.00000000
         -5.63200000          0.00000000          0.00000000
         -5.62900000          0.00000000          0.00000000
         -5.62600000          0.00000000          0.00000000
         -5.62300000          0.00000000          0.00000000
         -5.62000000          0.00000000          0.00000000
         -5.61700000          0.00000000          0.00000000
         -5.61400000          0.00000000          0.00000000
         -5.61100000          0.00000000          0.00000000
         -5.60800000          0.00000000          0.00000000
         -5.60500000          0.00000000          0.00000000
         -5.60200000          0.00000000          0.00000000
         -5.59900000          0.00000000          0.00000000
         -5.59600000          0.00000000          0.00000000
         -5.59300000          0.00000000          0.00000000
         -5.59000000          0.00000000          0.00000000
         -5.58700000          0.00000000          0.00000000
         -5.58400000          0.00000000          0.00000000
         -5.58100000          0.00000000          0.00000000
         -5.57800000          0.00000000          0.00000000
         -5.57500000          0.00000000          0.00000000
         -5.57200000          0.00000000          0.00000000
         -5.56900000          0.00000000          0.00000000
         -5.56600000          0.00000000          0.00000000
         -5.56300000          0.00000000          0.00000000
         -5.56000000          0.00000000          0.00000000
         -5.55700000          0.00000000          0.00000000
         -5.55400000          0.00000000          0.00000000
         -5.55100000          0.00000000          0.00000000
         -5.54800000          0.00000000          0.00000000
         -5.54500000          0.00000000          0.00000000
         -5.54200000          0.00000000          0.00000000
         -5.53900000          0.00000000          0.00000000
         -5.53600000          0.00000000          0.00000000
         -5.53300000          0.00000000          0.00000000
         -5.53000000          0.00000000          0.00000000
         -5.52700000          0.00000000          0.00000000
         -5.52400000          0.00000000          0.00000000
         -5.52100000          0.00000000          0.00000000
         -5.51800000          0.00000000          0.00000000
         -5.51500000          0.00000000          0.00000000
         -5.51200000          0.00000000          0.00000000
         -5.50900000          0.00000000          0.00000000
         -5.50600000          0.00000000          0.00000000
         -5.50300000          0.00000000          0.00000000
         -5.50000000          0.00000000          0.00000000
         -5.49700000          0.00000000          0.00000000
         -5.49400000          0.00000000          0.00000000
         -5.49100000          0.00000000          0.00000000
         -5.48800000          0.00000000          0.00000000
         -5.48500000          0.00000000          0.00000000
         -5.48200000          0.00000000          0.00000000
         -5.47900000          0.00000000          0.00000000
         -5.47600000          0.00000000          0.00000000
         -5.47300000          0.00000000          0.00000000
         -5.47000000          0.00000000          0.00000000
         -5.46700000          0.00000000          0.00000000
         -5.46400000          0.00000000          0.00000000
         -5.46100000          0.00000000          0.00000000
         -5.45800000          0.00000000          0.00000000
         -5.45500000          0.00000000          0.00000000
         -5.45200000          0.00000000          0.00000000
         -5.44900000          0.00000000          0.00000000
         -5.44600000          0.00000000          0.00000000
         -5.44300000          0.00000000          0.00000000
         -5.44000000          0.00000000          0.00000000
         -5.43700000          0.00000000          0.00000000
         -5.43400000          0.00000000          0.00000000
         -5.43100000          0.00000000          0.00000000
         -5.42800000          0.00000000          0.00000000
         -5.42500000          0.00000000          0.00000000
         -5.42200000          0.00000000          0.00000000
         -5.41900000          0.00000000          0.00000000
         -5.41600000          0.00000000          0.00000000
         -5.41300000          0.00000000          0.00000000
         -5.41000000          0.00000000          0.00000000
         -5.40700000          0.00000000          0.00000000
         -5.40400000          0.00000000          0.00000000
         -5.40100000          0.00000000          0.00000000
         -5.39800000          0.00000000          0.00000000
         -5.39500000          0.00000000          0.00000000
         -5.39200000          0.00000000          0.00000000
         -5.38900000          0.00000000          0.00000000
         -5.38600000          0.00000000          0.00000000
         -5.38300000          0.00000000          0.00000000
         -5.38000000          0.00000000          0.00000000
         -5.37700000          0.00000000          0.00000000
         -5.37400000          0.00000000          0.00000000
         -5.37100000          0.00000000          0.00000000
         -5.36800000          0.00000000          0.00000000
         -5.36500000          0.00000000          0.00000000
         -5.36200000          0.00000000          0.00000000
         -5.35900000          0.00000000          0.00000000
         -5.35600000          0.00000000          0.00000000
         -5.35300000          0.00000000          0.00000000
         -5.35000000          0.00000000          0.00000000
         -5.34700000          0.00000000          0.00000000
         -5.34400000          0.00000000          0.00000000
         -5.34100000          0.00000000          0.00000000
         -5.33800000          0.00000000          0.00000000
         -5.33500000          0.00000000          0.00000000
         -5.33200000          0.00000000          0.00000000
         -5.32900000          0.00000000          0.00000000
         -5.32600000          0.00000000          0.00000000
         -5.32300000          0.00000000          0.00000000
         -5.32000000          0.00000000          0.00000000
         -5.31700000          0.00000000          0.00000000
         -5.31400000          0.00000000          0.00000000
         -5.31100000          0.00000000          0.00000000
         -5.30800000          0.00000000          0.00000000
         -5.30500000          0.00000000          0.00000000
         -5.30200000          0.00000000          0.00000000
         -5.29900000          0.00000000          0.00000000
         -5.29600000          0.00000000          0.00000000
         -5.29300000          0.00000000          0.00000000
         -5.29000000          0.00000000          0.00000000
         -5.28700000          0.00000000          0.00000000
         -5.28400000          0.00000000          0.00000000
         -5.28100000          0.00000000          0.00000000
         -5.27800000          0.00000000          0.00000000
         -5.27500000          0.00000000          0.00000000
         -5.27200000          0.00000000          0.00000000
         -5.26900000          0.00000000          0.00000000
         -5.26600000          0.00000000          0.00000000
         -5.26300000          0.00000000          0.00000000
         -5.26000000          0.00000000          0.00000000
         -5.25700000          0.00000000          0.00000000
         -5.25400000          0.00000000          0.00000000
         -5.25100000          0.00000000          0.00000000
         -5.24800000          0.00000000          0.00000000
         -5.24500000          0.00000000          0.00000000
         -5.24200000          0.00000000          0.00000000
         -5.23900000          0.00000000          0.00000000
