       Energy               up         
      -15.03983356        0.39073573   
      -15.03708356        0.31169665   
      -15.03433356        0.25767903   
      -15.03158356        0.24192079   
      -15.02883356        0.22600976   
      -15.02608356        0.20994592   
      -15.02333356        0.19372929   
      -15.02058356        0.17735987   
      -15.01783356        0.16083765   
      -15.01508356        0.15191539   
      -15.01233356        0.16019227   
      -15.00958356        0.33136791   
      -15.00683356        0.24340674   
      -15.00408356        0.16642226   
      -15.00133356        0.15985492   
      -14.99858356        0.19804795   
      -14.99583356        0.74312917   
      -14.99308356        0.69996059   
      -14.99033356        0.67033376   
      -14.98758356        0.54361605   
      -14.98483356        0.41769178   
      -14.98208356        0.31455653   
      -14.97933356        0.31680645   
      -14.97658356        0.32197846   
      -14.97383356        0.32722375   
      -14.97108356        0.33253350   
      -14.96833356        0.31810219   
      -14.96558356        0.28882926   
      -14.96283356        0.28689039   
      -14.96008356        0.28494716   
      -14.95733356        0.28299959   
      -14.95458356        0.28104767   
      -14.95183356        0.27909140   
      -14.94908356        0.27713078   
      -14.94633356        0.27516581   
      -14.94358356        0.27319649   
      -14.94083356        0.27122282   
      -14.93808356        0.26924480   
      -14.93533356        0.26726244   
      -14.93258356        0.26527572   
      -14.92983356        0.26328466   
      -14.92708356        0.26128924   
      -14.92433356        0.25928948   
      -14.92158356        0.25795045   
      -14.91883356        0.26079101   
      -14.91608356        0.26521551   
      -14.91333356        1.12288897   
      -14.91058356        0.76847564   
      -14.90783356        0.66152118   
      -14.90508356        0.56018039   
      -14.90233356        0.52629311   
      -14.89958356        0.50254238   
      -14.89683356        0.47405267   
      -14.89408356        0.42512314   
      -14.89133356        0.37405800   
      -14.88858356        0.35030920   
      -14.88583356        0.33001134   
      -14.88308356        0.30906734   
      -14.88033356        0.21146985   
      -14.87758356        0.08640667   
      -14.87483356        0.01780162   
      -14.87208356        0.03883855   
      -14.86933356        0.06254878   
      -14.86658356        0.08598416   
      -14.86383356        0.10914469   
      -14.86108356        0.13203037   
      -14.85833356        0.15464120   
      -14.85558356        0.17697717   
      -14.85283356        0.19903830   
      -14.85008356        0.22082457   
      -14.84733356        0.24233600   
      -14.84458356        0.26357257   
      -14.84183356        0.28453430   
      -14.83908356        0.41497216   
      -14.83633356        0.40240064   
      -14.83358356        0.18922937   
      -14.83083356        0.19766976   
      -14.82808356        0.20663435   
      -14.82533356        0.21612313   
      -14.82258356        0.22613610   
      -14.81983356        0.23667327   
      -14.81708356        0.24773463   
      -14.81433356        0.13784001   
      -14.81158356        0.06720925   
      -14.80883356        0.05168744   
      -14.80608356        0.05031316   
      -14.80333356        0.04893940   
      -14.80058356        0.32642518   
      -14.79783356        1.63183242   
      -14.79508356        2.20511681   
      -14.79233356        0.18371028   
      -14.78958356        0.24922558   
      -14.78683356        0.31686529   
      -14.78408356        0.38662939   
      -14.78133356        0.46003496   
      -14.77858356        0.53687437   
      -14.77583356        0.40337553   
      -14.77308356        0.21024046   
      -14.77033356        0.18671752   
      -14.76758356        0.18217355   
      -14.76483356        0.17762301   
      -14.76208356        0.17306590   
      -14.75933356        0.16850221   
      -14.75658356        0.16393194   
      -14.75383356        0.15935511   
      -14.75108356        0.15477169   
      -14.74833356        0.15018170   
      -14.74558356        0.14558514   
      -14.74283356        0.14098200   
      -14.74008356        0.13637229   
      -14.73733356        0.13175600   
      -14.73458356        0.12713314   
      -14.73183356        0.12250370   
      -14.72908356        0.22322514   
      -14.72633356        0.23078801   
      -14.72358356        0.23844422   
      -14.72083356        0.24619379   
      -14.71808356        0.25403670   
      -14.71533356        0.41297423   
      -14.71258356        0.54609056   
      -14.70983356        0.40162936   
      -14.70708356        0.42444618   
      -14.70433356        0.44763831   
      -14.70158356        0.47361099   
      -14.69883356        0.53906491   
      -14.69608356        0.68982700   
      -14.69333356        0.84237664   
      -14.69058356        0.94511883   
      -14.68783356        0.96613597   
      -14.68508356        0.92621646   
      -14.68233356        1.06250423   
      -14.67958356        0.83419908   
      -14.67683356        0.56067602   
      -14.67408356        0.53102670   
      -14.67133356        0.50792521   
      -14.66858356        0.38396027   
