       Energy              down           
      -14.82533356        0.21486913      
      -14.82258356        0.22426610      
      -14.81983356        0.23417124      
      -14.81708356        0.24458455      
      -14.81433356        0.16311024      
      -14.81158356        0.08492830      
      -14.80883356        0.05210185      
      -14.80608356        0.05072063      
      -14.80333356        0.04934006      
      -14.80058356        0.12097231      
      -14.79783356        1.04256565      
      -14.79508356        2.11652034      
      -14.79233356        2.30459743      
      -14.78958356        0.22354979      
      -14.78683356        0.28560134      
      -14.78408356        0.34950681      
      -14.78133356        0.41526622      
      -14.77858356        0.48711748      
      -14.77583356        0.50252783      
      -14.77308356        0.31432126      
      -14.77033356        0.18862885      
      -14.76758356        0.18404408      
      -14.76483356        0.17945339      
      -14.76208356        0.17485677      
      -14.75933356        0.17025423      
      -14.75658356        0.16564577      
      -14.75383356        0.16103139      
      -14.75108356        0.15641108      
      -14.74833356        0.15178485      
      -14.74558356        0.14715269      
      -14.74283356        0.14251461      
      -14.74008356        0.13787061      
      -14.73733356        0.13322069      
      -14.73458356        0.12856484      
      -14.73183356        0.12390307      
      -14.72908356        0.39841933      
      -14.72633356        0.22715641      
      -14.72358356        0.23461287      
      -14.72083356        0.24216039      
      -14.71808356        0.24979896      
      -14.71533356        0.36412547      
      -14.71258356        0.51407729      
      -14.70983356        0.40336694      
      -14.70708356        0.41471264      
      -14.70433356        0.43748010      
      -14.70158356        0.46282918      
      -14.69883356        0.49864249      
      -14.69608356        0.63020477      
      -14.69333356        0.76323579      
      -14.69058356        0.89773555      
      -14.68783356        0.92002839      
      -14.68508356        0.98633862      
      -14.68233356        1.04420963      
      -14.67958356        0.89808835      
      -14.67683356        0.66872726      
      -14.67408356        0.55541674      
      -14.67133356        0.55644495      
      -14.66858356        0.42241783      
      -14.66583356        0.31653546      
      -14.66308356        0.13932265      
      -14.66033356        0.05501731      
      -14.65758356        0.03382429      
      -14.65483356        0.01178668      
      -14.65208356        0.00000000      
      -14.64933356        0.00365738      
      -14.64658356        0.00772757      
      -14.64383356        0.01176427      
      -14.64108356        0.01576750      
      -14.63833356        0.01973725      
      -14.63558356        0.02367352      
      -14.63283356        0.02757631      
      -14.63008356        0.03144562      
      -14.62733356        0.03528145      
      -14.62458356        0.03908380      
      -14.62183356        0.04776736      
      -14.61908356        0.06416635      
      -14.61633356        0.08743013      
      -14.61358356        0.12002051      
      -14.61083356        0.15292559      
      -14.60808356        0.19037735      
      -14.60533356        0.23090908      
      -14.60258356        0.27182316      
      -14.59983356        0.31311959      
      -14.59708356        0.35479837      
      -14.59433356        0.39685951      
      -14.59158356        0.43930299      
      -14.58883356        0.56732082      
      -14.58608356        0.68155271      
      -14.58333356        0.74856166      
      -14.58058356        0.71685968      
      -14.57783356        0.66901949      
      -14.57508356        0.67096445      
      -14.57233356        0.76115725      
      -14.56958356        0.73431818      
      -14.56683356        0.66951298      
      -14.56408356        0.60377455      
      -14.56133356        0.53710288      
      -14.55858356        0.70372790      
      -14.55583356        0.35407865      
      -14.55308356        0.30244129      
      -14.55033356        0.33246238      
      -14.54758356        0.62772919      
      -14.54483356        0.78543597      
      -14.54208356        0.39717721      
      -14.53933356        0.33070488      
      -14.53658356        0.27139502      
      -14.53383356        0.22015963      
      -14.53108356        0.17294232      
      -14.52833356        0.17354636      
      -14.52558356        0.17417857      
      -14.52283356        0.17483895      
      -14.52008356        0.17552749      
      -14.51733356        0.17854619      
      -14.51458356        0.18190433      
      -14.51183356        0.18533732      
      -14.50908356        0.19143089      
      -14.50633356        0.19757928      
      -14.50358356        0.20378247      
      -14.50083356        0.21045118      
      -14.49808356        0.21767664      
      -14.49533356        0.22495505      
      -14.49258356        0.63343239      
      -14.48983356        0.32981701      
      -14.48708356        0.57855134      
      -14.48433356        0.42726074      
      -14.48158356        0.41288057      
      -14.47883356        0.39823818      
      -14.47608356        0.38333358      
      -14.47333356        0.36816676      
      -14.47058356        0.35273772      
      -14.46783356        0.33704647      
      -14.46508356        0.32109300      
      -14.46233356        0.30487732      
      -14.45958356        0.28839942      
      -14.45683356        0.27165930      
      -14.45408356        0.25465697      
      -14.45133356        0.23739243      
      -14.44858356        0.21986567      
      -14.44583356        0.70436458      
      -14.44308356        0.70266115      
      -14.44033356        0.79533021      
      -14.43758356        1.27568825      
      -14.43483356        1.42175460      
      -14.43208356        1.03907805      
      -14.42933356        0.51182124      
      -14.42658356        0.45928766      
      -14.42383356        0.58717664      
      -14.42108356        0.71522684      
      -14.41833356        0.59481037      
      -14.41558356        0.48302205      
      -14.41283356        0.28469507      
      -14.41008356        0.06450574      
      -14.40733356        0.03039547      
      -14.40458356        0.03124478      
      -14.40183356        0.03209222      
      -14.39908356        0.03293779      
      -14.39633356        0.03378151      
      -14.39358356        0.03462336      
      -14.39083356        0.03546335      
      -14.38808356        0.03630147      
      -14.38533356        0.03713774      
      -14.38258356        0.03797214      
      -14.37983356        0.03880467      
      -14.37708356        0.03963535      
      -14.37433356        1.13270373      
      -14.37158356        0.74775630      
      -14.36883356        0.60673020      
      -14.36608356        0.49557313      
      -14.36333356        0.39910604      
      -14.36058356        0.30222914      
      -14.35783356        0.20494241      
      -14.35508356        0.10724587      
      -14.35233356        0.02027510      
      -14.34958356        0.00561661      
      -14.34683356        0.03604971      
      -14.34408356        0.08283634      
      -14.34133356        0.13180710      
      -14.33858356        0.18515672      
      -14.33583356        0.24857534      
      -14.33308356        0.31330845      
      -14.33033356        0.37885130      
      -14.32758356        0.44520391      
      -14.32483356        0.51236627      
      -14.32208356        0.58033838      
      -14.31933356        0.64912024      
      -14.31658356        0.71871185      
      -14.31383356        0.78911322      
      -14.31108356        1.27526934      
      -14.30833356        2.11427476      
      -14.30558356        0.77077996      
      -14.30283356        0.46943616      
      -14.30008356        0.55245383      
      -14.29733356        0.64012176      
      -14.29458356        0.54762515      
      -14.29183356        0.43904844      
      -14.28908356        0.33290715      
      -14.28633356        0.37408736      
      -14.28358356        0.39571378      
      -14.28083356        0.30266311      
      -14.27808356        0.31102742      
      -14.27533356        0.31934884      
      -14.27258356        0.32762737      
      -14.26983356        0.33586301      
      -14.26708356        0.34405575      
      -14.26433356        0.35220561      
      -14.26158356        0.36031257      
      -14.25883356        0.36837663      
      -14.25608356        0.37639781      
      -14.25333356        0.38437609      
      -14.25058356        0.39231149      
      -14.24783356        0.40020399      
      -14.24508356        0.40805359      
      -14.24233356        0.41380287      
      -14.23958356        0.40817142      
      -14.23683356        0.37669893      
      -14.23408356        0.29356346      
      -14.23133356        0.18020095      
      -14.22858356        0.17236550      
      -14.22583356        0.16442168      
      -14.22308356        0.22360423      
      -14.22033356        0.30133115      
      -14.21758356        0.37915827      
      -14.21483356        0.45708560      
      -14.21208356        0.53511313      
      -14.20933356        0.61324086      
      -14.20658356        0.32072037      
      -14.20383356        0.30924040      
      -14.20108356        0.81825392      
      -14.19833356        0.57392213      
      -14.19558356        0.59740410      
      -14.19283356        0.62137329      
      -14.19008356        0.64582972      
      -14.18733356        0.67077337      
      -14.18458356        0.69620426      
      -14.18183356        0.65776184      
      -14.17908356        0.64230044      
      -14.17633356        0.65583672      
      -14.17358356        0.68732393      
      -14.17083356        0.56306524      
      -14.16808356        0.44602801      
      -14.16533356        0.39244936      
      -14.16258356        0.39339572      
      -14.15983356        0.39265229      
      -14.15708356        0.39021909      
      -14.15433356        0.38609610      
      -14.15158356        0.33048479      
      -14.14883356        0.33296114      
      -14.14608356        0.22180127      
      -14.14333356        0.23152013      
      -14.14058356        0.24128645      
      -14.13783356        0.25110023      
      -14.13508356        0.26096148      
      -14.13233356        0.27087019      
      -14.12958356        0.28082637      
      -14.12683356        0.29083000      
      -14.12408356        0.30088111      
      -14.12133356        0.36939724      
      -14.11858356        0.46144787      
      -14.11583356        0.55734785      
      -14.11308356        0.65608015      
      -14.11033356        0.75798664      
      -14.10758356        0.86087805      
      -14.10483356        0.64259370      
      -14.10208356        0.38907036      
      -14.09933356        0.28732108      
      -14.09658356        0.29018351      
      -14.09383356        0.29308351      
      -14.09108356        0.29602109      
      -14.08833356        0.32562544      
      -14.08558356        0.36703444      
      -14.08283356        0.40952209      
      -14.08008356        0.45675973      
      -14.07733356        0.51166521      
      -14.07458356        0.55039982      
      -14.07183356        0.56098270      
      -14.06908356        0.57155786      
      -14.06633356        0.60929058      
      -14.06358356        0.65332429      
      -14.06083356        0.70890882      
      -14.05808356        1.09496221      
      -14.05533356        1.81636227      
      -14.05258356        1.12956354      
      -14.04983356        0.91362506      
      -14.04708356        0.23096693      
      -14.04433356        0.25665753      
      -14.04158356        0.26383963      
      -14.03883356        0.25745434      
      -14.03608356        0.25114654      
      -14.03333356        0.24491625      
      -14.03058356        0.23876345      
      -14.02783356        0.23268816      
      -14.02508356        0.22669037      
      -14.02233356        0.22077007      
      -14.01958356        0.21492728      
      -14.01683356        0.26596244      
      -14.01408356        0.43318164      
      -14.01133356        0.42474479      
      -14.00858356        0.41652035      
      -14.00583356        0.40850833      
      -14.00308356        0.40070871      
      -14.00033356        0.39312151      
      -13.99758356        0.61381417      
      -13.99483356        0.60053413      
      -13.99208356        0.68408830      
      -13.98933356        0.81391228      
      -13.98658356        0.78493575      
      -13.98383356        0.75651096      
      -13.98108356        1.34988810      
      -13.97833356        0.88427748      
      -13.97558356        0.77981273      
      -13.97283356        0.72563085      
      -13.97008356        0.67086124      
      -13.96733356        0.62815120      
      -13.96458356        0.59197304      
      -13.96183356        0.56555285      
      -13.95908356        0.54574135      
      -13.95633356        0.52783697      
      -13.95358356        0.51112879      
      -13.95083356        0.51078236      
      -13.94808356        1.05641991      
      -13.94533356        1.42618516      
      -13.94258356        0.82379421      
      -13.93983356        1.14374022      
      -13.93708356        0.51447588      
      -13.93433356        0.40080046      
      -13.93158356        0.70378021      
      -13.92883356        0.36870435      
      -13.92608356        0.40671572      
      -13.92333356        0.43451547      
      -13.92058356        0.45210357      
      -13.91783356        0.45948004      
      -13.91508356        0.45664487      
      -13.91233356        0.44359807      
      -13.90958356        0.17091536      
      -13.90683356        0.44396023      
      -13.90408356        0.79427458      
      -13.90133356        1.10325385      
      -13.89858356        1.14399636      
      -13.89583356        1.00019678      
      -13.89308356        1.14719462      
      -13.89033356        1.36114982      
      -13.88758356        0.17318569      
      -13.88483356        0.03397260      
      -13.88208356        0.15042040      
      -13.87933356        0.62681087      
      -13.87658356        0.91197065      
      -13.87383356        0.57569763      
      -13.87108356        0.51473489      
      -13.86833356        0.59804005      
      -13.86558356        0.72393364      
      -13.86283356        0.84311260      
      -13.86008356        0.65889290      
      -13.85733356        0.74098977      
      -13.85458356        0.65801199      
      -13.85183356        1.15698530      
      -13.84908356        0.98477627      
      -13.84633356        1.55418159      
      -13.84358356        1.61069055      
      -13.84083356        1.24625240      
      -13.83808356        1.03830610      
      -13.83533356        0.78592695      
      -13.83258356        0.63857812      
      -13.82983356        0.47270661      
      -13.82708356        0.51028729      
      -13.82433356        0.63176879      
      -13.82158356        0.75458271      
      -13.81883356        0.88495345      
      -13.81608356        0.95908617      
      -13.81333356        0.94222373      
      -13.81058356        0.95320824      
      -13.80783356        1.06369058      
      -13.80508356        1.74551463      
      -13.80233356        0.82007450      
      -13.79958356        0.75962802      
      -13.79683356        1.44446929      
      -13.79408356        0.99347489      
      -13.79133356        1.24658942      
      -13.78858356        2.05833691      
      -13.78583356        1.22726629      
      -13.78308356        1.14694010      
      -13.78033356        0.97708171      
      -13.77758356        0.93897718      
      -13.77483356        0.98819177      
      -13.77208356        1.14616250      
      -13.76933356        0.81305595      
      -13.76658356        1.69574885      
      -13.76383356        1.21190392      
      -13.76108356        1.14011333      
      -13.75833356        0.91028411      
      -13.75558356        0.84093655      
      -13.75283356        0.55397725      
      -13.75008356        0.41871703      
      -13.74733356        1.28837911      
      -13.74458356        1.02377664      
      -13.74183356        0.43655820      
      -13.73908356        0.31087467      
      -13.73633356        1.21743880      
      -13.73358356        2.23560765      
      -13.73083356        1.73344727      
      -13.72808356        1.95757208      
      -13.72533356        1.17541294      
      -13.72258356        1.35899351      
      -13.71983356        1.12649571      
      -13.71708356        0.39417006      
      -13.71433356        1.28883628      
      -13.71158356        1.48119194      
      -13.70883356        0.48576585      
      -13.70608356        0.66288701      
      -13.70333356        1.35900937      
      -13.70058356        1.42549864      
      -13.69783356        1.10091363      
      -13.69508356        0.68100581      
      -13.69233356        2.62815912      
      -13.68958356        1.25853311      
      -13.68683356        0.96184266      
      -13.68408356        0.92153328      
      -13.68133356        1.70721949      
      -13.67858356        0.81653555      
      -13.67583356        1.19244353      
      -13.67308356        1.07575737      
      -13.67033356        0.76736377      
      -13.66758356        1.10618360      
      -13.66483356        0.68332580      
      -13.66208356        1.15686148      
      -13.65933356        2.45310698      
      -13.65658356        1.58436589      
      -13.65383356        1.54861641      
      -13.65108356        1.79301913      
      -13.64833356        1.00814687      
      -13.64558356        1.34781774      
      -13.64283356        1.01477025      
      -13.64008356        0.62342356      
      -13.63733356        0.62899109      
      -13.63458356        0.54587814      
      -13.63183356        0.56517135      
      -13.62908356        0.79655004      
      -13.62633356        0.73531055      
      -13.62358356        0.61160699      
      -13.62083356        0.71283448      
      -13.61808356        0.85128435      
      -13.61533356        0.14791213      
      -13.61258356        0.53828697      
      -13.60983356        1.88074755      
      -13.60708356        3.06174383      
      -13.60433356        1.02524893      
      -13.60158356        0.99514046      
      -13.59883356        0.78039598      
      -13.59608356        0.65875768      
      -13.59333356        0.37661953      
      -13.59058356        0.35763168      
      -13.58783356        0.59447299      
      -13.58508356        1.10485787      
      -13.58233356        1.09087160      
      -13.57958356        0.86614461      
      -13.57683356        0.73078118      
      -13.57408356        0.73633281      
      -13.57133356        0.63092129      
      -13.56858356        0.57442198      
      -13.56583356        0.60670074      
      -13.56308356        0.82088604      
      -13.56033356        0.32571851      
      -13.55758356        0.59377845      
      -13.55483356        0.57996916      
      -13.55208356        0.57194845      
      -13.54933356        0.53398803      
      -13.54658356        0.51213866      
      -13.54383356        0.48300237      
      -13.54108356        0.46865898      
      -13.53833356        0.54539943      
      -13.53558356        0.55939993      
      -13.53283356        0.54996214      
      -13.53008356        0.71690732      
      -13.52733356        2.37643530      
      -13.52458356        1.06917866      
      -13.52183356        0.53752263      
      -13.51908356        0.35466061      
      -13.51633356        0.15410911      
      -13.51358356        0.16427192      
      -13.51083356        0.43568610      
      -13.50808356        0.95206039      
      -13.50533356        0.63043127      
      -13.50258356        1.08373853      
      -13.49983356        0.71506026      
      -13.49708356        0.95297345      
      -13.49433356        1.03249217      
      -13.49158356        0.93207792      
      -13.48883356        0.85228866      
      -13.48608356        0.40368121      
      -13.48333356        0.41622694      
      -13.48058356        0.22558699      
      -13.47783356        0.31459866      
      -13.47508356        0.32071540      
      -13.47233356        0.28015611      
      -13.46958356        0.18277056      
      -13.46683356        0.15287811      
      -13.46408356        0.18052448      
      -13.46133356        0.26667610      
      -13.45858356        0.28711267      
      -13.45583356        0.30931516      
      -13.45308356        0.32381977      
      -13.45033356        0.25947959      
      -13.44758356        0.19534861      
      -13.44483356        0.22016941      
      -13.44208356        0.65743933      
      -13.43933356        0.25357741      
      -13.43658356        0.25686593      
      -13.43383356        0.30645174      
      -13.43108356        0.41713833      
      -13.42833356        0.31200799      
      -13.42558356        0.28284737      
      -13.42283356        0.27250564      
      -13.42008356        0.14088211      
      -13.41733356        0.26290639      
      -13.41458356        0.19757822      
      -13.41183356        0.16667406      
      -13.40908356        0.38685800      
      -13.40633356        0.23291820      
      -13.40358356        0.29708405      
      -13.40083356        0.39826362      
      -13.39808356        0.44836525      
      -13.39533356        0.32677162      
      -13.39258356        0.19955577      
      -13.38983356        0.19685865      
      -13.38708356        0.54659283      
      -13.38433356        0.35047876      
      -13.38158356        0.25310898      
      -13.37883356        0.24018676      
      -13.37608356        0.21267084      
      -13.37333356        0.24864228      
      -13.37058356        0.28992051      
      -13.36783356        0.30542497      
      -13.36508356        0.32302572      
      -13.36233356        0.24049375      
      -13.35958356        0.20360175      
      -13.35683356        0.29455932      
      -13.35408356        0.35232695      
      -13.35133356        0.28280457      
      -13.34858356        0.39225642      
      -13.34583356        0.42794154      
      -13.34308356        0.40658498      
      -13.34033356        0.30177835      
      -13.33758356        0.36174660      
      -13.33483356        0.33120203      
      -13.33208356        0.35134930      
      -13.32933356        0.34635154      
      -13.32658356        0.32027376      
      -13.32383356        0.28513086      
      -13.32108356        0.24636684      
      -13.31833356        0.19211375      
      -13.31558356        0.23293622      
      -13.31283356        0.39985054      
      -13.31008356        0.48186993      
      -13.30733356        0.11377298      
      -13.30458356        0.50292078      
      -13.30183356        0.35894450      
      -13.29908356        0.05445894      
      -13.29633356        0.82975352      
      -13.29358356        0.00000000      
      -13.29083356        0.13463890      
      -13.28808356        0.74603598      
      -13.28533356        0.27667162      
      -13.28258356        0.29933521      
      -13.27983356        0.34797260      
      -13.27708356        0.33960264      
      -13.27433356        0.36454483      
      -13.27158356        0.42109354      
      -13.26883356        0.47155410      
      -13.26608356        0.36104482      
      -13.26333356        0.36279151      
      -13.26058356        0.27340746      
      -13.25783356        0.20636332      
      -13.25508356        0.26306002      
      -13.25233356        0.36590845      
      -13.24958356        0.46116825      
      -13.24683356        0.46325270      
      -13.24408356        0.36621121      
      -13.24133356        0.32740688      
      -13.23858356        0.66121992      
      -13.23583356        0.31434787      
      -13.23308356        0.46685740      
      -13.23033356        0.49409308      
      -13.22758356        0.54669787      
      -13.22483356        0.51094907      
      -13.22208356        0.48312048      
      -13.21933356        0.29794731      
      -13.21658356        0.14421182      
      -13.21383356        0.08210767      
      -13.21108356        0.03264117      
      -13.20833356        0.11798497      
      -13.20558356        0.25529504      
      -13.20283356        0.47234452      
      -13.20008356        0.62305939      
      -13.19733356        0.42617246      
      -13.19458356        0.37426966      
      -13.19183356        0.34995599      
      -13.18908356        0.29013065      
      -13.18633356        0.36930313      
      -13.18358356        0.23698934      
      -13.18083356        0.32649705      
      -13.17808356        0.35418751      
      -13.17533356        0.24535626      
      -13.17258356        0.35084002      
      -13.16983356        0.36222323      
      -13.16708356        0.54019741      
      -13.16433356        0.20154788      
      -13.16158356        1.36168326      
      -13.15883356        0.17762148      
      -13.15608356        0.24753517      
      -13.15333356        0.45974216      
      -13.15058356        0.24203724      
      -13.14783356        0.17040165      
      -13.14508356        0.14022136      
      -13.14233356        0.09484966      
      -13.13958356        0.26174470      
      -13.13683356        0.19253863      
      -13.13408356        0.11769699      
      -13.13133356        0.19978395      
      -13.12858356        0.39130383      
      -13.12583356        0.25144002      
      -13.12308356        0.14066521      
      -13.12033356        0.06636277      
      -13.11758356        0.03432413      
      -13.11483356        0.23005143      
      -13.11208356        0.33917387      
      -13.10933356        0.00000000      
      -13.10658356        0.00000000      
      -13.10383356        0.84646357      
      -13.10108356        0.00000000      
      -13.09833356        0.00000000      
      -13.09558356        0.00000000      
      -13.09283356        0.00000000      
      -13.09008356        0.00000000      
      -13.08733356        0.00000000      
      -13.08458356        0.00000000      
      -13.08183356        0.00000000      
      -13.07908356        0.00000000      
      -13.07633356        0.00000000      
      -13.07358356        0.00000000      
      -13.07083356        0.00000000      
      -13.06808356        0.00000000      
      -13.06533356        0.00000000      
      -13.06258356        0.00000000      
      -13.05983356        0.00000000      
      -13.05708356        0.00000000      
      -13.05433356        0.00000000      
      -13.05158356        0.00000000      
      -13.04883356        0.00000000      
      -13.04608356        0.00000000      
      -13.04333356        0.00000000      
      -13.04058356        0.00000000      
      -13.03783356        0.00000000      
      -13.03508356        0.00000000      
      -13.03233356        0.00000000      
      -13.02958356        0.00000000      
      -13.02683356        0.00000000      
      -13.02408356        0.00000000      
      -13.02133356        0.00000000      
      -13.01858356        0.00000000      
      -13.01583356        0.00000000      
      -13.01308356        0.00000000      
      -13.01033356        0.00000000      
      -13.00758356        0.00000000      
      -13.00483356        0.00000000      
      -13.00208356        0.00000000      
      -12.99933356        0.00000000      
      -12.99658356        0.00000000      
      -12.99383356        0.00000000      
      -12.99108356        0.00000000      
      -12.98833356        0.00000000      
      -12.98558356        0.00000000      
      -12.98283356        0.00000000      
      -12.98008356        0.00000000      
      -12.97733356        0.00000000      
      -12.97458356        0.00000000      
      -12.97183356        0.00000000      
      -12.96908356        0.00000000      
      -12.96633356        0.00000000      
      -12.96358356        0.00000000      
      -12.96083356        0.00000000      
      -12.95808356        0.00000000      
      -12.95533356        0.00000000      
      -12.95258356        0.00000000      
      -12.94983356        0.00000000      
      -12.94708356        0.00000000      
      -12.94433356        0.00000000      
      -12.94158356        0.00000000      
      -12.93883356        0.00000000      
      -12.93608356        0.00000000      
      -12.93333356        0.00000000      
      -12.93058356        0.00000000      
      -12.92783356        0.00000000      
      -12.92508356        0.00000000      
      -12.92233356        0.00000000      
      -12.91958356        0.00000000      
      -12.91683356        0.00000000      
      -12.91408356        0.00000000      
      -12.91133356        0.00000000      
      -12.90858356        0.00000000      
      -12.90583356        0.00000000      
      -12.90308356        0.00000000      
      -12.90033356        0.00000000      
      -12.89758356        0.00000000      
      -12.89483356        0.00000000      
      -12.89208356        0.00000000      
      -12.88933356        0.00000000      
      -12.88658356        0.00000000      
      -12.88383356        0.00000000      
      -12.88108356        0.00000000      
      -12.87833356        0.00000000      
      -12.87558356        0.00000000      
      -12.87283356        0.00000000      
      -12.87008356        0.00000000      
      -12.86733356        0.00000000      
      -12.86458356        0.00000000      
      -12.86183356        0.00000000      
      -12.85908356        0.00000000      
      -12.85633356        0.00000000      
      -12.85358356        0.00000000      
      -12.85083356        0.00000000      
      -12.84808356        0.00000000      
      -12.84533356        0.00000000      
      -12.84258356        0.00000000      
      -12.83983356        0.00000000      
      -12.83708356        0.00000000      
      -12.83433356        0.00000000      
      -12.83158356        0.00000000      
      -12.82883356        0.00000000      
      -12.82608356        0.00000000      
      -12.82333356        0.00000000      
      -12.82058356        0.00000000      
      -12.81783356        0.00000000      
      -12.81508356        0.00000000      
      -12.81233356        0.00000000      
      -12.80958356        0.00000000      
      -12.80683356        0.00000000      
      -12.80408356        0.00000000      
      -12.80133356        0.00000000      
      -12.79858356        0.00000000      
      -12.79583356        0.00000000      
      -12.79308356        0.00000000      
      -12.79033356        0.00000000      
      -12.78758356        0.00000000      
      -12.78483356        0.00000000      
      -12.78208356        0.00000000      
      -12.77933356        0.00000000      
      -12.77658356        0.00000000      
      -12.77383356        0.00000000      
      -12.77108356        0.00000000      
      -12.76833356        0.00000000      
      -12.76558356        0.00000000      
      -12.76283356        0.00000000      
      -12.76008356        0.00000000      
      -12.75733356        0.00000000      
      -12.75458356        0.00000000      
      -12.75183356        0.00000000      
      -12.74908356        0.00000000      
      -12.74633356        0.00000000      
      -12.74358356        0.00000000      
      -12.74083356        0.00000000      
      -12.73808356        0.00000000      
      -12.73533356        0.00000000      
      -12.73258356        0.00000000      
      -12.72983356        0.00000000      
      -12.72708356        0.00000000      
      -12.72433356        0.00000000      
      -12.72158356        0.00000000      
      -12.71883356        0.00000000      
      -12.71608356        0.00000000      
      -12.71333356        0.00000000      
      -12.71058356        0.00000000      
      -12.70783356        0.00000000      
      -12.70508356        0.00000000      
      -12.70233356        0.00000000      
      -12.69958356        0.00000000      
      -12.69683356        0.00000000      
      -12.69408356        0.00000000      
      -12.69133356        0.00000000      
      -12.68858356        0.00000000      
      -12.68583356        0.00000000      
      -12.68308356        0.00000000      
      -12.68033356        0.00000000      
      -12.67758356        0.00000000      
      -12.67483356        0.00000000      
      -12.67208356        0.00000000      
      -12.66933356        0.00000000      
      -12.66658356        0.00000000      
      -12.66383356        0.00000000      
      -12.66108356        0.00000000      
      -12.65833356        0.00000000      
      -12.65558356        0.00000000      
      -12.65283356        0.00000000      
      -12.65008356        0.00000000      
      -12.64733356        0.00000000      
      -12.64458356        0.00000000      
      -12.64183356        0.00000000      
      -12.63908356        0.00000000      
      -12.63633356        0.00000000      
      -12.63358356        0.00000000      
      -12.63083356        0.00000000      
      -12.62808356        0.00000000      
      -12.62533356        0.00000000      
      -12.62258356        0.00000000      
      -12.61983356        0.00000000      
      -12.61708356        0.00000000      
      -12.61433356        0.00000000      
      -12.61158356        0.00000000      
      -12.60883356        0.00000000      
      -12.60608356        0.00000000      
      -12.60333356        0.00000000      
      -12.60058356        0.00000000      
      -12.59783356        0.00000000      
      -12.59508356        0.00000000      
      -12.59233356        0.00000000      
      -12.58958356        0.00000000      
      -12.58683356        0.00000000      
      -12.58408356        0.00000000      
      -12.58133356        0.00000000      
      -12.57858356        0.00000000      
      -12.57583356        0.00000000      
      -12.57308356        0.00000000      
      -12.57033356        0.00000000      
      -12.56758356        0.00000000      
      -12.56483356        0.00000000      
      -12.56208356        0.00000000      
      -12.55933356        0.00000000      
      -12.55658356        0.00000000      
      -12.55383356        0.00000000      
      -12.55108356        0.00000000      
      -12.54833356        0.00000000      
      -12.54558356        0.00000000      
      -12.54283356        0.00000000      
      -12.54008356        0.00000000      
      -12.53733356        0.00000000      
      -12.53458356        0.00000000      
      -12.53183356        0.00000000      
      -12.52908356        0.00000000      
      -12.52633356        0.00000000      
      -12.52358356        0.00000000      
      -12.52083356        0.00000000      
      -12.51808356        0.00000000      
      -12.51533356        0.00000000      
      -12.51258356        0.00000000      
      -12.50983356        0.00000000      
      -12.50708356        0.00000000      
      -12.50433356        0.00000000      
      -12.50158356        0.00000000      
      -12.49883356        0.00000000      
      -12.49608356        0.00000000      
      -12.49333356        0.00000000      
      -12.49058356        0.00000000      
      -12.48783356        0.00000000      
      -12.48508356        0.00000000      
      -12.48233356        0.00000000      
      -12.47958356        0.00000000      
