# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the vacuum level
#  aims_uuid : 84292177-F57E-4C0C-ADCB-F058A7A799D8                                                                                                                                                        
#    Energy (eV)      DOS(spin up)   DOS(spin down)
        -10.00000000         63.65586145         63.65378744
         -9.99500000         35.05261923         35.05290696
         -9.99000000        109.01812461        109.03038936
         -9.98500000         41.14908727         41.14966207
         -9.98000000         35.95254697         35.95314255
         -9.97500000         30.75600667         30.75662304
         -9.97000000         26.36386850         26.36427225
         -9.96500000         27.37747986         27.37596182
         -9.96000000         46.52937214         46.52675104
         -9.95500000         22.09321960         22.09337767
         -9.95000000         29.84888044         29.84882921
         -9.94500000         31.10974156         31.10969564
         -9.94000000         33.60385019         33.60352832
         -9.93500000         36.78301629         36.78269264
         -9.93000000         31.39582399         31.39685757
         -9.92500000         31.74870120         31.74963174
         -9.92000000         21.01289814         21.01408140
         -9.91500000         16.12914840         16.12924581
         -9.91000000         15.58720658         15.58722475
         -9.90500000         22.46452553         22.46333022
         -9.90000000         50.76598151         50.78646328
         -9.89500000          5.85313227          5.85571884
         -9.89000000         43.66990027         43.66152737
         -9.88500000         49.74073581         49.74217106
         -9.88000000         42.31589617         42.31329239
         -9.87500000         11.91731670         11.91742471
         -9.87000000         10.99264866         10.99275592
         -9.86500000         10.06798062         10.06808714
         -9.86000000          9.14331258          9.14341835
         -9.85500000         16.33273138         16.33288363
         -9.85000000         14.68871458         14.68885711
         -9.84500000         13.05249162         13.05256907
         -9.84000000         12.88395999         12.88378040
         -9.83500000         15.62114324         15.62085698
         -9.83000000         18.91164431         18.91133979
         -9.82500000         22.20214538         22.20182259
         -9.82000000         28.16485184         28.16484592
         -9.81500000         27.76562211         27.76558881
         -9.81000000         27.59948525         27.59946128
         -9.80500000         25.39470295         25.39517923
         -9.80000000         20.87721962         20.87769127
         -9.79500000         16.43428680         16.43474505
         -9.79000000         10.81455365         10.81453098
         -9.78500000         11.74517482         11.74508996
         -9.78000000         12.86998182         12.86989934
         -9.77500000         14.04899505         14.04887902
         -9.77000000         15.59845836         15.59834539
         -9.76500000         17.14792166         17.14781175
         -9.76000000         18.69738497         18.69727812
         -9.75500000         20.24684828         20.24674448
         -9.75000000         20.61483890         20.61540940
         -9.74500000         15.88692337         15.88709025
         -9.74000000          9.67217372          9.67229386
         -9.73500000         16.39452720         16.39451042
         -9.73000000         15.94255665         15.94255626
         -9.72500000         15.49058609         15.49060211
         -9.72000000         16.50094313         16.50076551
         -9.71500000         21.22047044         21.22066455
         -9.71000000         19.30528028         19.30547876
         -9.70500000         17.39009011         17.39029296
         -9.70000000         16.48598424         16.48602059
         -9.69500000         16.08339376         16.08344228
         -9.69000000         15.68080328         15.68086397
         -9.68500000         15.74400115         15.74398209
         -9.68000000         16.16219242         16.16218174
         -9.67500000         16.58038369         16.58038140
         -9.67000000         15.56525594         15.56491275
         -9.66500000         20.17473338         20.17425567
         -9.66000000         25.72774049         25.72720445
         -9.65500000         31.78699230         31.78645757
         -9.65000000         22.18355125         22.18515378
         -9.64500000         14.69591810         14.69606140
         -9.64000000         13.06088382         13.06103116
         -9.63500000         11.54348200         11.54360222
         -9.63000000         10.32126669         10.32134485
         -9.62500000          9.44409267          9.44417182
         -9.62000000          8.56691866          8.56699880
         -9.61500000          7.68974465          7.68982577
         -9.61000000          7.77214623          7.77207521
         -9.60500000          8.78634456          8.78622533
         -9.60000000         21.33396857         21.33122695
         -9.59500000         41.92758712         41.92736048
         -9.59000000         44.47294918         44.47267972
         -9.58500000         19.94540863         19.94598268
         -9.58000000         15.77978330         15.78022108
         -9.57500000         11.84702030         11.84739948
         -9.57000000          6.48929957          6.48909332
         -9.56500000          8.60038205          8.60017074
         -9.56000000         10.71146454         10.71124817
         -9.55500000         12.82254702         12.82232559
         -9.55000000         14.98956815         14.98933281
         -9.54500000         17.17547468         17.17523431
         -9.54000000         19.36138121         19.36113580
         -9.53500000         21.54728775         21.54703729
         -9.53000000         30.08634136         30.08746076
         -9.52500000         19.82042027         19.82146392
         -9.52000000          9.60534722          9.60632328
         -9.51500000         10.71227777         10.71261615
         -9.51000000          7.13311702          7.13347157
         -9.50500000          3.55395627          3.55432700
         -9.50000000          1.44021639          1.44015739
         -9.49500000          2.08558496          2.08552518
         -9.49000000          2.73095353          2.73089297
         -9.48500000          3.37632209          3.37626076
         -9.48000000          4.02169066          4.02162856
         -9.47500000          4.66705923          4.66699635
         -9.47000000          5.31242780          5.31236414
         -9.46500000          5.95779637          5.95773193
         -9.46000000          6.60316494          6.60309972
         -9.45500000          7.24853351          7.24846752
         -9.45000000          7.89390207          7.89383531
         -9.44500000          8.66734398          8.66722906
         -9.44000000          9.75980951          9.75969348
         -9.43500000         10.85227503         10.85215790
         -9.43000000         11.94474055         11.94462231
         -9.42500000         12.13501658         12.13463947
         -9.42000000         16.00920598         16.00880282
         -9.41500000         19.88339537         19.88296616
         -9.41000000         20.38346237         20.38348984
         -9.40500000         19.76713528         19.76717122
         -9.40000000         19.15080820         19.15085260
         -9.39500000         18.53448112         18.53453399
         -9.39000000         17.91815404         17.91821537
         -9.38500000         19.57947641         19.57865428
         -9.38000000         27.87384138         27.87380030
         -9.37500000         28.18776204         28.18771905
         -9.37000000         30.40216988         30.40156750
         -9.36500000         35.42519145         35.42462187
         -9.36000000         45.45039699         45.45086398
         -9.35500000         56.43981949         56.44010913
         -9.35000000         53.86566329         53.86590260
         -9.34500000         48.10710638         48.10795227
         -9.34000000         59.13614151         59.13701372
         -9.33500000         54.98258917         54.97900743
         -9.33000000         42.38473116         42.38499754
         -9.32500000         41.16110192         41.16122226
         -9.32000000         40.23552681         40.23569938
         -9.31500000         26.58315286         26.58345350
         -9.31000000         24.07550306         24.07559295
         -9.30500000         23.15943258         23.15952522
