# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the vacuum level
#  aims_uuid : C937D19F-4E5F-42C6-A122-C4678D49CD1D                                                                                                                                                        
#    Energy (eV)      DOS(spin up)   DOS(spin down)
        -10.00000000        669.09361096        304.44722851
         -9.99880000        445.07974857        405.84206850
         -9.99760000        514.51129187        317.27828248
         -9.99640000        383.93817012        469.89486011
         -9.99520000        375.29113165        595.17848967
         -9.99400000        368.18188453        393.66586332
         -9.99280000        382.30170487        419.86540822
         -9.99160000        417.21228537        367.88672587
         -9.99040000        418.20720461        425.92797578
         -9.98920000        360.23882345        410.82063428
         -9.98800000        375.30248464        371.65783181
         -9.98680000        425.45172683        372.30407380
         -9.98560000        464.17851930        419.84105992
         -9.98440000        510.94511313        489.83382451
         -9.98320000        501.04270295        553.83187623
         -9.98200000        369.39102783        412.20983951
         -9.98080000        403.89190342        437.03087947
         -9.97960000        370.20950067        330.42716730
         -9.97840000        391.51376851        462.31040883
         -9.97720000        492.44205667        410.72509635
         -9.97600000        426.78244081        448.06026766
         -9.97480000        445.80579849        399.87214636
         -9.97360000        409.13385594        410.16618729
         -9.97240000        409.74968510        545.58856348
         -9.97120000        425.27885919        374.70908799
         -9.97000000        327.89187477        382.67540459
         -9.96880000        336.77960683        312.85881288
         -9.96760000        342.52654770        299.93645617
         -9.96640000        395.59700810        367.78820704
         -9.96520000        347.46173694        341.55830118
         -9.96400000        480.56938690        427.51375280
         -9.96280000        382.72662306        386.32288405
         -9.96160000        441.33811988        420.55879961
         -9.96040000        405.17010687        417.15913075
         -9.95920000        450.93988183        457.71708173
         -9.95800000        435.05999601        444.56127385
         -9.95680000        485.90982228        515.47303354
         -9.95560000        434.83960106        426.87656612
         -9.95440000        475.02160296        464.05367289
         -9.95320000        392.58933570        393.80385334
         -9.95200000        427.16874492        391.29409722
         -9.95080000        426.79196690        469.83714727
         -9.94960000        553.20217161        410.95566484
         -9.94840000        432.25280696        559.87063721
         -9.94720000        321.18309299        370.59760683
         -9.94600000        257.56018241        298.34254145
         -9.94480000        320.00172319        249.30750955
         -9.94360000        268.87773751        293.46165729
         -9.94240000        297.26182119        400.99896936
         -9.94120000        342.64688897        288.08256948
         -9.94000000        249.46554261        273.29075612
         -9.93880000        281.92545406        308.11637629
         -9.93760000        370.07646702        252.20738361
         -9.93640000        418.05687538        304.14844336
         -9.93520000        388.46627456        379.37410786
         -9.93400000        478.18734805        377.33272448
         -9.93280000        521.51119243        417.74760468
         -9.93160000        445.63143516        492.11920590
         -9.93040000        537.14611868        475.69917334
         -9.92920000        410.72427319        520.09635744
         -9.92800000        489.98035990        400.25189597
         -9.92680000        634.18215075        446.01432088
         -9.92560000        552.37350541        517.99761549
         -9.92440000        530.87716718        573.25774839
         -9.92320000        564.10727808        556.03670940
         -9.92200000        507.62227692        579.46249084
         -9.92080000        544.46499159        574.09424447
         -9.91960000        622.82246376        481.20815377
         -9.91840000        615.44670059        611.35956869
         -9.91720000        638.78821884        629.84434552
         -9.91600000        602.72729217        599.86900714
         -9.91480000        637.57589051        689.30098709
         -9.91360000        447.17303493        541.30197506
         -9.91240000        596.37073306        389.84269368
         -9.91120000        476.35072960        571.79514257
         -9.91000000        394.31252313        415.25854215
         -9.90880000        463.46612432        346.13838342
         -9.90760000        482.19861922        382.32528264
         -9.90640000        673.81081490        751.56949278
         -9.90520000        539.00495638        857.66381950
         -9.90400000        499.33591882        562.89240744
         -9.90280000        543.44118004        446.52161370
         -9.90160000        428.02975962        498.39968308
         -9.90040000        564.07883809        472.20533763
         -9.89920000        542.66657666        611.24033020
         -9.89800000        762.98172994        423.47938890
         -9.89680000        400.81218289        494.10886236
         -9.89560000        280.33251921        339.78181650
         -9.89440000        330.90544225        459.68780256
         -9.89320000        459.74648965        250.08826087
         -9.89200000        295.79084319        419.34023730
         -9.89080000        422.38922125        373.88080288
         -9.88960000        484.73264523        457.37982537
         -9.88840000        490.04234449        428.41170929
         -9.88720000        473.11256037        469.13680676
         -9.88600000        521.15196969        532.85651829
         -9.88480000        518.94193927        517.65922328
         -9.88360000        499.77584683        537.85536051
         -9.88240000        539.90855802        550.88450095
         -9.88120000        556.33409159        565.29887768
         -9.88000000        542.73200277        531.57739549
         -9.87880000        536.62654733        545.21691981
         -9.87760000        497.49701032        499.14492961
         -9.87640000        662.52901276        480.19785312
         -9.87520000        528.27322342        586.44945456
         -9.87400000        538.25666957        553.48102264
         -9.87280000        526.45359705        502.81852260
         -9.87160000        572.98393649        505.20575027
         -9.87040000        476.40683687        519.92276061
         -9.86920000        521.28079003        540.40843646
         -9.86800000        541.72908054        559.87588533
         -9.86680000        566.16420392        559.14813040
         -9.86560000        541.14357387        560.08908729
         -9.86440000        493.79683213        538.45604677
         -9.86320000        485.30723367        539.61890992
         -9.86200000        355.69692142        390.95628137
         -9.86080000        659.47893972        589.10844894
         -9.85960000        695.20683677        615.64563812
         -9.85840000        647.39560594        600.57587924
         -9.85720000        531.71961689        591.01657378
         -9.85600000        715.57925529        549.51944428
         -9.85480000        529.06515203        508.64930482
         -9.85360000        501.97287083        544.52467021
         -9.85240000        453.03592244        530.57905811
         -9.85120000        428.85453410        512.07568851
         -9.85000000        337.26958504        426.55778346
