# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the chemical potential, mu =       -5.009424 eV
#  aims_uuid : C937D19F-4E5F-42C6-A122-C4678D49CD1D                                                                                                                                                        
#    Energy (eV)      DOS(spin up)   DOS(spin down)
         -4.99057638        669.09361096        304.44722851
         -4.98937638        445.07974857        405.84206850
         -4.98817638        514.51129187        317.27828248
         -4.98697638        383.93817012        469.89486011
         -4.98577638        375.29113165        595.17848967
         -4.98457638        368.18188453        393.66586332
         -4.98337638        382.30170487        419.86540822
         -4.98217638        417.21228537        367.88672587
         -4.98097638        418.20720461        425.92797578
         -4.97977638        360.23882345        410.82063428
         -4.97857638        375.30248464        371.65783181
         -4.97737638        425.45172683        372.30407380
         -4.97617638        464.17851930        419.84105992
         -4.97497638        510.94511313        489.83382451
         -4.97377638        501.04270295        553.83187623
         -4.97257638        369.39102783        412.20983951
         -4.97137638        403.89190342        437.03087947
         -4.97017638        370.20950067        330.42716730
         -4.96897638        391.51376851        462.31040883
         -4.96777638        492.44205667        410.72509635
         -4.96657638        426.78244081        448.06026766
         -4.96537638        445.80579849        399.87214636
         -4.96417638        409.13385594        410.16618729
         -4.96297638        409.74968510        545.58856348
         -4.96177638        425.27885919        374.70908799
         -4.96057638        327.89187477        382.67540459
         -4.95937638        336.77960683        312.85881288
         -4.95817638        342.52654770        299.93645617
         -4.95697638        395.59700810        367.78820704
         -4.95577638        347.46173694        341.55830118
         -4.95457638        480.56938690        427.51375280
         -4.95337638        382.72662306        386.32288405
         -4.95217638        441.33811988        420.55879961
         -4.95097638        405.17010687        417.15913075
         -4.94977638        450.93988183        457.71708173
         -4.94857638        435.05999601        444.56127385
         -4.94737638        485.90982228        515.47303354
         -4.94617638        434.83960106        426.87656612
         -4.94497638        475.02160296        464.05367289
         -4.94377638        392.58933570        393.80385334
         -4.94257638        427.16874492        391.29409722
         -4.94137638        426.79196690        469.83714727
         -4.94017638        553.20217161        410.95566484
         -4.93897638        432.25280696        559.87063721
         -4.93777638        321.18309299        370.59760683
         -4.93657638        257.56018241        298.34254145
         -4.93537638        320.00172319        249.30750955
         -4.93417638        268.87773751        293.46165729
         -4.93297638        297.26182119        400.99896936
         -4.93177638        342.64688897        288.08256948
         -4.93057638        249.46554261        273.29075612
         -4.92937638        281.92545406        308.11637629
         -4.92817638        370.07646702        252.20738361
         -4.92697638        418.05687538        304.14844336
         -4.92577638        388.46627456        379.37410786
         -4.92457638        478.18734805        377.33272448
         -4.92337638        521.51119243        417.74760468
         -4.92217638        445.63143516        492.11920590
         -4.92097638        537.14611868        475.69917334
         -4.91977638        410.72427319        520.09635744
         -4.91857638        489.98035990        400.25189597
         -4.91737638        634.18215075        446.01432088
         -4.91617638        552.37350541        517.99761549
         -4.91497638        530.87716718        573.25774839
         -4.91377638        564.10727808        556.03670940
         -4.91257638        507.62227692        579.46249084
         -4.91137638        544.46499159        574.09424447
         -4.91017638        622.82246376        481.20815377
         -4.90897638        615.44670059        611.35956869
         -4.90777638        638.78821884        629.84434552
         -4.90657638        602.72729217        599.86900714
         -4.90537638        637.57589051        689.30098709
         -4.90417638        447.17303493        541.30197506
         -4.90297638        596.37073306        389.84269368
         -4.90177638        476.35072960        571.79514257
         -4.90057638        394.31252313        415.25854215
         -4.89937638        463.46612432        346.13838342
         -4.89817638        482.19861922        382.32528264
         -4.89697638        673.81081490        751.56949278
         -4.89577638        539.00495638        857.66381950
         -4.89457638        499.33591882        562.89240744
         -4.89337638        543.44118004        446.52161370
         -4.89217638        428.02975962        498.39968308
         -4.89097638        564.07883809        472.20533763
         -4.88977638        542.66657666        611.24033020
         -4.88857638        762.98172994        423.47938890
         -4.88737638        400.81218289        494.10886236
         -4.88617638        280.33251921        339.78181650
         -4.88497638        330.90544225        459.68780256
         -4.88377638        459.74648965        250.08826087
         -4.88257638        295.79084319        419.34023730
         -4.88137638        422.38922125        373.88080288
         -4.88017638        484.73264523        457.37982537
         -4.87897638        490.04234449        428.41170929
         -4.87777638        473.11256037        469.13680676
         -4.87657638        521.15196969        532.85651829
         -4.87537638        518.94193927        517.65922328
         -4.87417638        499.77584683        537.85536051
         -4.87297638        539.90855802        550.88450095
         -4.87177638        556.33409159        565.29887768
         -4.87057638        542.73200277        531.57739549
         -4.86937638        536.62654733        545.21691981
         -4.86817638        497.49701032        499.14492961
         -4.86697638        662.52901276        480.19785312
         -4.86577638        528.27322342        586.44945456
         -4.86457638        538.25666957        553.48102264
         -4.86337638        526.45359705        502.81852260
         -4.86217638        572.98393649        505.20575027
         -4.86097638        476.40683687        519.92276061
         -4.85977638        521.28079003        540.40843646
         -4.85857638        541.72908054        559.87588533
         -4.85737638        566.16420392        559.14813040
         -4.85617638        541.14357387        560.08908729
         -4.85497638        493.79683213        538.45604677
         -4.85377638        485.30723367        539.61890992
         -4.85257638        355.69692142        390.95628137
         -4.85137638        659.47893972        589.10844894
         -4.85017638        695.20683677        615.64563812
         -4.84897638        647.39560594        600.57587924
         -4.84777638        531.71961689        591.01657378
         -4.84657638        715.57925529        549.51944428
         -4.84537638        529.06515203        508.64930482
         -4.84417638        501.97287083        544.52467021
         -4.84297638        453.03592244        530.57905811
         -4.84177638        428.85453410        512.07568851
         -4.84057638        337.26958504        426.55778346
         -4.83937638        451.70225678        432.15622937
         -4.83817638        494.47411699        482.53505920
         -4.83697638        656.44629766        477.02525956
         -4.83577638        780.90363359        679.15191531
         -4.83457638        746.16979343        720.60912540
         -4.83337638        613.85598945        684.54011057
         -4.83217638        732.29769753        670.08286702
         -4.83097638        530.03503145        648.61409816
         -4.82977638        526.28977530        482.68131808
         -4.82857638        510.81868624        518.91798861
         -4.82737638        502.02425665        547.86137703
         -4.82617638        470.59518206        449.51412048
         -4.82497638        478.47599014        451.22851266
         -4.82377638        389.96598660        453.86708234
         -4.82257638        537.73612588        397.14970147
         -4.82137638        469.07126711        437.86592131
         -4.82017638        378.00722679        513.44670708
         -4.81897638        517.97658741        344.66199702
         -4.81777638        344.87853738        381.38395741
         -4.81657638        575.32848539        365.49077134
         -4.81537638        272.24565489        356.71653060
         -4.81417638        326.96045863        336.41792076
         -4.81297638        320.51182375        315.16703671
         -4.81177638        313.22639147        328.63171262
         -4.81057638        352.92215815        289.69891470
         -4.80937638        400.94720187        341.76692488
         -4.80817638        375.70453567        393.71695089
         -4.80697638        406.72967865        386.82765008
         -4.80577638        413.53258532        420.47029418
         -4.80457638        428.20219769       1110.66198769
         -4.80337638        450.98676009        435.99077909
         -4.80217638        364.90503950        375.39603616
         -4.80097638        362.50900163        362.42230722
         -4.79977638        381.15611301        392.89632056
         -4.79857638        335.07380302        355.38753280
         -4.79737638        327.67689747        393.76991135
         -4.79617638        377.94920178        346.93809494
         -4.79497638        354.81499972        336.74302961
         -4.79377638        370.57726280        421.92315959
         -4.79257638        431.09685767        368.22711915
         -4.79137638        429.18665131        373.85759771
         -4.79017638        417.80275992        415.20021806
         -4.78897638        349.27115597        399.51733609
         -4.78777638        359.01696430        375.66194298
         -4.78657638        334.47236045        328.20066732
         -4.78537638        360.25150802        405.78408814
         -4.78417638        361.49259951        342.83214242
         -4.78297638        347.40805100        322.47788603
         -4.78177638        394.62385580        298.33157604
         -4.78057638        370.20908409        386.79836119
         -4.77937638        443.73783903        403.21561518
         -4.77817638        365.50152369        314.23553080
         -4.77697638        315.14434780        381.94486891
         -4.77577638        436.50012775        409.18122002
         -4.77457638        347.60710971        465.77311448
         -4.77337638        434.45335015        426.63918666
         -4.77217638        522.99713910        359.21228948
         -4.77097638        553.44775581        745.72339333
         -4.76977638        492.10280918        670.26889439
         -4.76857638        591.17471622        374.29738770
         -4.76737638        617.12231534        970.06981273
         -4.76617638        373.78674691        661.10079915
         -4.76497638        558.61147268        358.15730768
         -4.76377638        449.44815080        616.14585128
         -4.76257638        403.28180879        408.56006926
         -4.76137638        464.33776054        508.90679672
         -4.76017638        351.65637589        485.84577603
         -4.75897638        363.35487652        407.74984686
         -4.75777638        388.13726737        351.47086517
         -4.75657638        375.47510588        341.69388873
         -4.75537638        377.96698305        314.14694422
         -4.75417638        313.57136438        370.95604181
         -4.75297638        333.63721415        464.81149223
         -4.75177638        403.35880030        345.95207864
         -4.75057638        410.24819050        347.58704909
         -4.74937638        368.74076308        417.26818137
         -4.74817638        610.97763752        463.40154175
         -4.74697638        412.21550046        447.97963026
         -4.74577638        488.25356289        424.71097189
         -4.74457638        472.41802372        524.64769071
         -4.74337638        424.24207618        477.29197339
         -4.74217638        507.97190729        457.68959564
         -4.74097638        406.88517159        382.02659385
         -4.73977638        399.77580018        498.08970820
         -4.73857638        385.52953601        377.71260105
         -4.73737638        380.85652372        358.02875091
         -4.73617638        370.59945200        356.89220789
         -4.73497638        330.48609059        393.41303327
         -4.73377638        319.82360061        371.09020264
         -4.73257638        439.37675397        324.92276319
         -4.73137638        366.10691456        450.56644378
         -4.73017638        314.23172650        376.04426424
         -4.72897638        460.50184989        303.87239290
         -4.72777638        384.92719153        435.22079397
         -4.72657638        631.83953821        354.23939213
