# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the vacuum level
#  aims_uuid : 373BAD18-3521-4BA5-AD84-E125901A62EC                                                                                                                                                        
#    Energy (eV)      DOS(spin up)   DOS(spin down)
        -10.00000000         93.54904104         93.55204964
         -9.99700000        113.80554314        113.80824454
         -9.99400000        132.41374520        132.41026393
         -9.99100000        109.58637460        109.58295919
         -9.98800000        101.91031060        101.90989443
         -9.98500000         98.40362434         98.40321759
         -9.98200000         94.89693807         94.89654075
         -9.97900000         91.39025180         91.38986391
         -9.97600000         87.88356553         87.88318707
         -9.97300000         51.97439841         51.97429330
         -9.97000000         44.35845094         44.35864430
         -9.96700000         44.66793754         44.66813498
         -9.96400000         44.97742414         44.97762566
         -9.96100000         45.28691074         45.28711634
         -9.95800000         45.59639734         45.59660702
         -9.95500000         45.90588393         45.90609770
         -9.95200000         42.26495057         42.26217451
         -9.94900000        316.23865796        316.18460133
         -9.94600000        286.01459431        286.01456749
         -9.94300000        301.62799000        301.62898616
         -9.94000000        222.59243606        222.57840144
         -9.93700000        145.10200804        145.09309991
         -9.93400000        120.84518078        120.83996896
         -9.93100000         86.34712613         86.34217285
         -9.92800000         51.84907148         51.84437675
         -9.92500000         73.32046213         73.33656236
         -9.92200000        154.47181029        154.49617148
         -9.91900000         37.47488263         37.47731297
         -9.91600000         53.25356137         53.25595936
         -9.91300000         69.03224010         69.03460576
         -9.91000000         69.51227203         69.51450841
         -9.90700000         84.24472064         84.24693999
         -9.90400000         98.97716925         98.97937157
         -9.90100000        113.70961786        113.71180315
         -9.89800000        128.44206647        128.44423473
         -9.89500000        143.17451508        143.17666632
         -9.89200000        262.17051333        262.19795432
         -9.88900000        154.01755486        154.01599093
         -9.88600000        144.74096656        144.73954659
         -9.88300000        143.58151052        143.58065551
         -9.88000000        372.70893149        372.21802553
         -9.87700000         92.03502078         92.03706580
         -9.87400000        101.75669086        101.75876816
         -9.87100000        111.47836093        111.48047053
         -9.86800000        121.20003101        121.20217290
         -9.86500000        130.92170108        130.92387526
         -9.86200000        187.09694361        187.01784608
         -9.85900000        125.27671787        125.28091455
         -9.85600000        147.32693719        147.33147901
         -9.85300000        172.05556941        172.06097975
         -9.85000000        194.45332040        194.46011049
         -9.84700000        183.35776024        183.05792933
         -9.84400000        106.62152480        106.62110110
         -9.84100000        217.03780888        217.04085593
         -9.83800000        186.14069153        186.14471595
         -9.83500000        227.25098118        227.25623798
         -9.83200000        376.10020377        376.08613747
         -9.82900000        292.12119446        292.10929018
         -9.82600000        144.13808714        144.14353233
         -9.82300000        183.49112966        183.49655037
         -9.82000000         63.71967022         63.71902119
         -9.81700000         59.52103432         59.52032634
         -9.81400000         55.32239842         55.32163150
         -9.81100000        122.48917540        122.51284394
         -9.80800000        225.68016294        225.68677911
         -9.80500000        260.31541094        260.32102944
         -9.80200000        272.56542563        272.56256376
         -9.79900000        225.53549287        225.53397613
         -9.79600000        211.25203219        211.25096224
         -9.79300000        118.54933018        118.54867147
         -9.79000000        113.67069027        113.67002621
         -9.78700000        108.79205037        108.79138094
         -9.78400000        235.38263441        235.39469240
         -9.78100000        260.14229100        260.13666449
         -9.77800000        239.57599953        239.57053539
         -9.77500000        219.00970806        219.00440628
         -9.77200000        122.70837878        122.70136244
         -9.76900000        967.48886498        969.03247208
         -9.76600000         75.40680074         75.40558817
         -9.76300000         66.90256755         66.90149681
         -9.76000000         96.16834675         96.16829104
         -9.75700000         94.07435715         94.07439261
         -9.75400000         91.98036755         91.98049419
         -9.75100000         89.88637796         89.88659576
         -9.74800000         87.79238836         87.79269734
         -9.74500000         85.69839877         85.69879891
         -9.74200000        438.63210146        438.22904726
         -9.73900000        246.42121609        246.40336705
         -9.73600000         52.55339133         52.55525639
         -9.73300000         60.44649328         60.44838805
         -9.73000000         68.33959522         68.34151970
         -9.72700000         76.23269716         76.23465136
         -9.72400000        125.33995628        125.42495491
         -9.72100000        474.15277564        474.11459826
         -9.71800000        212.77345359        212.77849804
         -9.71500000        213.05573291        213.06269851
         -9.71200000         74.69369682         74.69374972
         -9.70900000         88.43303970         88.46717230
         -9.70600000        105.15138419        105.14826459
         -9.70300000         86.27204849         86.26910973
         -9.70000000         67.39271279         67.38995487
         -9.69700000         48.75042034         48.75044383
         -9.69400000         46.78935274         46.78933985
         -9.69100000         44.82828514         44.82823587
         -9.68800000         42.86721754         42.86713190
         -9.68500000         40.90614995         40.90602792
         -9.68200000         38.94508235         38.94492395
         -9.67900000         36.98401475         36.98381997
         -9.67600000         35.02294715         35.02271600
         -9.67300000         33.06187955         33.06161202
         -9.67000000         31.10081196         31.10050805
         -9.66700000        135.94612829        135.94428258
         -9.66400000        110.03416301        110.03003215
         -9.66100000         84.12219773         84.11578171
         -9.65800000         69.75068113         69.74999583
         -9.65500000        100.09587727        100.09490594
         -9.65200000         96.12125086         96.12038646
