# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the vacuum level
#  aims_uuid : 87F289B5-2809-496F-A144-65597E3323D2                                                                                                                                                        
#    Energy (eV)      DOS(spin up)   DOS(spin down)
        -20.00000000         18.33105205         18.33084702
        -19.99725000         17.98181266         17.98160424
        -19.99450000         17.63257327         17.63236146
        -19.99175000         17.28333388         17.28311867
        -19.98900000         16.93409449         16.93387589
        -19.98625000         17.09931392         17.09968822
        -19.98350000         41.86975619         41.76489143
        -19.98075000          0.00000000          0.00000000
        -19.97800000          0.00000000          0.00000000
        -19.97525000          0.00000000          0.00000000
        -19.97250000          0.00000000          0.00000000
        -19.96975000          0.00000000          0.00000000
        -19.96700000          0.00000000          0.00000000
        -19.96425000          0.00000000          0.00000000
        -19.96150000          2.61820587          2.62089590
        -19.95875000          7.25298823          7.25568399
        -19.95600000         11.88777059         11.89047207
        -19.95325000         16.52255295         16.52526016
        -19.95050000         21.15733532         21.16004824
        -19.94775000         25.79211768         25.79483633
        -19.94500000         30.42690004         30.42962442
        -19.94225000         35.06168240         35.06441250
        -19.93950000         21.51969901         21.51997999
        -19.93675000         22.06042156         22.06069861
        -19.93400000         22.60114412         22.60141723
        -19.93125000         23.14186667         23.14213586
        -19.92850000         23.68258923         23.68285448
        -19.92575000         24.22331178         24.22357310
        -19.92300000         24.76403434         24.76429172
        -19.92025000         25.82299490         25.82402121
        -19.91750000          1.82301885          1.82379565
        -19.91475000          3.12779968          3.12858042
        -19.91200000          4.43258052          4.43336519
        -19.90925000          5.73736136          5.73814996
        -19.90650000          7.04214219          7.04293473
        -19.90375000          8.34692303          8.34771951
        -19.90100000          9.65170387          9.65250428
        -19.89825000         10.95648470         10.95728905
        -19.89550000         12.26126554         12.26207382
        -19.89275000         13.56604637         13.56685859
        -19.89000000         14.87082721         14.87164336
        -19.88725000         16.17560805         16.17642814
        -19.88450000         17.48038888         17.48121291
        -19.88175000         18.78516972         18.78599768
        -19.87900000         20.08995056         20.09078245
        -19.87625000         21.39473139         21.39556722
        -19.87350000         22.69951223         22.70035200
        -19.87075000          3.52389246          3.52383517
        -19.86800000          3.43054288          3.43048557
        -19.86525000          3.33719330          3.33713598
        -19.86250000          3.24384372          3.24378638
        -19.85975000          3.15049413          3.15043678
        -19.85700000         86.40178627         86.34076268
        -19.85425000         46.26303837         46.25997929
        -19.85150000         41.50768825         41.50464806
        -19.84875000         36.75233814         36.74931683
        -19.84600000         31.99698803         31.99398560
        -19.84325000         27.24163791         27.23865437
        -19.84050000         35.67295914         35.66980734
        -19.83775000         30.66870582         30.66558029
        -19.83500000         25.66445251         25.66135324
        -19.83225000         20.66019920         20.65712620
        -19.82950000         17.05816870         17.05788328
        -19.82675000         16.60204172         16.60176356
        -19.82400000         16.14591474         16.14564384
        -19.82125000         15.68978776         15.68952412
        -19.81850000         15.23366078         15.23340440
        -19.81575000         14.77753379         14.77728468
        -19.81300000         14.32140681         14.32116495
        -19.81025000         13.80567918         13.80539968
        -19.80750000         13.28631809         13.28603610
        -19.80475000         12.76695700         12.76667253
        -19.80200000         12.24759591         12.24730895
        -19.79925000         11.72823482         11.72794537
        -19.79650000         11.20887373         11.20858180
        -19.79375000         10.68951264         10.68921822
        -19.79100000         10.17015155         10.16985464
        -19.78825000          9.65079045          9.65049107
        -19.78550000          9.13142936          9.13112749
        -19.78275000          8.61206827          8.61176391
        -19.78000000          8.09270718          8.09240034
        -19.77725000          7.57334609          7.57303676
        -19.77450000          7.05398500          7.05367318
        -19.77175000          6.53462391          6.53430961
        -19.76900000          6.01526282          6.01494603
        -19.76625000          5.51929339          5.51903201
        -19.76350000          5.09328188          5.09301803
        -19.76075000         57.56357242         57.60621879
        -19.75800000         12.15108296         12.15657020
        -19.75525000        165.27733758        165.29163033
        -19.75250000        128.40520742        128.36779910
        -19.74975000          0.00000000          0.00000000
        -19.74700000          0.00000000          0.00000000
        -19.74425000          0.53183617          0.53220355
        -19.74150000          1.12182239          1.12218859
        -19.73875000          1.71180860          1.71217363
        -19.73600000          7.27241331          7.27769913
        -19.73325000         15.96773902         15.97289444
        -19.73050000         24.66306473         24.66808974
        -19.72775000         33.35839044         33.36328505
        -19.72500000         42.05371614         42.05848036
        -19.72225000         25.77884797         25.77897786
        -19.71950000         25.99715736         25.99729934
        -19.71675000         26.21546675         26.21562083
        -19.71400000         26.43377614         26.43394232
        -19.71125000         26.65208554         26.65226381
        -19.70850000         26.87039493         26.87058529
        -19.70575000         27.08870432         27.08890678
        -19.70300000         27.30701371         27.30722827
        -19.70025000          1.57122140          1.57128085
        -19.69750000          1.66431645          1.66437600
        -19.69475000          1.75741150          1.75747114
        -19.69200000          1.85050655          1.85056629
        -19.68925000          1.94360161          1.94366143
