# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the chemical potential, mu =       -5.236480 eV
#  aims_uuid : DAD0F8D5-9F64-4E88-A608-98B42B07FF41                                                                                                                                                        
#    Energy (eV)      DOS(spin up)   DOS(spin down)
         -4.76352045         12.46317505         12.46332168
         -4.75852045          9.27703285          9.27716581
         -4.75352045         39.10718220         39.10694969
         -4.74852045         64.00852667         64.00782236
         -4.74352045         89.19729211         89.19622212
         -4.73852045         52.16989132         52.18345029
         -4.73352045         33.10949535         33.11052734
         -4.72852045         12.04420394         12.04507913
         -4.72352045         37.99085534         37.99341892
         -4.71852045         36.65880674         36.65882067
         -4.71352045         39.41229475         39.41225940
         -4.70852045         42.16578276         42.16569813
         -4.70352045         42.44956073         42.44965136
         -4.69852045         42.22102502         42.22093359
         -4.69352045         43.18231629         43.18219423
         -4.68852045         44.14360756         44.14345488
         -4.68352045         21.08142815         21.08084334
         -4.67852045         31.83989927         31.83932671
         -4.67352045         42.59837040         42.59781009
         -4.66852045         53.72765372         53.72704268
         -4.66352045         11.84030972         11.84009318
         -4.65852045         15.91146599         15.91124165
         -4.65352045         19.98262226         19.98239012
         -4.64852045         47.14690836         47.14625944
         -4.64352045         57.98699084         57.98624062
         -4.63852045        204.35733415        204.38558735
         -4.63352045         20.79277179         20.79252185
         -4.62852045         61.11907033         61.12703565
         -4.62352045         54.74283867         54.74297831
         -4.61852045         70.87073144         70.87141127
         -4.61352045         85.59928792         85.60093239
         -4.60852045         88.01673762         88.01789389
         -4.60352045         67.03415675         67.03540928
         -4.59852045         84.80529565         84.80621253
         -4.59352045         63.36747141         63.36906297
         -4.58852045         57.33909291         57.34142969
         -4.58352045         73.57147067         73.57371634
         -4.57852045         43.40948901         43.41120235
         -4.57352045         25.84392194         25.84468272
         -4.56852045         54.76666195         54.76491510
         -4.56352045         97.61118354         97.60788095
         -4.55852045         98.75638715         98.75090877
         -4.55352045        151.36914531        151.40718271
         -4.54852045          0.00000000          0.00000000
         -4.54352045          0.00000000          0.00000000
         -4.53852045          0.00000000          0.00000000
         -4.53352045         63.83533548         63.83622098
         -4.52852045         42.16314075         42.16372220
         -4.52352045         68.26772870         68.26762028
         -4.51852045         71.46226699         71.46201887
         -4.51352045         85.15051692         85.14942132
         -4.50852045         31.58658707         31.58632054
         -4.50352045         34.37649842         34.37621524
         -4.49852045         37.16640977         37.16610993
         -4.49352045         39.95632111         39.95600462
         -4.48852045         63.26041105         63.26219994
         -4.48352045         39.75909207         39.75934191
         -4.47852045         34.76939839         34.76966092
         -4.47352045         29.77970471         29.77997994
         -4.46852045         24.79001103         24.79029895
         -4.46352045         39.72472311         39.72934394
         -4.45852045         41.07791256         41.07758537
         -4.45352045         46.10769720         46.10742672
         -4.44852045         51.13748183         51.13726807
         -4.44352045         61.08082804         61.05548383
         -4.43852045         42.72653453         42.72678815
         -4.43352045         38.45772194         38.45756514
         -4.42852045         45.73002651         45.72975571
         -4.42352045         53.00233107         53.00194627
         -4.41852045         60.73168354         60.73115647
         -4.41352045         40.38539676         40.38557610
         -4.40852045         33.58191883         33.58197287
         -4.40352045         28.85583203         28.85592654
         -4.39852045         26.53715300         26.53588859
         -4.39352045         71.37637161         71.37419022
         -4.38852045         25.19469416         25.19472569
         -4.38352045         23.31964310         23.31968367
         -4.37852045         21.44459203         21.44464164
         -4.37352045         19.56954097         19.56959962
         -4.36852045         17.69448990         17.69455760
         -4.36352045          7.05189687          7.05193908
         -4.35852045          6.36503470          6.36507369
         -4.35352045          5.67817252          5.67820829
         -4.34852045          4.99131035          4.99134289
         -4.34352045          4.30444817          4.30447749
         -4.33852045          3.61758599          3.61761210
         -4.33352045          2.93072382          2.93074670
         -4.32852045         34.98321745         34.98305715
         -4.32352045         46.57298599         46.57292196
         -4.31852045         58.16275453         58.16278678
         -4.31352045         14.21896106         14.21902864
         -4.30852045         11.48740846         11.48748929
         -4.30352045         17.39479914         17.39486494
         -4.29852045         16.44271257         16.44280017
         -4.29352045         15.49062601         15.49073540
         -4.28852045         14.53853944         14.53867063
         -4.28352045         15.75680742         15.75681333
         -4.27852045         31.40943679         31.40950389
