#  aims_uuid : 5D89E1A2-12AE-425E-A87D-A550F88CA144                                
#  angular momentum projected density of states for species S as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.400353 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -4.59964664       93.08151199        7.24633708       79.30377955        5.77718275        0.70845660        0.04575601
       -4.59664664       89.25828798        7.17100440       75.76096873        5.59783778        0.68664053        0.04183654
       -4.59364664      174.30467073       15.56061671      146.08845899       11.18792738        1.40236097        0.06530667
       -4.59064664      138.45823789       12.10656344      116.20181941        8.98250287        1.11156405        0.05578812
       -4.58764664      118.31365972       10.54515244       99.09959455        7.67222375        0.95080349        0.04588549
       -4.58464664      157.77724651       12.89822884      134.17753156        9.41651432        1.20513046        0.07984134
       -4.58164664      152.75130451       12.25148612      130.31378916        8.96502322        1.14165155        0.07935446
       -4.57864664      137.69767328       11.38255076      116.94402527        8.27046671        1.03478238        0.06584816
       -4.57564664      127.47123160       10.63941814      108.10443501        7.71311133        0.95495045        0.05931667
       -4.57264664      117.34394264        9.83773226       99.48475134        7.09406642        0.87307499        0.05431762
       -4.56964664       77.90251178        6.11711257       66.75449474        4.43710824        0.55103160        0.04276462
       -4.56664664       76.67601142        6.00164076       65.78920334        4.30761851        0.53451134        0.04303747
       -4.56364664       75.46482206        5.83885647       64.90364325        4.16160957        0.51667230        0.04404048
       -4.56064664       74.26894371        5.62875969       64.09781448        3.99908141        0.49751449        0.04577365
       -4.55764664       73.51145499        5.44873766       63.67202443        3.86113738        0.48179234        0.04776317
       -4.55464664       73.35212987        5.32824319       63.74270061        3.76055434        0.47075226        0.04987947
       -4.55164664       73.21162619        5.17386846       63.88173279        3.64522477        0.45821559        0.05258459
       -4.54864664       82.83741426        5.55224151       72.76347395        3.95914138        0.49810495        0.06445247
       -4.54564664      233.55563209       13.80891309      206.87985448       11.38764007        1.28063220        0.19859224
       -4.54264664      283.15884127       17.48455335      249.29685641       14.58489189        1.58001835        0.21252127
       -4.53964664      271.30070326       19.45929026      235.43576929       14.60163662        1.63813106        0.16587602
       -4.53664664      283.07507479       22.17076977      243.35690903       15.59877058        1.79710147        0.15152395
       -4.53364664      179.81233629       14.24168485      154.23441516       10.08184764        1.16066933        0.09371931
       -4.53064664      143.02931441       11.16793367      122.70812383        8.16205392        0.91873119        0.07247180
       -4.52764664      196.50766546       14.72184581      169.98928205       10.46711909        1.20662340        0.12279511
       -4.52464664      155.41219111       13.59400192      131.82494553        8.87134785        1.05109439        0.07080142
       -4.52164664       35.24698053        1.97736417       30.47768300        2.59022268        0.19083446        0.01087622
       -4.51864664       97.04856651        5.81795169       83.51908085        7.13728781        0.54503009        0.02921607
       -4.51564664      162.16087817       10.29258343      138.91435524       11.96370863        0.94260200        0.04762886
       -4.51264664      257.44489204       18.13293803      218.73455089       18.90614513        1.59677020        0.07448778
       -4.50964664       74.07132754        5.55716991       63.16375988        4.87790062        0.44727053        0.02522659
       -4.50664664       89.66781926        6.74405214       76.48329413        5.87161838        0.53786277        0.03099183
       -4.50364664      110.35355027        8.54061863       93.95754801        7.14760675        0.66937654        0.03840034
       -4.50064664      125.55432549       10.05375430      106.68598486        8.00052893        0.77010717        0.04395022
       -4.49764664      153.58977593       12.85075113      130.09814769        9.62484706        0.96238389        0.05364617
