# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the chemical potential, mu =       -5.400350 eV
#  aims_uuid : 732BA92C-A349-4447-A92A-FFC92D675773                                                                                                                                                        
#    Energy (eV)      DOS(spin up)   DOS(spin down)
         -4.59964965         73.68603253         73.68685720
         -4.59664965         70.77327649         70.77410357
         -4.59364965        138.66863570        138.67704445
         -4.59064965        110.61296771        110.62125310
         -4.58764965         94.37486359         94.37651902
         -4.58464965        124.26415897        124.27099429
         -4.58164965        119.58150765        119.58807453
         -4.57864965        107.86804057        107.87037605
         -4.57564965         99.79414771         99.79649423
         -4.57264965         91.72025485         91.72261241
         -4.56964965         60.30206662         60.30236100
         -4.56664965         59.15179188         59.15210668
         -4.56364965         58.00151714         58.00185236
         -4.56064965         56.85124240         56.85159805
         -4.55764965         56.03689450         56.03700265
         -4.55464965         55.68189939         55.68202257
         -4.55164965         55.32690429         55.32704250
         -4.54864965         62.24768600         62.24806563
         -4.54564965        175.28635092        175.28907125
         -4.54264965        211.66018771        211.66251216
         -4.53964965        203.18543971        203.18733240
         -4.53664965        212.90818351        212.94221021
         -4.53364965        135.66014326        135.66625546
         -4.53064965        107.75096219        107.76666418
         -4.52764965        147.64368737        147.64940969
         -4.52464965        117.42469335        117.37606155
         -4.52164965         25.82390490         25.81085438
         -4.51864965         71.69330800         71.67884544
         -4.51564965        120.73297975        120.71811045
         -4.51264965        194.50852822        194.56495250
         -4.50964965         54.80265101         54.79828801
         -4.50664965         66.22843718         66.22408246
         -4.50364965         81.58603867         81.58131578
         -4.50064965         92.81936916         92.81291234
         -4.49764965        113.77077840        113.76429650
         -4.49464965        134.72218765        134.71568066
         -4.49164965        201.09211480        201.02253544
         -4.48864965        119.20624756        119.20360340
         -4.48564965        155.53995446        155.53143031
         -4.48264965        182.81309480        182.80465128
         -4.47964965        153.54306468        153.54265592
         -4.47664965        160.45202050        160.45108617
         -4.47364965        136.76475893        136.76338853
         -4.47064965        106.32762540        106.32388792
         -4.46764965        144.35137220        144.33510067
         -4.46464965         90.77407803         90.77080717
         -4.46164965        101.29975347        101.29645437
         -4.45864965        122.26259070        122.25776094
         -4.45564965        146.82214641        146.81511789
         -4.45264965        134.50154906        134.49519538
         -4.44964965        215.10951877        214.92910288
         -4.44664965        158.71315095        158.70721379
         -4.44364965        177.61230623        177.60649552
         -4.44064965        160.23927657        160.23417646
         -4.43764965        197.66988757        197.66127060
         -4.43464965        196.83159235        196.82018650
         -4.43164965        170.94814141        170.93692954
         -4.42864965        151.45433460        151.44665936
         -4.42564965        176.79422905        176.78654230
         -4.42264965        130.34840692        130.34291764
         -4.41964965        235.39681814        235.32746824
         -4.41664965        107.03094392        107.03148504
         -4.41364965        105.07189600        105.07245276
         -4.41064965        136.20658437        136.20505859
         -4.40764965        160.25965732        160.25333944
         -4.40464965        206.60323548        206.59518638
         -4.40164965        204.01151464        204.00744095
         -4.39864965        208.07735866        208.07635494
         -4.39564965        187.67237280        187.67153955
         -4.39264965        152.28890388        152.28830139
         -4.38964965        154.79810324        154.79752239
         -4.38664965        196.27608993        196.27486916
         -4.38364965        225.48787019        225.48512708
         -4.38064965        235.66248673        235.66010559
         -4.37764965        213.31276980        213.31741542
         -4.37464965        198.50764699        198.51232042
         -4.37164965        183.70252419        183.70722541
         -4.36864965        219.38263003        219.32973015
         -4.36564965         70.57002727         70.57094279
         -4.36264965         72.08808976         72.08783304
         -4.35964965        102.06232019        102.07048439
         -4.35664965         72.94555315         72.95414045
         -4.35364965        295.38113739        295.21277794
         -4.35064965         75.95073248         75.95294427
         -4.34764965         67.46559305         67.46792748
         -4.34464965         58.98045361         58.98291068
         -4.34164965        129.97947765        129.99431673
         -4.33864965         78.03308668         78.04840686
         -4.33564965        125.07823284        125.07834077
         -4.33264965        146.87156402        146.85900359
         -4.32964965         15.63098690         15.63056339
         -4.32664965         17.13753543         17.13711345
         -4.32364965        291.19236891        291.28783282
         -4.32064965        259.36837645        259.24878904
         -4.31764965        323.97041859        324.03828332
         -4.31464965         80.02857219         80.02398796
         -4.31164965         95.07827031         95.07361776
         -4.30864965        377.63042571        377.40365680
         -4.30564965        102.63492415        102.64760676
         -4.30264965        103.31596917        103.32245666
         -4.29964965         82.11553395         82.12153668
         -4.29664965         90.16216224         90.16233992
         -4.29364965         88.26533352         88.26643471
         -4.29064965          8.89935760          8.89952731
         -4.28764965          8.30264134          8.30281112
         -4.28464965          7.70592508          7.70609493
         -4.28164965          7.10920882          7.10937874
         -4.27864965        163.07094395        163.02790303
         -4.27564965         83.69032250         83.70766030
         -4.27264965         25.83437444         25.85112451
         -4.26964965         93.21798665         93.11304796
         -4.26664965        135.25780202        135.26696173
         -4.26364965        107.08408843        107.09315610
         -4.26064965         78.91037483         78.91935047
         -4.25764965        117.37358216        117.37716457
         -4.25464965         84.99641748         85.00756821
         -4.25164965         97.34848124         97.35323774
         -4.24864965         80.32952270         80.33457774
         -4.24564965         65.11491644         65.11644521
         -4.24264965         60.16562870         60.16715106
         -4.23964965         65.12207853         65.11468480
         -4.23664965         88.53104236         88.52378086
         -4.23364965        114.82869528        114.82023328
         -4.23064965         85.29231986         85.29296004
         -4.22764965         83.51354771         83.51412428
         -4.22464965         79.28277488         79.28279209
         -4.22164965         79.60504175         79.60504748
         -4.21864965         57.91690349         57.91680429
         -4.21564965         58.12907284         58.12895320
         -4.21264965         58.34124220         58.34110211
         -4.20964965        116.02475666        116.04186107
         -4.20664965         59.80991595         59.82744133
         -4.20364965         72.68603549         72.68521017
         -4.20064965         76.93064135         76.92973910
         -4.19764965         81.28748969         81.28670172
         -4.19464965         80.58176621         80.58306567
         -4.19164965        117.06165454        117.06020687
         -4.18864965         54.77758531         54.77650836
         -4.18564965         49.27277369         49.27633323
         -4.18264965         39.73701743         39.73940478
         -4.17964965         32.00190749         32.00423716
         -4.17664965         26.35868727         26.35943135
         -4.17364965        123.96396390        123.98587247
         -4.17064965         59.97367415         59.97235816
         -4.16764965         64.24935008         64.24816515
         -4.16464965         68.75335228         68.75217677
         -4.16164965         58.96201691         58.96031696
         -4.15864965         71.03338204         71.03547536
         -4.15564965         64.22078559         64.22282716
         -4.15264965         57.40818915         57.41017896
         -4.14964965         50.59559270         50.59753075
         -4.14664965         32.61796926         32.61899539
         -4.14364965         29.09362484         29.09462978
         -4.14064965         25.56928042         25.57026417
         -4.13764965         22.04493600         22.04589856
         -4.13464965          4.09396881          4.09385999
         -4.13164965          4.48053306          4.48042552
         -4.12864965         26.68047122         26.67342265
         -4.12564965         51.06990879         51.06260511
         -4.12264965         26.36883787         26.36897626
         -4.11964965         25.96359582         25.96373633
         -4.11664965         25.55835376         25.55849640
         -4.11364965         25.15311170         25.15325647
         -4.11064965         29.25288144         29.24733663
         -4.10764965         48.35040880         48.34502952
         -4.10464965         67.77476683         67.76967577
         -4.10164965         37.56661648         37.56676226
         -4.09864965         37.27663631         37.27678273
         -4.09564965         36.98665614         36.98680319
         -4.09264965         18.48384491         18.48379243
         -4.08964965         47.71548316         47.71615180
         -4.08664965         44.33588087         44.33670142
         -4.08364965         40.95627858         40.95725104
         -4.08064965         37.57667630         37.57780065
         -4.07764965         37.01288352         37.01312641
         -4.07464965         36.45163494         36.45186924
         -4.07164965         35.89038637         35.89061208
         -4.06864965         35.32913780         35.32935492
         -4.06564965         65.34944257         65.34924752
         -4.06264965         65.89357586         65.89335466
         -4.05964965         66.43770915         66.43746180
         -4.05664965         66.98184244         66.98156894
         -4.05364965         56.06134123         56.06244332
         -4.05064965         51.32398592         51.32512873
         -4.04764965         66.82929071         66.82814522
         -4.04464965         60.06729551         60.06605469
         -4.04164965         65.01446843         65.01334179
         -4.03864965         51.89303940         51.89085861
         -4.03564965         61.02035993         61.01824554
         -4.03264965         37.04208249         37.04320635
         -4.02964965         32.75510481         32.75616732
         -4.02664965         28.46812712         28.46912829
         -4.02364965         24.18114944         24.18208926
         -4.02064965         20.08928819         20.08964568
         -4.01764965         21.81598753         21.81533769
         -4.01464965         23.93989054         23.93922712
         -4.01164965         31.18006459         31.17915225
         -4.00864965         34.12062662         34.11970208
         -4.00564965         37.06118865         37.06025191
         -4.00264965         58.15176307         58.15682199
         -3.99964965         42.92305158         42.92778101
         -3.99664965         27.69434008         27.69874003
         -3.99364965         17.28296362         17.28495078
         -3.99064965         10.83288416         10.83265855
         -3.98764965         11.64954318         11.64931896
         -3.98464965         12.46620220         12.46597937
         -3.98164965         13.28286121         13.28263978
         -3.97864965         14.09952023         14.09930018
         -3.97564965         23.74854913         23.74776171
         -3.97264965         26.49884731         26.49807185
         -3.96964965         29.24914550         29.24838198
         -3.96664965         31.99944369         31.99869212
         -3.96364965         30.58439497         30.58416306
         -3.96064965         31.47425310         31.47403131
         -3.95764965         32.36411123         32.36389956
         -3.95464965         33.25396936         33.25376781
         -3.95164965         49.16839708         49.16695438
         -3.94864965        379.10001073        380.16181047
         -3.94564965         75.15726046         75.15530896
         -3.94264965         72.57881049         72.57834434
         -3.93964965         74.25456690         74.25405534
         -3.93664965         93.99769784         93.99687919
         -3.93364965         96.45818639         96.45732198
         -3.93064965         83.40175938         83.40610521
         -3.92764965         91.86451935         91.86771534
         -3.92464965         80.03633176         80.03954390
         -3.92164965         81.59296159         81.59234295
         -3.91864965         78.59273072         78.59498348
         -3.91564965        100.34768161        100.35195354
         -3.91264965         81.63548987         81.63741669
         -3.90964965         74.43691111         74.43908207
         -3.90664965         66.70121682         66.70262478
         -3.90364965         61.55360039         61.55501452
         -3.90064965         56.40598396         56.40740425
         -3.89764965         70.83665499         70.83825271
         -3.89464965         69.07634034         69.07441093
         -3.89164965         80.79388575         80.79044532
         -3.88864965         94.74298759         94.73834011
         -3.88564965        111.70066648        111.69591219
         -3.88264965        179.70027773        182.77481639
         -3.87964965        106.60862537        106.60690663
         -3.87664965        112.91047834        112.90871172
         -3.87364965         95.77493683         95.77446265
         -3.87064965        107.76668251        107.76111573
         -3.86764965        110.60057388        110.59572647
         -3.86464965        128.45922392        128.45374857
         -3.86164965         92.30924941         92.30589485
         -3.85864965         92.31315064         92.30937889
         -3.85564965        107.97800315        107.97411212
         -3.85264965        116.16234640        116.15444313
         -3.84964965         89.30520714         89.30220381
         -3.84664965        100.27215363        100.26905471
         -3.84364965        111.34092924        111.33781866
         -3.84064965         77.36404106         77.36510120
         -3.83764965         67.87270444         67.87353181
         -3.83464965         64.64142500         64.64226529
         -3.83164965         56.93029790         56.93107379
         -3.82864965        113.87793857        113.88150239
         -3.82564965         99.41355459         99.41741191
         -3.82264965        109.95753877        109.96003020
         -3.81964965        100.96596026        100.96844740
         -3.81664965         92.79925144         92.79804473
         -3.81364965        123.98234399        123.97365329
         -3.81064965        152.48587388        152.47756087
         -3.80764965         84.98575467         84.98777659
         -3.80464965        150.40573573        150.41035381
         -3.80164965        134.16384873        134.16839511
         -3.79864965        117.66203794        117.66678286
         -3.79564965        247.69995940        247.56903375
         -3.79264965        146.95325030        146.96544837
         -3.78964965        144.23565071        144.23468878
         -3.78664965        167.25405570        167.24691856
         -3.78364965        284.18930023        284.28482512
         -3.78064965        169.29470282        169.30642956
         -3.77764965        217.23272319        217.23858920
         -3.77464965        197.17011036        197.17561287
         -3.77164965        146.88424807        146.90270621
         -3.76864965        239.00441697        238.85613835
         -3.76564965        138.58390397        138.56575366
         -3.76264965        169.12652439        169.11232658
         -3.75964965        147.17168476        147.16027139
         -3.75664965        167.68518579        167.67792359
         -3.75364965        193.68475564        193.68147891
         -3.75064965        219.01604865        219.01113319
         -3.74764965        193.93707383        193.93183118
         -3.74464965        232.86858416        232.86037896
         -3.74164965        275.95242936        275.54093374
         -3.73864965        190.68019114        190.67295950
         -3.73564965        560.48779723        562.03764232
         -3.73264965        949.30719427        950.16046248
         -3.72964965        180.52328525        180.51717639
         -3.72664965        250.12817960        250.09261231
         -3.72364965        237.76948012        237.75425066
         -3.72064965        214.98286394        214.97835887
         -3.71764965        164.65195980        164.64969221
         -3.71464965        189.96803453        189.96390445
         -3.71164965        198.42746174        198.42507593
         -3.70864965        179.95962357        179.95662155
         -3.70564965        177.67142958        177.66124568
         -3.70264965        136.34502296        136.33162041
         -3.69964965         72.80992548         72.80782465
         -3.69664965        274.56053867        274.61361795
         -3.69364965        110.50651637        110.56773293
         -3.69064965        384.72176763        383.96134764
         -3.68764965        185.93453578        185.94376856
         -3.68464965        139.59885438        140.04902843
         -3.68164965        206.27706705        206.27852502
         -3.67864965        208.19927067        208.22427042
         -3.67564965        111.74542921        111.74753422
         -3.67264965        101.38445944        101.38668624
