# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the chemical potential, mu =       -5.293319 eV
#  aims_uuid : 811A0BA6-D354-48C4-A39E-DA5BB30761F1                                                                                                                                                        
#    Energy (eV)      DOS(spin up)   DOS(spin down)
         -4.70668127         33.80622145         33.80623038
         -4.70168127         33.18013855         33.18012422
         -4.69668127         48.95810818         48.95810211
         -4.69168127         22.17152968         22.17152940
         -4.68668127         20.70951668         20.70950623
         -4.68168127         23.19620384         23.19619637
         -4.67668127         25.68289100         25.68288651
         -4.67168127         29.73925193         29.73924988
         -4.66668127         34.80303588         34.80303649
         -4.66168127          6.72386735          6.72386617
         -4.65668127          9.30096414          9.30096265
         -4.65168127         11.87806093         11.87805912
         -4.64668127         14.45515772         14.45515559
         -4.64168127         17.03225451         17.03225207
         -4.63668127         19.60935130         19.60934854
         -4.63168127         22.18644809         22.18644501
         -4.62668127         15.18699586         15.18704490
         -4.62168127         16.67703596         16.67703105
         -4.61668127         19.26094489         19.26094160
         -4.61168127         21.84485382         21.84485216
         -4.60668127         24.42876275         24.42876271
         -4.60168127         24.33898803         24.33899007
         -4.59668127         22.55423672         22.55423869
         -4.59168127         20.76948541         20.76948730
         -4.58668127         18.98473410         18.98473591
         -4.58168127         17.19998278         17.19998453
         -4.57668127         15.41523147         15.41523314
         -4.57168127         17.64965101         17.64964557
         -4.56668127         15.89596943         15.89595988
         -4.56168127         25.10118677         25.10117334
         -4.55668127         34.30640412         34.30638680
         -4.55168127         67.74523225         67.74511722
         -4.54668127         25.32894776         25.32894846
         -4.54168127         31.71646151         31.71646232
         -4.53668127         32.78377215         32.78377337
         -4.53168127         33.85108279         33.85108443
         -4.52668127         34.91839343         34.91839548
         -4.52168127         35.98570407         35.98570654
         -4.51668127         37.05301471         37.05301759
         -4.51168127         17.53095421         17.53095422
         -4.50668127         17.60488204         17.60488197
         -4.50168127         17.67880987         17.67880972
         -4.49668127         17.75273769         17.75273747
         -4.49168127         17.82666552         17.82666522
         -4.48668127         13.75016062         13.75015961
         -4.48168127         16.33774024         16.33773833
         -4.47668127         18.24841821         18.24841721
         -4.47168127         19.44328883         19.44328587
         -4.46668127         23.48823101         23.48822698
         -4.46168127         27.53317319         27.53316809
         -4.45668127         14.91269493         14.91269139
         -4.45168127         19.35338655         19.35338235
         -4.44668127          7.87502051          7.87502037
         -4.44168127          7.69420824          7.69420812
         -4.43668127          7.51339597          7.51339586
         -4.43168127          7.33258370          7.33258361
         -4.42668127          7.40665390          7.40665290
         -4.42168127          8.16192696          8.16192599
         -4.41668127          8.91720002          8.91719908
         -4.41168127         12.31074488         12.31074397
         -4.40668127         13.47689786         13.47689694
         -4.40168127         14.64305085         14.64304991
         -4.39668127         15.80920384         15.80920288
         -4.39168127         16.97535683         16.97535585
         -4.38668127         18.14150981         18.14150882
         -4.38168127         19.30766280         19.30766179
         -4.37668127          7.18896827          7.18896785
         -4.37168127          7.76306559          7.76306513
         -4.36668127          8.33716291          8.33716241
         -4.36168127          8.91126023          8.91125969
         -4.35668127          9.48535755          9.48535697
         -4.35168127         10.05945488         10.05945425
         -4.34668127         10.63355220         10.63355153
         -4.34168127         11.20764952         11.20764881
         -4.33668127         11.78174684         11.78174609
         -4.33168127         12.35584416         12.35584338
         -4.32668127         12.92994148         12.92994066
         -4.32168127         13.50403880         13.50403794
         -4.31668127         13.61806662         13.61805844
         -4.31168127         23.42384397         23.42383470
         -4.30668127         33.22962132         33.22961095
         -4.30168127         21.10840257         21.10840468
         -4.29668127         19.02998003         19.02998208
         -4.29168127         16.95155749         16.95155948
         -4.28668127         14.87313495         14.87313688
         -4.28168127         12.79471242         12.79471428
         -4.27668127         10.71628988         10.71629168
         -4.27168127          8.63786734          8.63786908
         -4.26668127          6.55944480          6.55944648
         -4.26168127          4.86381817          4.86381921
         -4.25668127          3.32815931          3.32816025
         -4.25168127          1.79250045          1.79250129
         -4.24668127          1.48363511          1.48363466
         -4.24168127          1.77109369          1.77109327
         -4.23668127          2.05855228          2.05855188
         -4.23168127          2.34601087          2.34601049
         -4.22668127          2.63346946          2.63346910
         -4.22168127          2.92092804          2.92092771
         -4.21668127          3.20838663          3.20838632
         -4.21168127          3.49584522          3.49584493
         -4.20668127          3.78330381          3.78330354
         -4.20168127          4.07076239          4.07076214
         -4.19668127          4.35822098          4.35822075
         -4.19168127          4.64567957          4.64567936
         -4.18668127          4.93313816          4.93313797
         -4.18168127         10.04335708         10.04335716
         -4.17668127          9.73672023          9.73672032
         -4.17168127          9.43008338          9.43008347
         -4.16668127          9.12344653          9.12344663
         -4.16168127          8.81680968          8.81680978
         -4.15668127          8.51017283          8.51017294
         -4.15168127          8.20353598          8.20353609
         -4.14668127          7.89689913          7.89689925
         -4.14168127          7.59026228          7.59026240
         -4.13668127          7.28362543          7.28362555
         -4.13168127          6.97698858          6.97698871
         -4.12668127          6.67035173          6.67035186
         -4.12168127          6.36371488          6.36371502
         -4.11668127          6.05707803          6.05707817
         -4.11168127          5.75044117          5.75044133
         -4.10668127          5.44380432          5.44380448
         -4.10168127          5.13716747          5.13716764
         -4.09668127          4.86172876          4.86172898
         -4.09168127          4.60114424          4.60114447
         -4.08668127          4.34055971          4.34055996
         -4.08168127          4.07997519          4.07997545
         -4.07668127          3.81939067          3.81939093
         -4.07168127          3.55880615          3.55880642
         -4.06668127          3.29822163          3.29822191
         -4.06168127         15.32981117         15.32981094
         -4.05668127         15.74195275         15.74195245
         -4.05168127         16.15409433         16.15409395
         -4.04668127         14.83634549         14.83634474
         -4.04168127         15.45266044         15.45265961
         -4.03668127         16.06897539         16.06897447
         -4.03168127         16.68529035         16.68528934
         -4.02668127         17.30160530         17.30160420
         -4.02168127         17.20546843         17.20546844
         -4.01668127         16.98596144         16.98596176
         -4.01168127         16.76863024         16.76863001
         -4.00668127         19.86806171         19.86806010
         -4.00168127          6.90558353          6.90558133
         -3.99668127         10.10615538         10.10615283
         -3.99168127         13.49867595         13.49867340
         -3.98668127         16.89119652         16.89119397
         -3.98168127         20.28371709         20.28371453
         -3.97668127         23.67623766         23.67623510
         -3.97168127         27.06875823         27.06875567
         -3.96668127         11.62231930         11.62232035
         -3.96168127          9.28309356          9.28309472
         -3.95668127        219.13961815        219.13678217
         -3.95168127         40.27887644         40.27889450
         -3.94668127         53.94137073         53.94135851
         -3.94168127         66.63455241         66.63454634
         -3.93668127         83.03072165         83.03085812
         -3.93168127         34.17050910         34.17052264
         -3.92668127         24.10578710         24.10579972
         -3.92168127         14.04106509         14.04107680
         -3.91668127         32.83237730         32.83230986
         -3.91168127         56.68783060         56.68783406
         -3.90668127        134.01915700        134.01934950
         -3.90168127         68.32952929         68.32959318
         -3.89668127         70.13896785         70.13897490
         -3.89168127         82.34956278         82.34956787
         -3.88668127         45.57479540         45.57480525
         -3.88168127         39.94696836         39.94697771
         -3.87668127         35.88732202         35.88731734
         -3.87168127         31.21242088         31.21241897
         -3.86668127         26.98152266         26.98151841
         -3.86168127         28.80169905         28.80169680
         -3.85668127         34.55773769         34.55778035
         -3.85168127          0.22886141          0.22886389
         -3.84668127          0.00000000          0.00000000
         -3.84168127         61.16941812         61.16944795
         -3.83668127         70.84114043         70.84113419
         -3.83168127        102.48509990        102.48514038
         -3.82668127        606.52896205        606.57654072
         -3.82168127         86.06892604         86.06887401
         -3.81668127        104.02693540        104.02685430
         -3.81168127         42.39110553         42.39111884
         -3.80668127         39.26832348         39.26831896
         -3.80168127         67.94142520         67.94143912
         -3.79668127         43.68026785         43.68027039
         -3.79168127         49.10761343         49.10761913
         -3.78668127         65.90918616         65.90918096
         -3.78168127         59.63448212         59.63448557
         -3.77668127         90.29305358         90.29306146
         -3.77168127         77.19330755         77.19330861
         -3.76668127         67.74340066         67.74339722
         -3.76168127         41.60834561         41.60834120
         -3.75668127         25.12855532         25.12855416
         -3.75168127         27.74918728         27.74918512
         -3.74668127        111.19560158        111.19576060
         -3.74168127         71.53072287         71.53072326
         -3.73668127         41.80098078         41.80098455
         -3.73168127         39.83922875         39.83923183
         -3.72668127         38.58377675         38.58378057
         -3.72168127         15.99121513         15.99121707
         -3.71668127         19.14952471         19.14952681
         -3.71168127         22.30783429         22.30783655
         -3.70668127         59.97753782         59.97753408
         -3.70168127         62.78664856         62.78664940
         -3.69668127         60.01802106         60.01803145
         -3.69168127         50.29017054         50.29017248
         -3.68668127         28.80244436         28.80244410
         -3.68168127          6.38602048          6.38602285
         -3.67668127         12.41624880         12.41625107
         -3.67168127         18.44647712         18.44647928
         -3.66668127         26.94527949         26.94528062
         -3.66168127         35.62268323         35.62268425
         -3.65668127         44.30008697         44.30008788
         -3.65168127         52.97749071         52.97749151
         -3.64668127         61.65489446         61.65489514
         -3.64168127         36.79069535         36.79069065
         -3.63668127        175.87227160        175.87191844
         -3.63168127         29.67032358         29.67031728
         -3.62668127         42.36269014         42.36268937
         -3.62168127         34.47429288         34.47429281
         -3.61668127         26.58589561         26.58589625
         -3.61168127         18.69749835         18.69749969
         -3.60668127          0.00000000          0.00000000
         -3.60168127          0.00000000          0.00000000
         -3.59668127         15.37359788         15.37359476
         -3.59168127         22.96055879         22.96055429
         -3.58668127         30.54751969         30.54751382
         -3.58168127         38.13448059         38.13447336
         -3.57668127         31.77404018         31.77405148
         -3.57168127         20.51853919         20.51854611
         -3.56668127          9.26303819          9.26304074
         -3.56168127          5.46107327          5.46107469
         -3.55668127          4.35868741          4.35868829
         -3.55168127          3.25630155          3.25630190
         -3.54668127         11.22621384         11.22621353
         -3.54168127         12.49961778         12.49961748
         -3.53668127         13.82387776         13.82387872
         -3.53168127         16.19966756         16.19966906
         -3.52668127         24.12889636         24.12889852
         -3.52168127         27.09397541         27.09397816
         -3.51668127         30.05905446         30.05905780
         -3.51168127         23.97648457         23.97648181
         -3.50668127         19.92367997         19.92367881
         -3.50168127         15.87087537         15.87087580
         -3.49668127         11.81807077         11.81807280
         -3.49168127         11.60911898         11.60911930
         -3.48668127         12.13361025         12.13361061
         -3.48168127         12.65810152         12.65810193
         -3.47668127         19.86177653         19.86177667
         -3.47168127         20.86119684         20.86119701
         -3.46668127         21.86061715         21.86061736
         -3.46168127         22.86003746         22.86003771
         -3.45668127         21.97316704         21.97316583
         -3.45168127         17.94135542         17.94135284
         -3.44668127         13.61807826         13.61807783
         -3.44168127         13.92507914         13.92507870
         -3.43668127         14.23208002         14.23207957
         -3.43168127         14.53908090         14.53908043
         -3.42668127         14.84608178         14.84608130
         -3.42168127         15.15308265         15.15308217
         -3.41668127         13.65799256         13.65799321
         -3.41168127         11.97491432         11.97491489
         -3.40668127         10.29183607         10.29183656
         -3.40168127         21.37142644         21.37142442
         -3.39668127         18.52249261         18.52249119
         -3.39168127         16.92610435         16.92610376
         -3.38668127         15.32169459         15.32169462
         -3.38168127         13.71728483         13.71728549
         -3.37668127         12.46459648         12.46459687
         -3.37168127         11.79038720         11.79038751
         -3.36668127         11.11617792         11.11617816
         -3.36168127         10.44196864         10.44196881
         -3.35668127          9.76775936          9.76775945
         -3.35168127          9.10739875          9.10739818
         -3.34668127         10.20017969         10.20017868
         -3.34168127         11.79915093         11.79914991
         -3.33668127         14.98019469         14.98019318
         -3.33168127         18.16123845         18.16123646
         -3.32668127         21.34228222         21.34227973
         -3.32168127         24.52332598         24.52332301
         -3.31668127         27.70436974         27.70436628
         -3.31168127         31.00506119         31.00505788
         -3.30668127         24.18994130         24.18993908
         -3.30168127         16.06258627         16.06258542
         -3.29668127         16.52398183         16.52398103
         -3.29168127         26.93846286         26.93846243
         -3.28668127         25.25281303         25.25281273
         -3.28168127         23.56716320         23.56716303
         -3.27668127         21.88366058         21.88366080
         -3.27168127         21.23282160         21.23282232
         -3.26668127         20.60921983         20.60922050
         -3.26168127         21.04976046         21.04976042
         -3.25668127         22.80885919         22.80885904
         -3.25168127         24.56795793         24.56795766
         -3.24668127         26.32705666         26.32705628
         -3.24168127         28.08615540         28.08615490
         -3.23668127         29.84525413         29.84525352
         -3.23168127        123.02692290        123.02356177
         -3.22668127         37.55448647         37.55446010
         -3.22168127         65.17717117         65.17711863
         -3.21668127         32.01447135         32.01446297
         -3.21168127         19.61230569         19.61230461
         -3.20668127         41.59595074         41.59593186
         -3.20168127         22.16721392         22.16722353
         -3.19668127          9.01821343          9.01821315
         -3.19168127          8.10144321          8.10144301
         -3.18668127         34.99795052         34.99788081
         -3.18168127         88.60002367         88.59994886
         -3.17668127         52.50138287         52.50139082
         -3.17168127         38.24154545         38.24152879
         -3.16668127         48.06716070         48.06716242
         -3.16168127         40.81567547         40.81567660
         -3.15668127         33.56419024         33.56419079
         -3.15168127         26.74275326         26.74276113
         -3.14668127         24.08103345         24.08103662
         -3.14168127         23.50395508         23.50395662
         -3.13668127         43.76328501         43.76328063
         -3.13168127         68.16774316         68.16768113
         -3.12668127         46.66379854         46.66453836
         -3.12168127         52.51977618         52.51977291
         -3.11668127         45.22603318         45.22603148
         -3.11168127         37.93229018         37.93229005
         -3.10668127         30.63854718         30.63854862
         -3.10168127         16.75692645         16.75692581
         -3.09668127         56.82721816         56.82722721
         -3.09168127         50.14920760         50.14921856
         -3.08668127         46.85076647         46.85077039
         -3.08168127         59.31326513         59.31325230
         -3.07668127         75.06756972         75.06756997
         -3.07168127         59.76371694         59.76373029
         -3.06668127         65.36481200         65.36482536
         -3.06168127          0.00000000          0.00000000
